Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Forst,Ian Sutherland,John Weston,Blair Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 156","West Vancouver",6,80,121,15,0,222,401
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 157","Westmount",2,86,125,6,0,219,556
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158A","Dundarave",1,60,117,10,0,188,384
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158B","Dundarave",6,46,113,10,0,175,355
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158-1A","West Vancouver",Merged with No. 158A/Fusionné avec le nº 158A,,,,,,49
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 158-1B","West Vancouver",Merged with No. 158B/Fusionné avec le nº 158B,,,,,,52
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 159","West Vancouver",7,71,102,15,0,195,437
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 160","West Vancouver",5,63,123,9,0,200,458
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 160-1","West Vancouver",4,24,51,3,0,82,189
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 161","West Vancouver",3,88,126,17,2,236,501
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 162","West Vancouver",7,57,109,14,1,188,397
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 163","West Vancouver",9,96,127,34,0,266,471
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 164","North Vancouver",Void/Supprimé,,,,,,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 165","Canyon Heights",9,52,118,20,1,200,373
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 166","West Vancouver",6,50,134,17,0,207,392
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 167","West Vancouver",0,41,127,11,0,179,436
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 168","West Vancouver",2,58,90,14,0,164,363
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 169","West Vancouver",6,90,136,16,0,248,499
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 170","West Vancouver",7,49,134,12,1,203,353
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 171","West Vancouver",9,66,153,29,2,259,400
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 172","West Vancouver",12,66,128,20,0,226,375
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 173","West Vancouver",5,63,134,24,0,226,404
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 174","West Vancouver",14,73,152,18,0,257,438
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 175","West Vancouver",6,82,132,33,0,253,442
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 176","West Vancouver",8,92,140,23,0,263,443
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 177","West Vancouver",17,89,156,24,0,286,458
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 178","West Vancouver",7,55,117,13,2,194,390
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 179","West Vancouver",6,49,105,15,0,175,374
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 180","West Vancouver",21,86,160,26,0,293,568
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 181","West Vancouver",Void/Supprimé,,,,,,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 182","West Vancouver",20,74,91,25,0,210,366
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 183","West Vancouver",12,60,120,13,2,207,377
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 184","West Vancouver",17,75,103,33,1,229,445
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 185","West Vancouver",18,74,155,24,0,271,427
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 186","West Vancouver",7,85,141,36,1,270,479
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 187","West Vancouver",10,70,124,13,1,218,396
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 188","West Vancouver",14,92,158,29,0,293,453
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 189","West Vancouver",8,83,187,24,1,303,482
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 190","West Vancouver",12,38,94,12,1,157,262
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 191","West Vancouver",8,88,171,19,2,288,475
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 192","West Vancouver",14,91,164,33,0,302,482
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 193","West Vancouver",20,73,78,23,0,194,381
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 194","West Vancouver",14,38,85,23,2,162,304
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 195","West Vancouver",18,72,144,24,2,260,488
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 196","West Vancouver",6,41,99,6,1,153,325
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 197","West Vancouver",4,48,102,15,0,169,365
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 198","West Vancouver",7,49,97,8,3,164,270
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 199","West Vancouver",12,48,99,17,1,177,357
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 200","West Vancouver",14,70,121,27,0,232,393
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 201","West Vancouver",9,69,44,9,1,132,310
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 202","Park Royal",12,39,33,7,0,91,319
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 203","West Vancouver",11,88,110,21,2,232,408
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 204","West Vancouver",11,58,109,18,1,197,339
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 205","Capilano 5",1,22,79,5,0,107,264
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 206","Capilano 5",11,17,47,5,0,80,156
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 207","Capilano 5",64,80,61,43,1,249,751
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 207-1","Capilano 5",21,10,6,10,0,47,133
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 208","West Vancouver",9,43,53,15,0,120,218
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209A","Pemberton Heights",27,90,83,24,3,227,477
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209B","Pemberton Heights",30,91,91,19,1,232,493
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 209C","Pemberton Heights",20,74,88,16,0,198,453
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 210","North Vancouver",30,64,83,22,1,200,409
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 211","North Vancouver",22,95,112,40,1,270,475
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 212","North Vancouver",23,83,137,41,0,284,437
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 213","North Vancouver",15,56,95,22,0,188,285
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 214","North Vancouver",13,80,106,22,0,221,350
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 215","North Vancouver",36,76,96,29,3,240,475
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 216","North Vancouver",40,78,77,17,1,213,396
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 217","North Vancouver",Void/Supprimé,,,,,,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 218","North Vancouver",35,92,153,56,1,337,547
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 219","North Vancouver",40,74,121,40,0,275,444
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 500","Mobile poll/Bureau itinérant",24,16,14,7,1,62,132
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 501","Mobile poll/Bureau itinérant",29,30,38,22,0,119,96
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 502","Mobile poll/Bureau itinérant",10,25,56,8,0,99,135
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 503","Mobile poll/Bureau itinérant",13,41,73,11,1,139,294
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 600","Powell River",143,91,223,81,1,539,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 601","Powell River",59,82,157,28,0,326,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 602","Sechelt",46,45,124,41,0,256,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 603","Sechelt",98,84,250,91,4,527,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 604","Gibsons",207,157,414,174,1,953,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 605","Squamish",46,79,154,51,0,330,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 606","Squamish",51,52,80,35,2,220,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 607","Whistler",37,110,149,94,1,391,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 608","Bowen Island",16,70,82,52,0,220,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 609","Lions Bay--West Vancouver",5,144,385,44,4,582,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 610","West Vancouver",18,149,579,37,2,785,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 611","West Vancouver",4,78,233,19,0,334,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 612","West Vancouver",9,73,269,23,0,374,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 613","West Vancouver",27,109,290,44,0,470,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country"," 614","North Vancouver--Capilano 5",19,75,145,20,0,259,
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,Group 1/Groupe 1,15,52,53,27,6,153,222
59036,"West Vancouver--Sunshine Coast--Sea to Sky Country/West Vancouver--Sunshine Coast--Sea to Sky Country",,Group 2/Groupe 2,207,385,1082,91,36,1801,

