Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Raynald Blais,Denis Gauvreau,Darryl Gray,Gaston Langlais,Julien Leblanc,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 178","Grosse-Île",2,30,50,5,2,0,89,318
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 179","Grande-Entrée",42,18,20,5,1,1,87,175
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 180","Grande-Entrée",80,33,56,3,5,3,180,311
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 181","Pointe-aux-Loups",41,12,6,3,1,0,63,129
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 182","Fatima",83,41,21,6,2,4,157,303
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 183","Fatima",76,39,33,5,4,2,159,305
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 184","Fatima",119,45,37,14,3,7,225,439
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 185","Fatima",106,19,16,9,7,2,159,268
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 186","Fatima",100,54,35,6,4,2,201,356
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 187","Fatima",120,40,28,4,4,6,202,354
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 188","Fatima",85,49,25,14,1,2,176,306
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 189","Havre-aux-Maisons",88,60,26,4,5,3,186,321
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 190","Havre-aux-Maisons",140,50,25,11,2,2,230,376
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 191","Havre-aux-Maisons",148,47,25,8,7,1,236,373
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 192","Havre-aux-Maisons",131,46,31,10,6,3,227,456
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 193","L'Étang-du-Nord",70,19,16,10,5,1,121,245
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 194","L'Étang-du-Nord",86,55,20,9,3,3,176,351
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 195","L'Étang-du-Nord",73,40,19,7,4,5,148,319
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 196","Cap-aux-Meules",64,58,40,7,3,4,176,419
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 197","Cap-aux-Meules",122,72,32,5,8,4,243,520
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 198","Cap-aux-Meules",94,74,62,8,6,4,248,476
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 199","L'Étang-du-Nord",61,34,17,9,4,5,130,244
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 200","L'Étang-du-Nord",101,54,21,11,4,8,199,417
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 201","L'Étang-du-Nord",100,49,25,8,3,2,187,407
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 202","L'Étang-du-Nord",91,38,23,7,4,5,168,323
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 202-1","Les Îles-de-la-Madeleine",55,35,19,3,4,6,122,260
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 203","Bassin",66,31,18,8,4,7,134,233
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 204","Havre-Aubert",63,37,33,5,3,1,142,266
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 205","Bassin",68,21,16,4,2,0,111,252
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 206","Bassin",47,27,24,10,3,1,112,228
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 207","Bassin",80,33,15,12,2,1,143,269
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 208","Havre-Aubert",75,32,17,4,2,1,131,293
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 209","Havre-Aubert",45,33,18,5,3,1,105,184
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 210","L'Île-d'Entrée",3,11,29,5,0,1,49,96
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 500","Mobile poll/Bureau itinérant",12,25,17,5,1,1,61,151
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 501","Mobile poll/Bureau itinérant",13,20,8,1,0,1,43,96
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 502","Mobile poll/Bureau itinérant",7,13,5,0,0,0,25,66
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 503","Mobile poll/Bureau itinérant",8,14,10,0,1,0,33,102
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 600","Grande-Vallée",35,15,13,6,4,1,74,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 601","Gaspé (Rivière-au-Renard)",145,48,48,20,4,3,268,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 602","Gaspé",147,62,76,30,12,1,328,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 603","York Centre--Douglastown",89,63,49,20,8,2,231,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 604","Percé",56,39,43,8,3,1,150,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 605","Grande-Rivière",99,61,53,15,1,3,232,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 606","Chandler",213,114,148,37,6,9,527,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 607","Paspébiac",276,150,205,15,3,5,654,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 608","Bonaventure",126,87,87,7,12,2,321,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 609","New Richmond",106,134,155,12,11,2,420,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 610","Carleton-sur-Mer",84,51,107,10,15,1,268,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 611","Pointe-à-la-Croix",23,27,45,5,8,2,110,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 612","L'Étang-du-Nord (I.M.)",108,56,44,8,4,4,224,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine"," 613","Île-d'Entrée (I.M.)",66,36,24,8,6,6,146,
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine",,Group 1/Groupe 1,42,23,35,4,7,4,115,269
24019,"Gaspésie--Îles-de-la-Madeleine/Gaspésie--Îles-de-la-Madeleine",,Group 2/Groupe 2,278,227,216,32,21,15,789,

