Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,DWight Dugas,Howard Galganov,Darlene Jalbert,Guy Lauzon,David Rawnsley,Denis Sabourin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 198-1","Wood Creek",0,5,14,51,10,30,2,112,233
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 500","Mobile poll/Bureau itinérant",1,0,7,27,1,26,4,66,193
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 501","Mobile poll/Bureau itinérant",1,1,7,57,4,26,1,97,228
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 502","Mobile poll/Bureau itinérant",2,3,11,29,1,31,3,80,180
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 503","Mobile poll/Bureau itinérant",4,4,7,27,2,23,0,67,168
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 504","Mobile poll/Bureau itinérant",3,4,11,81,0,19,2,120,221
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 505","Mobile poll/Bureau itinérant",0,2,1,33,0,6,2,44,142
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 600","North Dundas--Winchester",1,37,16,502,33,58,1,648,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 601","North Dundas--Chesterville",0,26,23,268,9,25,0,351,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 602","South Dundas--Iroquois",0,16,28,408,19,51,1,523,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 603","South Dundas--Morrisburg",0,28,29,323,9,49,0,438,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 604","North Stormont--Finch",0,13,14,192,6,34,1,260,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 605","North Stormont--Moose Creek",0,8,13,115,11,28,0,175,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 606","South Stormont--Ingleside",0,30,38,490,16,92,0,666,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 607","South Stormont--St. Andrews",0,18,22,234,5,45,0,324,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 608","Cornwall",0,29,68,404,10,106,3,620,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 609","Cornwall",1,39,79,489,11,156,1,776,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 610","Cornwall",2,11,43,267,7,93,4,427,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 611","Cornwall",2,18,72,324,16,174,4,610,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 612","Cornwall",1,21,55,291,8,117,1,494,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 613","South Glengarry--Williamstown",0,25,28,296,28,63,2,442,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry"," 614","South Glengarry--Lancaster",0,19,37,261,20,107,1,445,
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry",,Group 1/Groupe 1,1,3,11,100,5,35,2,157,295
35087,"Stormont--Dundas--South Glengarry/Stormont--Dundas--South Glengarry",,Group 2/Groupe 2,1,36,113,463,41,241,6,901,

