Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jason Holley,Andrew House,Robert Karl O'Connor,Scott Simms,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 176B","Eastport",13,12,1,50,0,76,214
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 176-1","Sandy Cove",14,0,2,45,0,61,122
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 177","Happy Adventure",9,15,2,76,0,102,199
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 178","Salvage",12,9,0,27,0,48,134
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 179","Buchans Junction--Millertown",12,10,7,66,0,95,187
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 180","Buchans",11,21,1,82,0,115,300
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 180-1","Buchans",26,18,1,158,0,203,347
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 181","Port Blandford",48,18,1,80,2,149,346
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 182","Port Blandford",13,11,1,31,0,56,119
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 183","Shoal Harbour",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 184A","Charlottetown--Terra Nova",11,14,2,65,1,93,227
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 184B","Charlottetown--Terra Nova",8,5,1,25,0,39,56
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 185","Bunyan's Cove",15,12,1,73,0,101,310
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 186","Shoal Harbour",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 187","Milton",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 188","Georges Brook",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 189","Cannings Cove",2,1,1,26,0,30,176
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 190","Musgravetown",13,11,1,35,0,60,177
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 191","Musgravetown",27,25,0,70,0,122,345
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 192","Bloomfield",46,17,0,69,0,132,451
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 193A","Lethbridge",19,16,1,73,0,109,322
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 193B","Lethbridge",21,17,1,66,0,105,326
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 194","Lethbridge",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 195","Portland--Jamestown--Winter Brook",10,10,0,29,2,51,253
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 196","Sweet Bay",18,18,1,43,1,81,193
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 197","Open Hall--Red Cliff--Tickle Cove",8,12,0,42,0,62,114
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 198","Plate Cove West--Plate Cove East",17,38,1,101,1,158,395
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 199","Summerville",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 200","Southern Bay--Princeton",15,9,2,43,1,70,163
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 201","Duntara--Keels",5,6,0,39,0,50,102
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 202","King's Cove",24,13,2,51,0,90,176
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 203","Upper Amherst Cove--Middle Amherst Cove",21,7,2,70,0,100,248
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 204","Bonavista",14,26,0,96,0,136,474
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 205","Bonavista",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 206","Bonavista",16,10,0,67,0,93,257
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 207","Bonavista",8,11,0,79,0,98,373
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 208","Bonavista",6,12,0,39,0,57,309
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 209","Bonavista",18,3,0,67,1,89,335
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 210","Bonavista",4,13,0,52,3,72,272
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 211","Bonavista",9,6,1,34,1,51,257
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 212","Bonavista",12,13,0,57,2,84,233
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 213","Bonavista",12,19,3,72,1,107,366
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 214","Bonavista",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 215","Bonavista",7,8,0,46,1,62,237
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 216","Elliston",20,6,0,83,0,109,272
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 217","Little Catalina",22,8,4,118,0,152,388
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 218","Little Catalina",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 219","Catalina",13,13,1,68,1,96,287
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 220","Catalina",19,24,2,77,0,122,402
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 221","Catalina",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 222","Port Union",9,17,1,113,1,141,367
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 223","Port Union",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 224","Melrose",6,13,1,53,0,73,215
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 225","English Harbour--Champney's East",10,11,0,21,1,43,92
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 226","Champney's West--Champney's Arm",12,2,1,37,0,52,122
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 227","Trinity East",25,15,3,107,0,150,311
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 228","Trinity--Lockston",14,13,3,46,1,77,167
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 229","Old Bonaventure--New Bonaventure",11,6,0,45,0,62,142
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 229-1","Goose Cove--Dunfield",16,6,0,42,0,64,123
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 400","Gander",16,16,1,46,1,80,123
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 500","Mobile poll/Bureau itinérant",4,18,2,52,2,78,118
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 501","Mobile poll/Bureau itinérant",4,14,0,46,0,64,125
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 502","Mobile poll/Bureau itinérant",6,23,0,52,3,84,155
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 503","Mobile poll/Bureau itinérant",1,10,0,28,0,39,52
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 504","Mobile poll/Bureau itinérant",3,13,2,67,0,85,129
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 505","Mobile poll/Bureau itinérant",3,16,3,50,2,74,125
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 506","Mobile poll/Bureau itinérant",1,3,1,45,0,50,84
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 507","Mobile poll/Bureau itinérant",4,7,2,21,3,37,52
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 600","Botwood",20,13,3,97,1,134,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 601","Lewisporte",11,31,1,60,0,103,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 602","Twillingate",9,5,8,55,0,77,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 603","Fogo",2,13,0,46,0,61,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 604","Musgrave Harbour",5,6,1,14,0,26,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 605","Wesleyville",1,6,0,38,0,45,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 606","Grand Falls-Windsor",8,14,3,110,2,137,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 607","Grand Falls-Windsor",27,26,2,161,1,217,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 608","Bishop's Falls",8,15,1,98,0,122,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 609","Gander",23,74,7,180,1,285,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 610","Gambo",9,7,0,40,0,56,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 611","Glovertown",3,12,1,55,0,71,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 612","Buchans",2,5,0,27,0,34,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 613","Port Blandford",5,10,1,35,0,51,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 614","Bonavista",8,5,0,39,0,52,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 615","Little Catalina",1,4,1,24,0,30,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor",,Group 1/Groupe 1,19,81,6,51,6,163,510
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor",,Group 2/Groupe 2,33,55,6,231,12,337,

