Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ernest Oliver Rathwell,Scott Reid,David Remington,Chris Walker,Sandra Willard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 173","Greater Napanee",6,70,57,22,36,0,191,380
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 174","Greater Napanee",1,80,43,8,26,0,158,377
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 175","Greater Napanee",0,83,66,22,21,0,192,304
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 176","Greater Napanee",1,109,78,13,30,1,232,575
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 177","Greater Napanee",0,77,56,7,22,0,162,278
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 178","Greater Napanee",2,64,42,16,45,0,169,384
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 179","Greater Napanee",1,74,46,10,30,0,161,361
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 180","Greater Napanee",1,22,12,7,11,0,53,208
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 181","Greater Napanee",0,72,54,11,18,0,155,408
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 182","Greater Napanee",3,50,31,6,20,0,110,351
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 183","Greater Napanee",3,64,41,34,8,0,150,378
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 184","Greater Napanee",3,52,41,14,20,0,130,313
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 185","Greater Napanee",0,56,81,17,29,0,183,331
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 186","Greater Napanee",0,62,44,11,22,0,139,319
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 187","Greater Napanee",2,49,18,4,24,0,97,229
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 188","Greater Napanee",0,135,81,8,32,0,256,394
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 189","Greater Napanee",0,93,79,14,28,0,214,416
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 190","Greater Napanee",0,72,56,10,15,2,155,294
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 190-1","Greater Napanee",3,64,54,8,22,1,152,343
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 191","Greater Napanee",2,136,79,8,27,0,252,515
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 192","Greater Napanee",0,55,39,9,11,0,114,187
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 193","Greater Napanee",1,68,36,7,21,0,133,247
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 194","Greater Napanee",0,178,111,23,48,0,360,686
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 195","Greater Napanee",0,71,43,8,47,0,169,271
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 196","Greater Napanee",0,72,50,16,22,0,160,240
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 197","Greater Napanee",0,123,65,25,45,0,258,452
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 198","Switzerville",0,36,14,4,3,0,57,133
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 199","Thorpe",0,103,56,17,33,1,210,407
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 200","Wilton",3,92,38,27,37,0,197,405
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 201","Loyalist",1,84,42,15,33,1,176,358
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 202","Ernestown",0,55,53,12,31,0,151,346
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 203","Odessa",2,74,40,15,56,1,188,439
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 204","Loyalist",3,67,54,19,49,1,193,399
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 205","Violet",0,55,16,8,7,0,86,203
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 206","Morven",0,49,25,4,27,0,105,204
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 207","Ernestown",0,67,38,11,34,0,150,277
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 208","Loyalist",4,138,97,17,15,0,271,439
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 208-1","Bath",2,114,73,12,37,0,238,394
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 209","Loyalist",1,96,46,17,80,0,240,479
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 210","Loyalist",2,72,42,7,35,0,158,312
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 211","Millhaven",1,79,68,14,32,3,197,389
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 212","Bayview",0,86,79,18,25,0,208,383
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 213","Amherstview",2,92,62,13,53,2,224,499
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 214","Amherstview",2,32,34,10,27,0,105,213
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 215","Amherstview",4,83,62,24,18,0,191,341
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 216","Amherstview",1,73,33,13,32,1,153,297
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 216-1","Loyalist",0,66,39,16,32,0,153,286
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 217","Amherstview",1,61,52,12,29,0,155,316
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 218","Amherstview",3,65,60,7,28,0,163,353
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 219","Amherstview",0,52,52,6,33,0,143,286
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 220","Amherstview",1,41,24,8,29,0,103,323
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 221","Amherstview",1,73,33,2,40,1,150,324
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 222","Amherstview",0,60,34,11,37,1,143,317
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 223","Amherstview",1,35,23,8,31,0,98,282
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 224","Amherstview",2,61,38,9,24,0,134,221
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 225","Amherstview",4,73,61,11,48,0,197,383
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 226","Amherstview",1,48,23,10,43,0,125,257
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 226-1","Loyalist",1,69,33,8,23,0,134,279
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 227","Amherst Island",2,99,87,42,42,3,275,363
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 500","Mobile poll/Bureau itinérant",0,102,17,3,4,3,129,269
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 501","Mobile poll/Bureau itinérant",4,100,35,13,5,8,165,346
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 502","Mobile poll/Bureau itinérant",0,20,32,2,11,0,65,224
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 503","Mobile poll/Bureau itinérant",1,40,37,3,6,4,91,190
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 504","Mobile poll/Bureau itinérant",2,69,21,3,5,4,104,193
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 600","Carleton Place",1,377,33,31,38,0,480,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 601","Carleton Place",2,386,41,17,30,2,478,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 602","Beckwith",0,469,73,30,23,0,595,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 603","Smiths Falls",1,369,58,19,44,0,491,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 604","Smiths Falls",2,234,66,11,24,0,337,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 605","Perth",2,347,54,22,23,1,449,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 606","Lanark",3,463,67,68,43,1,645,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 607","Perth",3,376,75,51,23,0,528,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 608","Perth",1,395,116,49,33,1,595,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 609","Cloyne",1,253,63,19,36,1,373,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 610","Sharbot Lake",1,338,115,34,51,1,540,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 611","Sydenham",2,318,145,46,41,0,552,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 612","Sydenham",0,179,102,20,41,1,343,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 613","Stone Mills",1,194,91,18,36,0,340,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 614","Greater Napanee",4,398,208,28,79,4,721,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 615","Odessa",0,142,47,21,40,0,250,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 616","Amherstview",2,201,119,31,50,0,403,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 617","Amherstview",0,116,58,18,48,0,240,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 618","Greater Napanee",0,220,106,21,25,0,372,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington",,Group 1/Groupe 1,3,99,40,18,9,4,173,423
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington",,Group 2/Groupe 2,2,418,246,71,76,7,820,

