Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jamilé Ghaddar,Gordon Guyatt,Arlene MacFarlane-VanderBeek,Peter Ormond,David Sweet,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,186,Ancaster,0,30,61,33,109,0,233,375
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,187,Ancaster,0,33,43,23,145,1,245,420
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,188,Ancaster,1,36,34,17,136,0,224,386
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,189,Ancaster,0,37,58,22,130,1,248,377
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,190,Ancaster,0,35,87,11,96,1,230,455
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,191,Ancaster,0,20,78,6,105,1,210,434
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,192,Ancaster,0,19,41,10,61,0,131,309
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,193,Ancaster,0,45,86,26,125,0,282,461
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 194A,Ancaster,0,39,93,30,158,1,321,661
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 194B,Ancaster,0,40,89,13,113,0,255,561
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 194C,Ancaster,0,46,112,23,170,0,351,695
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,195,Ancaster,0,42,85,19,128,0,274,442
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,196,Ancaster,1,23,61,29,94,2,210,359
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 197A,Ancaster,0,29,91,8,87,2,217,424
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 197B,Ancaster,2,22,67,20,121,0,232,452
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,198,Ancaster,0,28,46,11,55,0,140,300
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,199,Ancaster,1,27,59,13,134,1,235,496
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,200,Ancaster,0,33,43,16,97,2,191,326
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 201A,Ancaster,1,27,45,13,109,0,195,416
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 201B,Ancaster,1,13,40,8,117,3,182,405
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,202,Ancaster,1,27,84,20,151,3,286,474
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,203,Ancaster,1,40,89,17,181,1,329,582
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 204A,Ancaster,0,32,45,8,68,0,153,335
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 204B,Ancaster,1,17,51,15,102,0,186,378
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 204C,Ancaster,0,23,49,7,88,2,169,361
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,205,Ancaster,0,25,48,9,110,2,194,329
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 206A,Ancaster,0,40,96,19,111,1,267,492
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 206B,Ancaster,1,25,77,26,121,0,250,446
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,207,Ancaster,1,22,48,19,125,1,216,377
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,208,Ancaster,0,44,58,15,164,0,281,459
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,209,Ancaster,2,31,31,9,87,1,161,317
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,210,Ancaster,1,30,46,20,175,0,272,429
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,211,Ancaster,Void/Supprimé,,,,,,,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,400,Dundas,2,35,75,7,45,1,165,567
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,401,Dundas,Void/Supprimé,,,,,,,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 402A,Hamilton ,0,32,42,25,52,0,151,46
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 402B,Hamilton ,2,51,89,29,61,0,232,46
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 402C,Hamilton ,0,51,75,37,46,0,209,46
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 402D,Hamilton ,1,20,37,29,37,0,124,46
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 402E,Hamilton ,0,20,58,17,29,1,125,46
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale, 402F,Hamilton ,0,22,59,19,22,2,124,45
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,403,Hamilton ,1,53,48,14,40,0,156,230
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,404,Ancaster,0,9,11,20,173,0,213,356
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,405,Ancaster,0,13,17,4,30,1,65,74
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,500,Mobile poll/Bureau itinérant,0,7,13,5,18,0,43,58
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,501,Mobile poll/Bureau itinérant,2,3,18,0,13,3,39,150
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,502,Mobile poll/Bureau itinérant,0,10,14,5,44,1,74,94
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,503,Mobile poll/Bureau itinérant,1,13,46,4,37,0,101,135
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,504,Mobile poll/Bureau itinérant,3,18,34,4,41,1,101,176
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,505,Mobile poll/Bureau itinérant,0,22,40,6,68,2,138,103
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,506,Mobile poll/Bureau itinérant,0,24,42,5,96,2,169,192
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,507,Mobile poll/Bureau itinérant,2,13,32,2,37,1,87,156
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,508,Mobile poll/Bureau itinérant,Merged with No. 504/Fusionné avec le nº 504,,,,,,,0
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,509,Mobile poll/Bureau itinérant,3,9,14,1,5,2,34,45
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,510,Mobile poll/Bureau itinérant,1,23,17,3,34,1,79,202
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,511,Mobile poll/Bureau itinérant,2,26,26,1,26,0,81,215
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,600,Flamborough,0,49,94,32,379,0,554,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,601,Flamborough,2,43,55,16,223,0,339,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,602,Flamborough,1,38,48,21,138,0,246,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,603,Flamborough,2,62,92,21,285,0,462,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,604,Flamborough,1,76,141,42,362,2,624,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,605,Dundas,2,128,216,54,347,1,748,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,606,Hamilton ,2,111,112,35,128,2,390,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,607,Hamilton ,0,145,126,14,197,0,482,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,608,Dundas,0,124,246,63,424,4,861,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,609,Ancaster,1,58,179,27,400,0,665,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,610,Ancaster--Flamborough,0,22,50,20,143,0,235,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,611,Ancaster,0,98,171,47,418,2,736,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,612,Ancaster,2,74,193,48,418,4,739,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,613,Dundas,1,74,89,28,122,0,314,
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,,Group 1/Groupe 1,0,14,17,5,58,3,97,162
35003,Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale,,Group 2/Groupe 2,0,107,168,47,294,10,626,

