Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Deslauriers,Jessica Gal,Rachel Hoffman,Marlene Jennings,Carmine Pontillo,Eric Taillefer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 188","Montréal",33,9,3,69,23,5,1,143,476
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 189","Montréal",25,10,1,84,16,3,0,139,371
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 190","Montréal",25,15,0,65,26,13,0,144,515
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 400","Montréal",21,11,0,69,16,5,0,122,332
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 401","Montréal",30,4,0,66,26,7,1,134,348
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 500","Mobile poll/Bureau itinérant",7,2,0,58,12,5,2,86,156
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 501A","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,89
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 501B","Mobile poll/Bureau itinérant",Merged with No. 503A/Fusionné avec le nº 503A,,,,,,,,73
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 502","Mobile poll/Bureau itinérant",2,1,0,44,10,12,2,71,191
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 503A","Mobile poll/Bureau itinérant",11,2,5,58,19,16,3,114,120
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 503B","Mobile poll/Bureau itinérant",2,4,1,71,18,19,4,119,161
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 504","Mobile poll/Bureau itinérant",4,5,1,44,5,15,3,77,164
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 505","Mobile poll/Bureau itinérant",6,5,0,68,12,0,1,92,188
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 506","Mobile poll/Bureau itinérant",7,5,4,66,21,2,4,109,170
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 600","Dorval",66,65,0,325,149,35,1,641,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 601","Dorval",62,30,3,300,131,73,3,602,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 602","Montréal",77,36,1,382,162,134,5,797,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 603","Montréal",49,15,3,272,93,125,6,563,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 604","Montréal",25,10,2,172,64,101,2,376,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 605","Montréal",28,17,0,157,49,127,6,384,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 606","Montréal",26,15,0,110,39,60,7,257,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 607","Montréal",54,58,4,360,148,15,0,639,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 608","Montréal",41,51,0,177,62,22,3,356,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 609","Montréal",56,40,2,347,87,32,3,567,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine"," 610","Montréal",36,16,0,194,79,9,1,335,
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine",,Group 1/Groupe 1,12,13,2,49,23,25,5,129,218
24045,"Notre-Dame-de-Grâce--Lachine/Notre-Dame-de-Grâce--Lachine",,Group 2/Groupe 2,54,28,0,280,106,95,5,568,

