Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Laura Colella,Garnet Colly,Lucie Le Tourneau,Frank Monteleone,Massimo Pacetti,Farid Salem,Joseph Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 131","Saint-Léonard",25,1,29,3,89,14,0,4,165,326
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 132","Saint-Léonard",7,0,23,1,97,26,1,1,156,331
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 133","Saint-Léonard",25,0,31,5,100,12,0,2,175,302
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 134","Saint-Léonard",10,2,20,1,122,18,0,3,176,311
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 135","Saint-Léonard",16,1,30,2,111,15,1,4,180,325
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 136","Saint-Léonard",22,2,33,11,128,17,0,3,216,358
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 137","Saint-Léonard",16,0,22,7,96,12,0,2,155,303
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 138","Saint-Léonard",32,1,41,4,99,15,0,3,195,334
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 139","Saint-Léonard",21,0,28,5,131,24,1,6,216,404
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 140","Saint-Léonard",26,0,17,5,56,33,0,5,142,347
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 141","Saint-Léonard",27,1,17,3,78,42,0,2,170,383
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 142","Saint-Léonard",27,0,29,8,91,43,0,4,202,525
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 143","Saint-Léonard",32,1,37,9,154,47,1,3,284,523
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 144","Montréal",29,2,26,6,61,60,0,2,186,435
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 145","Montréal",24,1,28,7,65,49,2,3,179,368
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 146","Montréal",47,0,35,17,94,62,0,1,256,467
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 147","Montréal",36,0,38,9,65,67,0,3,218,420
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 148","Montréal",19,0,21,5,84,47,1,1,178,390
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 149","Montréal",13,0,23,0,75,26,3,4,144,377
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 150","Montréal",14,3,26,3,92,35,1,3,177,503
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 151","Montréal",23,1,26,5,76,43,0,3,177,453
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 152","Montréal",24,4,28,4,97,23,0,2,182,412
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 153","Montréal",27,0,27,2,97,38,2,10,203,461
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 154","Montréal",26,7,31,9,96,36,2,5,212,481
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 155","Montréal",20,1,21,1,62,21,0,2,128,269
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 156","Montréal",30,1,13,5,101,32,0,3,185,383
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 157","Montréal",20,0,19,2,111,16,1,0,169,364
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 158","Montréal",32,4,30,8,134,52,0,8,268,579
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 159","Montréal",8,1,16,3,88,30,0,2,148,379
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 160","Montréal",10,0,22,2,58,36,1,6,135,406
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 161","Montréal",18,0,32,6,62,21,1,5,145,350
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 162","Montréal",19,1,26,4,119,26,1,4,200,455
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 163","Montréal",20,3,44,5,121,26,0,9,228,491
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 164","Montréal",13,2,27,6,56,25,1,3,133,296
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 165","Montréal",24,3,33,3,146,10,0,3,222,452
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 166","Montréal",17,1,38,4,145,17,1,2,225,398
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 167","Montréal",24,2,27,7,122,29,0,0,211,376
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 168","Montréal",19,0,18,6,78,32,3,5,161,388
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 169","Montréal",17,5,23,5,107,19,0,0,176,403
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 170","Montréal",20,2,36,7,104,19,0,2,190,351
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 171","Montréal",17,2,18,5,91,14,1,3,151,382
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 172","Montréal",16,2,26,7,87,26,1,3,168,385
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 173","Montréal",19,1,20,6,108,37,3,4,198,461
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 174","Montréal",16,5,23,3,57,30,2,3,139,322
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 175","Montréal",21,1,21,1,85,34,0,2,165,333
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 176","Montréal",25,0,30,6,145,40,0,6,252,465
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 177","Montréal",10,3,15,6,84,23,1,2,144,365
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 178","Montréal",20,3,34,7,76,38,0,8,186,413
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 179","Montréal",12,1,17,4,109,15,1,0,159,315
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 180","Montréal",17,2,26,6,89,29,1,2,172,413
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 181","Montréal",11,1,26,6,94,20,0,6,164,396
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 182","Montréal",29,1,14,3,122,15,1,5,190,363
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 183","Montréal",21,2,31,0,145,10,1,2,212,385
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 184","Montréal",17,0,11,6,113,8,0,4,159,356
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 185","Montréal",29,1,41,3,123,27,0,5,229,399
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 186","Montréal",21,1,26,4,124,31,1,2,210,415
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 187","Montréal",16,0,16,5,136,13,1,3,190,337
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 188","Montréal",16,0,31,9,100,35,1,3,195,370
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 189","Montréal",21,2,24,2,130,36,1,1,217,417
24067,"Saint-Léonard--Saint-Michel/Saint-Léonard--Saint-Michel"," 190","Montréal",24,1,33,4,78,38,1,4,183,436
