Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Johanne Deschamps,David Dupras,Pierre Gfeller,Guy Joncas,Jacques Rigal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24030,Laurentides--Labelle/Laurentides--Labelle,189,Saint-Sauveur,56,31,52,31,8,0,178,318
24030,Laurentides--Labelle/Laurentides--Labelle,190,Saint-Sauveur,49,15,76,24,5,1,170,323
24030,Laurentides--Labelle/Laurentides--Labelle,191,Saint-Sauveur,72,23,44,34,5,3,181,382
24030,Laurentides--Labelle/Laurentides--Labelle,192,Saint-Sauveur,76,28,58,27,9,2,200,415
24030,Laurentides--Labelle/Laurentides--Labelle, 192-1,Saint-Sauveur,41,8,33,18,3,2,105,218
24030,Laurentides--Labelle/Laurentides--Labelle,193,Saint-Sauveur,94,30,61,39,7,0,231,457
24030,Laurentides--Labelle/Laurentides--Labelle,194,Saint-Sauveur,81,17,29,13,12,0,152,313
24030,Laurentides--Labelle/Laurentides--Labelle, 194-1,Saint-Sauveur,46,19,48,17,7,0,137,277
24030,Laurentides--Labelle/Laurentides--Labelle, 195A,Saint-Sauveur,62,12,32,20,1,2,129,266
24030,Laurentides--Labelle/Laurentides--Labelle, 195B,Saint-Sauveur,61,11,41,19,6,4,142,303
24030,Laurentides--Labelle/Laurentides--Labelle,196,Piedmont,72,27,41,29,5,2,176,331
24030,Laurentides--Labelle/Laurentides--Labelle, 196-1,Piedmont,74,37,82,24,10,0,227,390
24030,Laurentides--Labelle/Laurentides--Labelle,197,Piedmont,79,24,83,27,5,1,219,370
24030,Laurentides--Labelle/Laurentides--Labelle,198,Piedmont,54,21,45,23,6,0,149,323
24030,Laurentides--Labelle/Laurentides--Labelle,199,Piedmont,59,19,52,32,5,0,167,344
24030,Laurentides--Labelle/Laurentides--Labelle, 199-1,Piedmont,74,32,62,37,5,0,210,403
24030,Laurentides--Labelle/Laurentides--Labelle, 200A,Sainte-Anne-des-Lacs,46,22,28,23,4,0,123,224
24030,Laurentides--Labelle/Laurentides--Labelle, 200B,Sainte-Anne-des-Lacs,57,17,32,22,3,0,131,265
24030,Laurentides--Labelle/Laurentides--Labelle,201,Sainte-Anne-des-Lacs,76,17,23,35,4,1,156,286
24030,Laurentides--Labelle/Laurentides--Labelle,202,Sainte-Anne-des-Lacs,69,18,37,24,10,1,159,310
24030,Laurentides--Labelle/Laurentides--Labelle, 203A,Sainte-Anne-des-Lacs,71,20,31,19,9,1,151,266
24030,Laurentides--Labelle/Laurentides--Labelle, 203B,Sainte-Anne-des-Lacs,68,24,26,17,7,0,142,254
24030,Laurentides--Labelle/Laurentides--Labelle, 204A,Sainte-Anne-des-Lacs,64,27,48,8,10,1,158,290
24030,Laurentides--Labelle/Laurentides--Labelle, 204B,Sainte-Anne-des-Lacs,76,23,40,18,7,2,166,279
24030,Laurentides--Labelle/Laurentides--Labelle,205,Sainte-Anne-des-Lacs,88,39,40,37,6,0,210,364
24030,Laurentides--Labelle/Laurentides--Labelle,500,Mobile poll/Bureau itinérant,Electors voted by special ballot in Group 2/Les électeurs ont voté par bulletin spécial dans le Groupe 2,,,,,,,32
24030,Laurentides--Labelle/Laurentides--Labelle,501,Mobile poll/Bureau itinérant,Electors voted by special ballot in Group 2/Les électeurs ont voté par bulletin spécial dans le Groupe 2,,,,,,,60
24030,Laurentides--Labelle/Laurentides--Labelle,502,Mobile poll/Bureau itinérant,5,1,14,1,2,0,23,36
24030,Laurentides--Labelle/Laurentides--Labelle,503,Mobile poll/Bureau itinérant,29,2,27,7,4,3,72,99
24030,Laurentides--Labelle/Laurentides--Labelle,504,Mobile poll/Bureau itinérant,Void/Supprimé,,,,,,,
24030,Laurentides--Labelle/Laurentides--Labelle,505,Mobile poll/Bureau itinérant,18,2,24,8,0,2,54,97
24030,Laurentides--Labelle/Laurentides--Labelle,506,Mobile poll/Bureau itinérant,31,3,9,4,0,0,47,74
24030,Laurentides--Labelle/Laurentides--Labelle,507,Mobile poll/Bureau itinérant,19,1,4,1,2,0,27,34
24030,Laurentides--Labelle/Laurentides--Labelle,508,Mobile poll/Bureau itinérant,33,3,21,6,0,1,64,34
24030,Laurentides--Labelle/Laurentides--Labelle,509,Mobile poll/Bureau itinérant,18,1,3,4,0,1,27,37
24030,Laurentides--Labelle/Laurentides--Labelle,600,Ferme-Neuve,170,10,49,37,4,3,273
24030,Laurentides--Labelle/Laurentides--Labelle,601,Des Ruisseaux,191,21,84,47,2,1,346
24030,Laurentides--Labelle/Laurentides--Labelle,602,Mont-Laurier,120,8,73,22,6,0,229
24030,Laurentides--Labelle/Laurentides--Labelle,603,Mont-Laurier,136,15,110,40,4,3,308
24030,Laurentides--Labelle/Laurentides--Labelle,604,Notre-Dame-du-Laus,79,8,38,21,1,4,151
24030,Laurentides--Labelle/Laurentides--Labelle,605,Lac-des-Écorces,121,13,76,37,9,1,257
24030,Laurentides--Labelle/Laurentides--Labelle,606,Rivière-Rouge--L'Ascension,129,8,93,34,5,3,272
24030,Laurentides--Labelle/Laurentides--Labelle,607,L'Annonciation,200,13,177,52,9,4,455
24030,Laurentides--Labelle/Laurentides--Labelle,608,Labelle,144,15,75,45,5,3,287
24030,Laurentides--Labelle/Laurentides--Labelle,609,Mont-Tremblant,145,10,109,42,10,1,317
24030,Laurentides--Labelle/Laurentides--Labelle,610,Saint-Jovite,177,31,110,62,12,2,394
24030,Laurentides--Labelle/Laurentides--Labelle,611,Huberdeau,85,16,38,24,7,0,170
24030,Laurentides--Labelle/Laurentides--Labelle,612,Saint-Faustin-Lac-Carré--Lac-Supérieur,200,24,75,60,10,2,371
24030,Laurentides--Labelle/Laurentides--Labelle,613,Sainte-Agathe-des-Monts,131,17,60,40,12,4,264
24030,Laurentides--Labelle/Laurentides--Labelle,614,Sainte-Agathe-des-Monts,202,17,146,75,24,1,465
24030,Laurentides--Labelle/Laurentides--Labelle,615,Sainte-Agathe-des-Monts,260,28,137,66,19,2,512
24030,Laurentides--Labelle/Laurentides--Labelle,616,Val-David,164,21,63,52,16,3,319,
24030,Laurentides--Labelle/Laurentides--Labelle,617,Val-Morin,119,19,31,58,13,2,242,
24030,Laurentides--Labelle/Laurentides--Labelle,618,Sainte-Marguerite,115,9,72,53,13,4,266,
24030,Laurentides--Labelle/Laurentides--Labelle,619,Mont-Rolland,105,18,54,57,14,2,250,
24030,Laurentides--Labelle/Laurentides--Labelle,620,Sainte-Adèle,132,17,92,73,10,0,324,
24030,Laurentides--Labelle/Laurentides--Labelle,621,Sainte-Adèle,171,26,103,108,13,2,423,
24030,Laurentides--Labelle/Laurentides--Labelle,622,Saint-Sauveur,111,28,126,109,9,1,384,
24030,Laurentides--Labelle/Laurentides--Labelle,623,Saint-Sauveur,119,19,110,68,11,2,329,
24030,Laurentides--Labelle/Laurentides--Labelle,624,Saint-Sauveur,139,30,85,38,10,3,305,
24030,Laurentides--Labelle/Laurentides--Labelle,625,Piedmont,85,33,69,77,7,3,274,
24030,Laurentides--Labelle/Laurentides--Labelle,626,Sainte-Anne-des-Lacs,144,21,86,76,15,1,343,
24030,Laurentides--Labelle/Laurentides--Labelle,,Group 1/Groupe 1,51,8,19,31,6,4,119,195
24030,Laurentides--Labelle/Laurentides--Labelle,,Group 2/Groupe 2,617,87,403,238,29,22,1396,

