Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Bédard,Denis Courteau,Anne-Marie Day,Denise Legros,Daniel Petit,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 178","Charlesbourg",10,53,20,18,57,0,158,400
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 179","Charlesbourg",3,64,22,41,91,0,221,391
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 180","Charlesbourg",3,86,28,108,167,8,400,655
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 181","Charlesbourg",6,85,37,73,131,2,334,652
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 182","Charlesbourg",7,62,33,27,101,2,232,514
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 183","Charlesbourg",7,37,16,23,57,3,143,356
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 184","Charlesbourg",6,65,43,18,51,4,187,462
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 185","Charlesbourg",7,44,26,16,62,2,157,375
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 186","Charlesbourg",4,62,29,16,60,3,174,429
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 400","Charlesbourg",5,19,7,43,40,1,115,176
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 500","Mobile poll/Bureau itinérant",2,14,5,22,16,5,64,153
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 501","Mobile poll/Bureau itinérant",6,27,8,42,50,8,141,224
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 502","Mobile poll/Bureau itinérant",2,13,7,24,34,2,82,162
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 503","Mobile poll/Bureau itinérant",8,17,10,37,44,5,121,255
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 600","Lac-Saint-Charles",5,129,28,58,219,6,445,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 601","Lac-Saint-Charles",9,81,26,32,198,3,349,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 602","Charlesbourg",6,67,19,33,109,2,236,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 603","Saint-Émile",6,123,56,72,275,8,540,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 604","Saint-Émile",6,82,34,38,230,9,399,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 605","Charlesbourg",9,147,43,58,278,8,543,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 606","Charlesbourg",9,132,35,43,206,4,429,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 607","Charlesbourg",8,182,57,48,217,6,518,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 608","Charlesbourg",5,123,33,83,221,2,467,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 609","Charlesbourg",4,201,40,95,351,7,698,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 610","Charlesbourg",7,150,29,79,228,5,498,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 611","Charlesbourg",11,172,30,98,269,9,589,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 612","Charlesbourg",3,129,25,68,170,3,398,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 613","Charlesbourg",11,174,45,73,253,5,561,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 614","Charlesbourg",6,142,28,78,239,1,494,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 615","Charlesbourg",11,122,36,87,248,6,510,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 616","Charlesbourg",8,126,17,87,188,5,431,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles",,Group 1/Groupe 1,14,48,10,23,145,6,246,632
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles",,Group 2/Groupe 2,17,277,74,124,439,17,948,

