Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Patrick Berthiaume,Bernard Bigras,Alexandre Boulerice,Sylvie Boulianne,Stéphane Chénier,Michel Dugré,Vincent Larochelle,Marjorie Théodore,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 176A","Montréal",1,75,32,4,0,0,8,13,2,135,259
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 176B","Montréal",3,65,27,8,1,1,14,19,1,139,275
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 177","Montréal",1,109,48,7,3,0,12,47,0,227,402
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 178","Montréal",1,132,43,14,2,0,14,24,1,231,398
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 179","Montréal",2,140,49,14,10,0,0,40,6,261,444
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 180A","Montréal",0,71,25,3,1,1,5,25,1,132,241
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 180B","Montréal",2,56,23,10,0,0,4,28,3,126,277
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 181","Montréal",4,119,45,10,0,1,10,37,2,228,401
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 182","Montréal",1,87,38,14,1,1,13,26,1,182,397
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 183A","Montréal",1,66,24,10,0,0,7,20,0,128,211
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 183B","Montréal",0,81,31,12,0,0,8,23,0,155,281
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 184","Montréal",3,83,27,26,1,1,8,32,7,188,320
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 185","Montréal",2,68,23,7,0,1,11,34,1,147,279
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 186","Montréal",0,85,36,13,0,0,4,32,5,175,289
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 187","Montréal",1,106,48,2,1,1,17,30,1,207,310
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 188","Montréal",0,115,42,13,1,0,13,19,2,205,318
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 189","Montréal",0,116,60,7,1,0,8,41,1,234,378
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 190","Montréal",1,92,37,10,0,1,11,47,3,202,383
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 191","Montréal",2,114,41,23,1,0,11,51,7,250,432
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 192","Montréal",1,118,47,9,1,1,10,37,1,225,378
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 193A","Montréal",0,72,25,6,0,0,9,37,1,150,261
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 193B","Montréal",1,64,32,8,2,0,7,28,3,145,232
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 194","Montréal",1,125,66,16,2,0,18,56,2,286,460
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 195A","Montréal",0,57,31,10,2,1,15,34,3,153,250
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 195B","Montréal",0,56,27,6,0,0,15,37,0,141,239
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 196A","Montréal",1,54,41,12,1,0,12,34,2,157,256
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 196B","Montréal",1,42,19,14,0,0,9,51,0,136,275
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 197A","Montréal",0,47,29,12,2,0,14,43,2,149,240
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 197B","Montréal",1,47,23,15,0,0,11,65,1,163,288
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 198A","Montréal",0,34,20,13,1,0,12,53,1,134,247
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 198B","Montréal",0,49,30,4,1,0,10,52,2,148,249
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 199A","Montréal",4,55,31,11,0,0,10,34,2,147,250
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 199B","Montréal",2,45,17,13,1,0,9,54,2,143,259
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 200A","Montréal",0,58,40,6,1,1,9,35,0,150,253
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 200B","Montréal",1,70,34,2,0,0,14,20,1,142,239
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 201A","Montréal",2,56,20,2,0,0,15,29,4,128,231
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 201B","Montréal",0,74,22,4,0,0,9,28,0,137,233
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 202A","Montréal",1,69,29,4,0,1,11,10,0,125,241
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 202B","Montréal",1,58,24,9,0,0,9,18,1,120,233
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 203A","Montréal",1,62,34,8,0,0,7,34,3,149,281
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 203B","Montréal",1,77,25,4,0,0,11,17,1,136,259
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 204A","Montréal",5,30,24,12,2,0,2,35,2,112,240
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 204B","Montréal",0,29,21,9,0,0,4,34,2,99,229
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 205","Montréal",1,104,31,4,0,3,17,37,3,200,397
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 400","Montréal",5,93,22,44,2,0,3,85,9,263,317
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 500","Mobile poll/Bureau itinérant",2,11,5,19,1,2,2,36,3,81,132
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 501","Mobile poll/Bureau itinérant",5,14,4,10,1,1,2,19,2,58,111
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 502","Mobile poll/Bureau itinérant",5,38,2,13,0,1,2,30,7,98,177
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 503","Mobile poll/Bureau itinérant",2,18,6,14,3,1,2,16,3,65,115
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 504","Mobile poll/Bureau itinérant",0,27,3,4,2,0,0,21,3,60,201
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 600","Montréal",1,178,20,52,1,2,14,108,5,381,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 601","Montréal",0,107,7,19,0,0,9,39,2,183,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 602","Montréal",2,168,26,18,1,0,6,35,4,260,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 603","Montréal",4,107,13,13,0,0,9,30,1,177,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 604","Montréal",2,95,14,16,0,0,7,23,3,160,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 605","Montréal",0,92,21,5,0,0,7,23,0,148,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 606","Montréal",0,146,29,37,3,0,3,56,6,280,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 607","Montréal",1,184,51,39,0,0,10,42,5,332,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 608","Montréal",1,192,41,41,0,0,12,50,3,340,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 609","Montréal",1,258,56,47,0,1,15,91,2,471,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 610","Montréal",1,99,19,15,0,0,6,27,0,167,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 611","Montréal",1,118,20,13,1,0,7,29,1,190,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 612","Montréal",0,191,33,27,0,0,13,43,6,313,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 613","Montréal",1,168,28,12,0,0,11,36,0,256,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 614","Montréal",1,108,20,18,0,0,4,28,2,181,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 615","Montréal",2,146,27,21,0,0,14,48,1,259,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 616","Montréal",0,174,27,26,0,0,12,34,1,274,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 617","Montréal",2,233,35,33,0,1,15,47,1,367,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 618","Montréal",1,193,41,36,0,0,9,60,13,353,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie"," 619","Montréal",0,138,38,23,1,1,22,72,2,297,
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie",,Group 1/Groupe 1,0,48,13,24,1,0,4,32,4,126,193
24061,"Rosemont--La Petite-Patrie/Rosemont--La Petite-Patrie",,Group 2/Groupe 2,7,427,113,47,1,2,38,142,12,789,

