Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Russ Christianson,Paul Macklin,Rick Norlock,Ralph Torrie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 501","Mobile poll/Bureau itinérant",6,19,35,5,1,66,101
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 502","Mobile poll/Bureau itinérant",12,50,35,6,2,105,146
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 503","Mobile poll/Bureau itinérant",3,25,22,2,1,53,79
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 504","Mobile poll/Bureau itinérant",10,32,25,2,1,70,146
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 505","Mobile poll/Bureau itinérant",7,39,37,5,2,90,122
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 506","Mobile poll/Bureau itinérant",11,28,22,0,0,61,97
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 507","Mobile poll/Bureau itinérant",19,55,61,3,3,141,200
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 600","Port Hope",50,253,338,48,0,689,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 601","Port Hope",50,111,132,20,0,313,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 602","Cobourg",65,168,299,42,2,576,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 603","Cobourg",59,235,277,46,0,617,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 604","Cobourg",47,275,339,39,0,700,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 605","Centreton",42,150,298,40,0,530,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 606","Alderville First Nation",2,5,16,2,0,25,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 607","Campbellford",131,235,618,74,4,1062,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 608","Brighton",37,154,251,26,0,468,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 609","Brighton",50,226,459,39,1,775,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 610","Trenton",60,217,337,40,3,657,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 611","Trenton",30,69,169,15,2,285,
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 612","Trenton",72,197,460,38,2,769,
35058,"Northumberland--Quinte West/Northumberland--Quinte West",,Group 1/Groupe 1,14,66,218,24,6,328,1037
35058,"Northumberland--Quinte West/Northumberland--Quinte West",,Group 2/Groupe 2,57,228,281,49,12,627,

