Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Braid,Mark Corbiere,Jason Cousineau,Kyle James Huntingdon,Cindy Jacobsen,Cathy MacLellan,Ramon Portillo,Andrew Telegdi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 197","Kitchener",99,2,1,0,58,27,0,49,3,239,452
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 198","Kitchener",87,1,1,0,54,23,0,36,2,204,389
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 199","Kitchener",35,2,1,1,19,12,0,34,0,104,322
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 200","Kitchener",49,0,1,0,26,22,1,39,0,138,287
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 201","Kitchener",71,0,0,2,52,38,0,70,1,234,359
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 202","Kitchener",59,0,0,0,56,30,2,59,1,207,384
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 203","Kitchener",53,0,1,0,37,10,0,36,0,137,368
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 204","Kitchener",48,0,0,0,30,16,0,45,1,140,300
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 205","Kitchener",77,1,1,0,53,28,0,64,2,226,381
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 206","Kitchener",68,0,0,2,33,20,0,45,1,169,312
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 207","Kitchener",65,3,2,0,50,28,1,56,0,205,381
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 208","Kitchener",53,1,1,1,73,31,1,63,0,224,413
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 209","Kitchener",45,0,3,0,36,20,0,40,3,147,354
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 210","Kitchener",45,0,2,3,54,27,0,51,1,183,357
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 211","Kitchener",45,0,1,2,45,41,2,52,0,188,347
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 212","Kitchener",68,1,3,0,36,16,0,53,0,177,348
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 213","Kitchener",48,0,2,0,55,35,0,39,1,180,363
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 214","Kitchener",52,2,0,1,51,21,1,31,2,161,347
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 400","Waterloo",46,0,3,0,32,26,0,76,0,183,412
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 401","Kitchener",36,1,4,1,25,14,1,55,4,141,267
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 402","Kitchener",90,1,2,0,19,20,0,86,0,218,315
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 403","Kitchener",80,2,3,1,30,10,1,86,3,216,287
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 404","Waterloo",36,0,0,0,6,2,0,53,3,100,139
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 500","Mobile poll/Bureau itinérant",74,2,1,0,18,9,1,81,0,186,267
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 501","Mobile poll/Bureau itinérant",40,0,1,2,9,9,0,31,4,96,210
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 502","Mobile poll/Bureau itinérant",44,0,1,0,19,11,1,59,0,135,232
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 503","Mobile poll/Bureau itinérant",23,1,3,2,12,14,0,45,3,103,128
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 600","Waterloo",243,0,0,0,48,43,0,145,0,479,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 601","Waterloo",146,1,1,2,55,43,0,159,3,410,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 602","Waterloo",309,3,1,0,29,46,0,264,3,655,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 603","Kitchener",165,0,2,0,28,25,0,113,0,333,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 604","Kitchener",85,0,1,2,43,36,0,77,1,245,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 605","Kitchener--Waterloo",210,0,1,0,56,70,0,263,0,600,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 606","Waterloo",109,1,0,0,29,28,1,102,2,272,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 607","Waterloo",243,2,1,0,71,58,1,170,2,548,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 608","Waterloo",229,3,0,0,52,38,0,191,0,513,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 609","Waterloo",247,1,0,0,47,43,1,156,1,496,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 610","Waterloo",230,1,0,0,78,67,0,224,1,601,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 611","Kitchener--Waterloo",197,2,0,1,78,43,0,120,0,441,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 612","Waterloo",32,0,1,0,29,26,1,40,0,129,
35039,"Kitchener--Waterloo/Kitchener--Waterloo",,Group 1/Groupe 1,54,0,0,0,4,9,0,27,6,100,217
35039,"Kitchener--Waterloo/Kitchener--Waterloo",,Group 2/Groupe 2,268,0,4,0,75,68,0,321,1,737,

