Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rona Ambrose,Chris Austin,Barb Phillips,Wendy Walker,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 178","Edmonton",56,26,34,22,0,138,350
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 179","Edmonton",136,54,23,21,0,234,424
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 180","Edmonton",116,25,11,18,0,170,325
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 181","Edmonton",151,79,26,29,1,286,389
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 182","Edmonton",104,42,35,12,1,194,362
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 183","Edmonton",49,29,30,14,0,122,352
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 184","Edmonton",125,45,31,24,0,225,353
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 185","Edmonton",145,46,35,36,0,262,376
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 186","Edmonton",143,61,16,20,0,240,372
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 187","Edmonton",146,42,14,32,0,234,329
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 188","Edmonton",145,45,16,35,0,241,398
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 189","Edmonton",189,34,37,35,0,295,471
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 190","Edmonton",193,56,21,26,0,296,540
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 191","Edmonton",155,50,31,14,0,250,436
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 192","Edmonton",119,23,6,3,0,151,259
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 193","Edmonton",104,35,4,8,0,151,274
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 194","Edmonton",189,53,11,19,0,272,490
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 400","Edmonton",62,15,18,2,1,98,147
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 401","Edmonton",92,13,17,6,2,130,212
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 500","Mobile poll/Bureau itinérant",82,7,6,2,0,97,123
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 501","Mobile poll/Bureau itinérant",55,14,12,2,0,83,136
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 502","Mobile poll/Bureau itinérant",70,5,5,4,0,84,120
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 600","Parkland County",294,17,21,19,1,352,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 601","Stony Plain",343,18,35,22,1,419,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 602","Spruce Grove",343,30,41,34,0,448,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 603","Spruce Grove--Parkland County",263,21,19,21,0,324,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 604","Parkland County--Stony Plain 135",294,14,25,20,0,353,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 605","Edmonton",55,7,5,5,0,72,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 606","Edmonton",385,50,47,41,1,524,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 607","Edmonton",220,55,46,17,1,339,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 608","Edmonton",220,45,48,23,2,338,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 609","Edmonton",448,87,48,28,0,611,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 610","Edmonton",324,91,81,31,1,528,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 611","Edmonton",242,64,32,40,0,378,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove",,Group 1/Groupe 1,67,47,17,6,4,141,227
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove",,Group 2/Groupe 2,459,96,73,45,13,686,

