Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carlos Santos Almeida,Chester Brown,Olivia Chow,Val Illie,Christine Innes,Stephen La Frenie,Christine McGirr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35095,"Trinity--Spadina/Trinity--Spadina"," 432-1","Toronto",0,1,79,0,72,14,51,0,217,422
35095,"Trinity--Spadina/Trinity--Spadina"," 433","Toronto",0,0,59,2,70,8,107,0,246,430
35095,"Trinity--Spadina/Trinity--Spadina"," 434A","Toronto",1,2,49,1,74,13,59,2,201,322
35095,"Trinity--Spadina/Trinity--Spadina"," 434B","Toronto",0,2,45,0,58,11,58,0,174,279
35095,"Trinity--Spadina/Trinity--Spadina"," 435","Toronto",0,0,52,0,82,9,68,2,213,353
35095,"Trinity--Spadina/Trinity--Spadina"," 436","Toronto",0,4,54,0,91,14,47,2,212,362
35095,"Trinity--Spadina/Trinity--Spadina"," 436-1","Toronto",1,3,84,1,100,20,84,0,293,504
35095,"Trinity--Spadina/Trinity--Spadina"," 437","Toronto",0,1,35,0,56,15,40,0,147,229
35095,"Trinity--Spadina/Trinity--Spadina"," 437-1","Toronto",0,0,72,0,105,30,86,0,293,509
35095,"Trinity--Spadina/Trinity--Spadina"," 437-2","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 438","Toronto",0,2,65,1,96,17,75,1,257,418
35095,"Trinity--Spadina/Trinity--Spadina"," 439","Toronto",0,4,37,0,53,18,34,1,147,250
35095,"Trinity--Spadina/Trinity--Spadina"," 440","Toronto",1,7,86,1,78,17,60,0,250,396
35095,"Trinity--Spadina/Trinity--Spadina"," 441","Toronto",0,2,26,0,42,13,20,0,103,156
35095,"Trinity--Spadina/Trinity--Spadina"," 442","Toronto",0,1,57,0,78,17,55,1,209,327
35095,"Trinity--Spadina/Trinity--Spadina"," 443","Toronto",0,1,16,0,15,1,9,4,46,64
35095,"Trinity--Spadina/Trinity--Spadina"," 444","Toronto",0,1,33,1,59,12,15,0,121,201
35095,"Trinity--Spadina/Trinity--Spadina"," 445","Toronto",0,2,21,0,31,3,8,0,65,119
35095,"Trinity--Spadina/Trinity--Spadina"," 446","Toronto",0,1,38,0,80,10,54,1,184,298
35095,"Trinity--Spadina/Trinity--Spadina"," 446-1","Toronto",1,2,90,0,91,10,73,1,268,503
35095,"Trinity--Spadina/Trinity--Spadina"," 446-2","Toronto",0,0,41,0,44,12,23,0,120,200
35095,"Trinity--Spadina/Trinity--Spadina"," 447","Toronto",0,0,47,1,40,19,32,1,140,179
35095,"Trinity--Spadina/Trinity--Spadina"," 448","Toronto",0,0,20,3,40,2,23,0,88,128
35095,"Trinity--Spadina/Trinity--Spadina"," 448-1","Toronto",0,0,29,1,56,7,29,0,122,174
35095,"Trinity--Spadina/Trinity--Spadina"," 448-2","Toronto",0,1,35,1,35,6,15,0,93,189
35095,"Trinity--Spadina/Trinity--Spadina"," 449","Toronto",2,6,47,1,60,1,11,1,129,194
35095,"Trinity--Spadina/Trinity--Spadina"," 450","Toronto",0,3,43,1,47,19,18,1,132,232
35095,"Trinity--Spadina/Trinity--Spadina"," 451","Toronto",0,1,24,0,45,4,15,0,89,150
35095,"Trinity--Spadina/Trinity--Spadina"," 452","Toronto",0,0,29,0,28,5,12,0,74,134
35095,"Trinity--Spadina/Trinity--Spadina"," 453","Toronto",0,0,34,0,39,11,12,0,96,167
35095,"Trinity--Spadina/Trinity--Spadina"," 454","Toronto",0,0,31,0,14,4,10,0,59,161
35095,"Trinity--Spadina/Trinity--Spadina"," 455","Toronto",1,1,66,2,39,8,5,1,123,206
35095,"Trinity--Spadina/Trinity--Spadina"," 456","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 457","Toronto",0,2,38,0,52,13,32,3,140,207
35095,"Trinity--Spadina/Trinity--Spadina"," 458","Toronto",0,0,22,0,23,7,11,0,63,89
35095,"Trinity--Spadina/Trinity--Spadina"," 458-1","Toronto",0,0,31,0,43,8,24,1,107,146
35095,"Trinity--Spadina/Trinity--Spadina"," 459","Toronto",0,2,52,0,97,16,45,1,213,328
35095,"Trinity--Spadina/Trinity--Spadina"," 459-1","Toronto",0,0,19,0,16,6,9,0,50,89
35095,"Trinity--Spadina/Trinity--Spadina"," 459-2","Toronto",1,0,44,0,61,17,42,1,166,248
35095,"Trinity--Spadina/Trinity--Spadina"," 460","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 460-1","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 461","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 461-1","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 462","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 463","Toronto",0,0,22,0,27,5,25,0,79,133
35095,"Trinity--Spadina/Trinity--Spadina"," 464","Toronto",0,1,68,0,62,19,44,1,195,263
35095,"Trinity--Spadina/Trinity--Spadina"," 464-1","Toronto",0,1,89,0,77,22,44,1,234,353
35095,"Trinity--Spadina/Trinity--Spadina"," 465","Toronto",Merged with No. 154/Fusionné avec le nº 154,,,,,,,,,102
35095,"Trinity--Spadina/Trinity--Spadina"," 465-1","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 466","Toronto",1,1,34,0,59,14,36,2,147,198
35095,"Trinity--Spadina/Trinity--Spadina"," 467","Toronto",0,0,95,1,68,28,52,1,245,351
35095,"Trinity--Spadina/Trinity--Spadina"," 468","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 469","Toronto",0,0,43,0,52,14,24,0,133,169
35095,"Trinity--Spadina/Trinity--Spadina"," 470","Toronto",0,0,48,0,50,18,38,1,155,215
35095,"Trinity--Spadina/Trinity--Spadina"," 471","Toronto",Merged with No. 174/Fusionné avec le nº 174,,,,,,,,,29
35095,"Trinity--Spadina/Trinity--Spadina"," 472","Toronto",0,1,19,0,30,4,29,2,85,151
35095,"Trinity--Spadina/Trinity--Spadina"," 473","Toronto",1,1,59,0,41,18,28,2,150,184
35095,"Trinity--Spadina/Trinity--Spadina"," 474","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 475","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 476","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 477","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 478","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 479","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 480","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 481","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 481-1","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 482","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 483","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 484","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 485","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 486","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 487","Toronto",0,3,57,0,42,23,30,0,155,279
35095,"Trinity--Spadina/Trinity--Spadina"," 488","Toronto",1,0,19,1,15,3,8,0,47,102
35095,"Trinity--Spadina/Trinity--Spadina"," 488-1","Toronto",0,0,18,1,9,1,5,0,34,72
35095,"Trinity--Spadina/Trinity--Spadina"," 489","Toronto",0,2,63,0,43,16,53,1,178,294
35095,"Trinity--Spadina/Trinity--Spadina"," 500","Mobile poll/Bureau itinérant",1,0,14,2,9,2,5,0,33,57
35095,"Trinity--Spadina/Trinity--Spadina"," 501","Mobile poll/Bureau itinérant",1,3,26,1,14,3,8,3,59,101
35095,"Trinity--Spadina/Trinity--Spadina"," 502","Mobile poll/Bureau itinérant",1,3,22,2,44,1,7,0,80,180
35095,"Trinity--Spadina/Trinity--Spadina"," 503","Mobile poll/Bureau itinérant",0,2,33,1,27,0,17,2,82,144
35095,"Trinity--Spadina/Trinity--Spadina"," 600","Toronto",2,1,333,1,173,50,28,0,588,
35095,"Trinity--Spadina/Trinity--Spadina"," 601","Toronto",1,1,369,0,251,65,56,2,745,
35095,"Trinity--Spadina/Trinity--Spadina"," 602","Toronto",1,2,204,0,193,34,103,0,537,
35095,"Trinity--Spadina/Trinity--Spadina"," 603","Toronto",1,1,231,0,123,34,20,2,412,
35095,"Trinity--Spadina/Trinity--Spadina"," 604","Toronto",1,3,269,0,142,39,24,0,478,
35095,"Trinity--Spadina/Trinity--Spadina"," 605","Toronto",0,0,157,1,62,30,10,0,260,
35095,"Trinity--Spadina/Trinity--Spadina"," 606","Toronto",0,4,223,1,162,37,59,0,486,
35095,"Trinity--Spadina/Trinity--Spadina"," 607","Toronto",0,0,157,0,94,30,33,0,314,
35095,"Trinity--Spadina/Trinity--Spadina"," 608","Toronto",0,1,116,0,59,17,17,1,211,
35095,"Trinity--Spadina/Trinity--Spadina"," 609","Toronto",0,2,98,1,78,12,42,2,235,
35095,"Trinity--Spadina/Trinity--Spadina"," 610","Toronto",0,1,78,0,74,21,50,0,224,
35095,"Trinity--Spadina/Trinity--Spadina"," 611","Toronto",0,0,108,0,50,6,17,0,181,
35095,"Trinity--Spadina/Trinity--Spadina"," 612","Toronto",0,0,44,0,32,7,24,0,107,
35095,"Trinity--Spadina/Trinity--Spadina"," 613","Toronto",0,0,22,0,11,3,12,0,48,
35095,"Trinity--Spadina/Trinity--Spadina"," 614","Toronto",0,1,92,0,87,18,88,0,286,
35095,"Trinity--Spadina/Trinity--Spadina",,Group 1/Groupe 1,0,2,88,0,54,13,30,5,192,281
35095,"Trinity--Spadina/Trinity--Spadina",,Group 2/Groupe 2,6,14,350,0,216,53,78,18,735,

