Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dick Hibma,Joel Kidd,Jill McIllwraith,Larry Miller,Thom Noble,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 606","Owen Sound",180,5,43,286,71,0,585,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 607","Meaford",141,3,41,383,99,2,669,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 608","Tara",39,6,19,176,42,1,283,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 609","Chesley",43,3,24,199,60,0,329,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 610","Chatsworth",99,3,48,278,53,0,481,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 611","Hanover",51,11,54,262,128,4,510,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 612","Durham",72,8,56,355,81,6,578,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 613","Flesherton",86,7,43,287,89,0,512,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 614","Ayton",42,8,21,160,51,1,283,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 615","Dundalk",30,5,36,147,31,1,250,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 616","Owen Sound",179,3,16,182,65,2,447,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound",,Group 1/Groupe 1,21,1,7,73,20,5,127,228
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound",,Group 2/Groupe 2,300,3,72,499,166,14,1054,

