Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Donovan Grube Cavers,Michael Crawford,Cathy McLeod,Ken Sommerfeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 143A,Kamloops ,13,67,60,22,0,162,279
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 143B,Kamloops ,10,64,72,33,0,179,277
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,144,Kamloops ,16,63,124,23,0,226,495
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 145A,Kamloops ,7,50,118,30,0,205,349
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 145B,Kamloops ,9,78,111,21,0,219,352
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 146A,Lac Le Jeune,14,43,91,16,0,164,285
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 146B,Lac Le Jeune,11,36,100,10,0,157,249
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,147,Kamloops ,29,89,100,19,0,237,435
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,148,Kamloops ,25,95,73,24,0,217,412
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,149,Kamloops ,26,85,140,16,0,267,469
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 150A,Kamloops ,9,57,76,13,0,155,274
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 150B,Kamloops ,11,51,79,14,1,156,284
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,151,Kamloops ,17,91,157,22,0,287,443
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 152A,Kamloops ,10,56,92,25,0,183,303
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 152B,Kamloops ,11,41,74,19,0,145,259
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 153A,Kamloops ,8,44,87,21,0,160,281
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 153B,Kamloops ,8,33,73,21,0,135,242
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 153-1,Kamloops ,12,68,92,28,0,200,330
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 154A,Kamloops ,13,47,70,19,0,149,246
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 154B,Kamloops ,7,35,78,17,0,137,264
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 155A,Kamloops ,10,68,100,11,0,189,276
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 155B,Kamloops ,9,61,115,17,2,204,306
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 156A,Kamloops ,10,60,77,20,0,167,306
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 156B,Kamloops ,14,76,82,13,0,185,312
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,157,Kamloops ,12,86,157,15,0,270,477
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 158A,Kamloops ,16,42,64,5,2,129,252
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 158B,Kamloops ,13,55,57,14,0,139,284
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,159,Kamloops ,35,83,131,18,1,268,476
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,160,Kamloops ,15,61,91,17,0,184,328
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,161,Kamloops ,15,74,118,24,0,231,382
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,162,Kamloops ,20,78,135,26,0,259,470
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,163,Kamloops ,31,66,95,16,0,208,408
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 164A,Kamloops ,13,70,93,14,1,191,387
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 164B,Kamloops ,15,62,102,9,0,188,408
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 164-1,Thompson-Nicola L,15,37,110,22,0,184,297
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,165,Kamloops,10,59,183,17,0,269,469
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 166A,Pritchard ,13,86,137,12,0,248,472
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 166B,Pritchard ,24,70,139,14,2,249,473
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,167,Kamloops ,9,48,169,26,1,253,460
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,168,Monte Lake,33,57,149,22,1,262,419
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,500,Mobile poll/Bureau itinérant,1,5,9,2,1,18,24
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,501,Mobile poll/Bureau itinérant,Electors voted by special ballot in Group 2/Les électeurs ont voté par bulletin spécial dans le Groupe 2,,,,,,37
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,502,Mobile poll/Bureau itinérant,10,43,29,9,0,91,246
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,503,Mobile poll/Bureau itinérant,7,40,40,22,1,110,163
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,504,Mobile poll/Bureau itinérant,6,28,20,6,0,60,181
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,505,Mobile poll/Bureau itinérant,7,37,39,14,0,97,94
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,600,Valemount ,15,38,81,9,0,143,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,601,Blue River--Clearwater,23,97,150,18,0,288,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,602,Lac la Hache--108 Mile Ranch,21,79,194,22,1,317,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,603,One Hundred Mile House,9,88,200,12,0,309,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,604,70 Mile House--Clinton,6,25,48,9,0,88,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,605,Barrière--McLure,16,59,128,18,0,221,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,606,Kamloops ,20,73,116,39,0,248,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,607,Kamloops ,32,142,219,51,0,444,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,608,Kamloops ,17,195,242,38,0,492,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,609,Kamloops ,20,142,169,33,0,364,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,610,Kamloops ,25,174,170,47,3,419,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,611,Kamloops ,44,180,227,72,2,525,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,612,Kamloops ,17,104,165,57,0,343,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,613,Kamloops ,26,172,222,56,1,477,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,614,Kamloops ,22,139,357,84,1,603,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,615,Kamloops ,33,113,255,37,0,438,
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,,Group 1/Groupe 1,20,31,47,23,1,122,208
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,,Group 2/Groupe 2,81,423,525,156,15,1200,

