Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Biley,John Fryer,James Lunney,Zeni Maartman,Richard Pesik,Frank Wagner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 170","Nanaimo",0,11,75,44,11,0,0,141,258
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 171","Nanaimo",0,16,104,40,16,0,0,176,278
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 171-1","Nanaimo",2,22,99,67,25,0,0,215,330
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 172","Nanaimo",0,42,108,75,33,0,0,258,400
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 173","Nanaimo",0,31,149,74,31,1,0,286,437
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 174","Nanaimo",1,28,102,75,22,1,0,229,391
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 175","Nanaimo",1,29,100,51,17,0,0,198,316
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 176","Nanaimo",1,35,131,76,26,0,0,269,444
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 177A","Nanaimo",2,12,130,50,11,0,0,205,321
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 177B","Nanaimo",0,14,134,48,16,0,0,212,319
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 177-1","Nanaimo",0,16,164,48,20,1,1,250,419
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 178","Nanaimo",0,15,69,46,4,0,0,134,255
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 178-1","Nanaimo",0,22,80,56,18,0,0,176,352
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 179","Nanaimo",0,22,116,78,13,0,0,229,368
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 180","Nanaimo",0,20,63,69,7,0,1,160,348
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 181","Nanaimo",0,11,32,50,11,3,0,107,225
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 181-1","Nanaimo",2,34,96,69,23,0,0,224,447
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 182A","Nanaimo",0,16,90,49,13,0,1,169,271
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 182B","Nanaimo",0,10,91,60,11,1,0,173,273
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 183","Nanaimo",0,14,45,49,15,1,0,124,299
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 183-1","Nanaimo",1,17,88,43,19,0,0,168,319
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 184","Nanaimo",1,11,90,64,19,1,2,188,346
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 184-1","Nanaimo",2,19,55,40,9,2,0,127,235
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 185A","Nanaimo",0,24,88,39,21,0,0,172,320
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 185B","Nanaimo",0,10,79,50,13,0,0,152,278
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 186","Nanaimo",0,14,69,44,23,1,1,152,268
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 187","Nanaimo",1,20,85,59,20,2,1,188,328
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 188A","Nanaimo",1,19,64,37,22,0,0,143,247
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 188B","Nanaimo",0,18,68,34,13,1,0,134,239
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 189A","Nanaimo",0,11,60,34,7,0,1,113,226
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 189B","Nanaimo",0,8,51,45,4,3,1,112,229
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 190","Nanaimo",0,26,109,84,11,2,0,232,379
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 191A","Nanaimo",0,22,41,55,12,0,0,130,240
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 191B","Nanaimo",1,7,42,57,11,0,1,119,243
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 192A","Nanaimo",0,17,51,52,12,0,2,134,246
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 192B","Nanaimo",0,13,51,47,7,0,0,118,223
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 193","Nanaimo",2,21,60,47,7,0,0,137,314
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 194","Nanaimo",0,18,47,85,12,1,0,163,379
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 195","Nanaimo",1,39,112,85,25,0,0,262,453
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 196","Nanaimo",0,19,62,57,19,3,3,163,312
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 197","Nanaimo",0,21,92,63,13,2,0,191,320
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 198A","Nanaimo",0,17,75,45,11,0,1,149,261
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 198B","Nanaimo",0,21,80,33,12,0,0,146,226
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 199A","Nanaimo",0,15,74,70,16,0,0,175,291
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 199B","Nanaimo",1,24,79,44,19,0,0,167,310
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 200","Nanaimo",1,9,64,67,12,0,0,153,291
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 201","Nanaimo",0,33,129,92,16,5,0,275,452
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 202","Nanaimo",1,19,80,46,12,0,0,158,287
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 202-1","Nanaimo",1,6,73,61,14,0,0,155,312
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 203","Nanaimo",0,12,64,52,13,0,0,141,344
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 204","Nanaimo",3,14,65,84,8,0,0,174,362
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 205","Nanaimo",1,16,57,93,12,1,0,180,323
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 206","Nanaimo",0,17,62,80,15,1,0,175,289
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 207A","Nanaimo",1,10,40,61,12,0,0,124,231
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 207B","Nanaimo",0,23,52,54,9,0,0,138,237
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 208","Nanaimo",2,21,41,66,10,1,1,142,310
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 209","Nanaimo",1,26,95,99,19,1,0,241,462
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 209-1","Nanaimo",0,19,36,67,15,0,0,137,205
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 210","Nanaimo",0,25,89,80,14,2,0,210,335
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 211","Nanaimo",1,28,89,100,27,0,0,245,405
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 212","Nanaimo",2,30,81,86,22,2,0,223,440
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 213","Nanaimo",0,35,150,92,32,0,0,309,381
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 214A","Nanaimo",1,18,68,47,17,0,0,151,240
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 214B","Nanaimo",2,18,62,60,21,2,0,165,257
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 215A","Nanaimo",0,23,78,65,21,0,0,187,278
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 215B","Nanaimo",0,23,78,58,27,0,0,186,301
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 216","Nanaimo",0,25,105,44,28,0,0,202,303
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 400","Nanaimo",1,8,68,18,19,1,1,116,166
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 500 ","Mobile poll/Bureau itinérant",2,17,76,24,16,1,2,138,58
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 501","Mobile poll/Bureau itinérant",3,1,18,9,5,1,1,38,96
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 502","Mobile poll/Bureau itinérant",1,3,11,11,2,0,0,28,61
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 503","Mobile poll/Bureau itinérant",2,6,46,36,19,2,0,111,118
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 504","Mobile poll/Bureau itinérant",0,9,71,22,17,2,3,124,43
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 600","Alberni-Clayoquot--Tofino",1,25,40,36,12,0,1,115,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 601","Alberni-Clayoquot--Ucluelet",0,12,38,22,14,0,0,86,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 602","Alberni-Clayoquot--Sproat Lake",1,29,137,115,18,0,0,300,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 603","Port Alberni",0,29,209,183,33,1,3,458,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 604","Port Alberni",0,28,164,177,21,1,0,391,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 605","Qualicum Beach",1,80,412,163,54,0,3,713,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 606","Qualicum Beach",0,86,511,162,64,0,3,826,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 607","Parksville",1,80,457,190,56,3,3,790,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 608","Parksville",1,27,280,62,47,0,1,418,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 609","Nanaimo--Lantzville",1,47,258,84,49,3,1,443,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 610","Nanaimo",1,26,251,83,54,0,1,416,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 611","Nanaimo",3,47,381,167,56,4,0,658,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 612","Nanaimo",1,59,328,128,60,3,1,580,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 613","Nanaimo",0,36,134,83,38,0,0,291,
59014,"Nanaimo--Alberni/Nanaimo--Alberni",,Group 1/Groupe 1,0,17,41,20,22,0,2,102,190
59014,"Nanaimo--Alberni/Nanaimo--Alberni",,Group 2/Groupe 2,1,98,546,238,84,2,14,983,

