Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rod Brindamour,Rob Gillespie,Ron McKinnon,James Moore,Zoë Royer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 165","Port Coquitlam",13,0,42,187,68,0,310,480
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 166","Port Coquitlam",20,1,38,129,64,1,253,468
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 167","Port Coquitlam",18,0,25,152,59,0,254,455
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 167-1","Port Coquitlam",13,0,10,73,15,1,112,206
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 168","Port Coquitlam",23,2,39,166,48,2,280,427
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 169","Port Coquitlam",13,1,37,181,26,1,259,432
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 170","Port Coquitlam",8,1,38,194,84,0,325,452
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 171","Port Coquitlam",20,1,53,185,53,0,312,492
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 172","Port Coquitlam",20,1,43,138,57,0,259,432
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 173","Port Coquitlam",10,0,26,76,34,3,149,297
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 174","Port Coquitlam",16,1,55,145,45,1,263,439
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 175","Port Coquitlam",12,0,50,200,41,0,303,544
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 500","Mobile poll/Bureau itinérant",1,2,11,30,23,0,67,90
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 501","Mobile poll/Bureau itinérant",2,1,15,29,18,4,69,168
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 502","Mobile poll/Bureau itinérant",1,0,17,35,27,1,81,67
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 600","Port Moody",27,4,79,300,53,0,463,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 601","Coquitlam",22,3,24,180,75,2,306,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 602","Coquitlam",29,2,61,276,96,1,465,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 603","Coquitlam",8,5,55,185,38,1,292,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 604","Coquitlam--Port Coquitlam",29,1,54,212,69,5,370,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 605","Port Coquitlam",34,2,37,216,114,1,404,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 606","Port Coquitlam",13,2,31,172,69,0,287,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 607","Port Coquitlam",29,0,49,149,67,1,295,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 608","Port Coquitlam",23,1,68,263,62,3,420,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 609","Port Moody--Coquitlam",30,3,56,215,74,1,379,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 610","Coquitlam",23,2,49,186,47,2,309,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam",,Group 1/Groupe 1,11,0,17,28,21,4,81,129
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam",,Group 2/Groupe 2,25,5,74,293,84,9,490,

