Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pierre-Olivier Brunelle,Marsha Fine,Reny Gagnon,Bernard Patry,Shameem Siddiqui,Ryan Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 603","Pierrefonds--Dollard-des-Ormeaux",155,0,31,319,38,50,5,598,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 604","Pierrefonds-Sainte-Geneviève",103,0,26,173,32,23,1,358,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 605","Dollard-des-Ormeaux",133,1,23,250,37,22,1,467,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 606","Dollard-des-Ormeaux",316,2,6,267,27,34,1,653,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 607","Dollard-des-Ormeaux",280,0,7,223,26,16,0,552,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 608","Pierrefonds-Roxboro",115,0,86,204,34,49,1,489,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 609","Pierrefonds--Dollard-des-Ormeaux",77,0,37,136,27,17,0,294,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 610","Pierrefonds",32,0,15,78,11,12,1,149,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 611","Dollard-des-Ormeaux",104,0,12,189,26,13,2,346,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 612","Dollard-des-Ormeaux",74,1,5,157,10,22,1,270,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard",,Group 1/Groupe 1,37,0,10,57,11,4,5,124,212
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard",,Group 2/Groupe 2,194,3,46,374,34,37,13,701,

