Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Helen Kormendy,Barbara Lebeau,Harold J. Ludwig,Dorothy-Jean O'Donnell,Chuck Strahl,Myra Sweeney,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 181","Slesse Park",16,11,2,1,55,9,0,94,194
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 182","Slesse Park",48,37,0,3,150,31,0,269,469
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 500","Mobile poll/Bureau itinérant",11,3,2,0,21,2,1,40,95
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 501","Mobile poll/Bureau itinérant",24,4,3,1,92,16,5,145,267
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 502","Mobile poll/Bureau itinérant",6,6,1,1,27,4,0,45,114
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 503","Mobile poll/Bureau itinérant",17,11,1,1,91,9,1,131,229
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 504","Mobile poll/Bureau itinérant",14,5,3,3,57,15,9,106,227
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 505","Mobile poll/Bureau itinérant",6,1,1,0,43,3,1,55,82
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 600","Squamish--Lillooet West",26,35,0,1,47,22,0,131,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 601","Squamish--Lillooet East",28,17,0,0,92,10,2,149,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 602","Ashcroft--Lytton",48,4,2,0,110,11,0,175,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 603","Kent",49,22,4,0,238,25,0,338,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 604","Boston Bar",16,4,0,0,44,1,0,65,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 605","Hope",80,38,4,2,181,26,0,331,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 606","Chilliwack--Tzeachten",57,25,3,1,421,23,1,531,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 607","Chilliwack",46,23,0,1,313,33,3,419,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 608","Chilliwack",44,15,2,0,319,25,2,407,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 609","Chilliwack",71,19,3,1,260,26,2,382,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 610","Chilliwack",72,14,3,0,233,32,0,354,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 611","Chilliwack",51,22,0,0,268,23,0,364,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 612","Dewdney--Squawkum Creek",5,1,0,0,21,2,0,29,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 613","Chilliwack",17,9,4,1,224,24,0,279,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 614","Chilliwack--Fraser valley",31,17,5,1,263,22,2,341,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon",,Group 1/Groupe 1,22,11,2,0,79,23,5,142,258
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon",,Group 2/Groupe 2,96,42,6,2,562,65,7,780,

