district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle
10001,Avalon,Avalon,Liberal,Efford,R. John,
10001,Avalon,Avalon,NDP,Kehoe,Michael,
10001,Avalon,Avalon,Green,Ferguson,Don,C.
10001,Avalon,Avalon,Conservative,Dalton,Rick,
10002,Bonavista--Exploits,Bonavista--Exploits,Liberal,Simms,Scott,
10002,Bonavista--Exploits,Bonavista--Exploits,Independent,Lannon,John,
10002,Bonavista--Exploits,Bonavista--Exploits,Conservative,Barnes,Rex,
10002,Bonavista--Exploits,Bonavista--Exploits,Green,White,Ed Sailor,
10002,Bonavista--Exploits,Bonavista--Exploits,NDP,McLean,Samuel,Robert
10003,Humber--St. Barbe--Baie Verte,Humber--St. Barbe--Baie Verte,Liberal,Byrne,Gerry,
10003,Humber--St. Barbe--Baie Verte,Humber--St. Barbe--Baie Verte,NDP,Pike,Holly,
10003,Humber--St. Barbe--Baie Verte,Humber--St. Barbe--Baie Verte,Conservative,Downer,Wynanne,
10003,Humber--St. Barbe--Baie Verte,Humber--St. Barbe--Baie Verte,Green,Durant,Steve,
10004,Labrador,Labrador,Liberal,O'Brien,Lawrence,David
10004,Labrador,Labrador,Green,Martino,Lori-Ann,
10004,Labrador,Labrador,NDP,Crann,Shawn,
10004,Labrador,Labrador,Conservative,Strachan,Merrill,
10004,Labrador,Labrador,Independent,Condon,Ern,
10005,Random--Burin--St. George's,Random--Burin--St. George's,Liberal,Matthews,Bill,
10005,Random--Burin--St. George's,Random--Burin--St. George's,Green,Dollimont,Justin,
10005,Random--Burin--St. George's,Random--Burin--St. George's,Conservative,Peckford,Larry,
10005,Random--Burin--St. George's,Random--Burin--St. George's,NDP,McGrath,Des,
10006,St. John's North,St. John's-Nord,Liberal,Noel,Walter,
10006,St. John's North,St. John's-Nord,Conservative,Doyle,Norman,E
10006,St. John's North,St. John's-Nord,Green,Vokey,Scott,
10006,St. John's North,St. John's-Nord,NDP,Piller,Janine,
10007,St. John's South,St. John's-Sud,Liberal,Coady,Siobhan,
10007,St. John's South,St. John's-Sud,Conservative,Hearn,Loyola,
10007,St. John's South,St. John's-Sud,NDP,Norman,Peg,
10007,St. John's South,St. John's-Sud,Green,Willcott,Stephen,Daniel
11001,Cardigan,Cardigan,Liberal,MacAulay,Lawrence,
11001,Cardigan,Cardigan,NDP,MacKinnon,Dave,
11001,Cardigan,Cardigan,Green,Stiles,Jeremy,
11001,Cardigan,Cardigan,Conservative,McQuaid,Peter,
11002,Charlottetown,Charlottetown,Liberal,Murphy,Shawn,
11002,Charlottetown,Charlottetown,NDP,Crane,Dody,
11002,Charlottetown,Charlottetown,Green,McFadden,Will,
11002,Charlottetown,Charlottetown,Christian Heritage,Judson,Baird,
11002,Charlottetown,Charlottetown,Conservative,Peters,Darren,
11003,Egmont,Egmont,Liberal,McGuire,Joe,
11003,Egmont,Egmont,NDP,Russell,Regena,Kaye
11003,Egmont,Egmont,Conservative,Harper,Reg,
11003,Egmont,Egmont,Green,Novaczek,Irené,
11004,Malpeque,Malpeque,Liberal,Easter,Wayne,
11004,Malpeque,Malpeque,Conservative,Crane,Mary,
11004,Malpeque,Malpeque,Green,Labchuk,Sharon,
11004,Malpeque,Malpeque,NDP,Bingham,Ken,
12001,Cape Breton--Canso,Cape Breton--Canso,Liberal,Cuzner,Rodger,
12001,Cape Breton--Canso,Cape Breton--Canso,Green,Gibson,Seumas,
12001,Cape Breton--Canso,Cape Breton--Canso,NDP,Hartery,Shirley,
12001,Cape Breton--Canso,Cape Breton--Canso,Conservative,MacNeil,Kenzie,
12002,Central Nova,Nova-Centre,Liberal,Green,Susan,L.
12002,Central Nova,Nova-Centre,NDP,MacDonald,Alexis,
12002,Central Nova,Nova-Centre,Conservative,MacKay,Peter,G.
12002,Central Nova,Nova-Centre,Green,Mosher,Rebecca,
12003,Dartmouth--Cole Harbour,Dartmouth--Cole Harbour,Liberal,Savage,Michael,John
12003,Dartmouth--Cole Harbour,Dartmouth--Cole Harbour,NDP,MacAlpine-Gillis,Susan,
12003,Dartmouth--Cole Harbour,Dartmouth--Cole Harbour,PC,Parsons,Tracy,
12003,Dartmouth--Cole Harbour,Dartmouth--Cole Harbour,Conservative,MacDonald,Mike,
12003,Dartmouth--Cole Harbour,Dartmouth--Cole Harbour,Marxist-Leninist,Spurr,Charles,
12003,Dartmouth--Cole Harbour,Dartmouth--Cole Harbour,Green,Marshall,Michael,
12004,Halifax,Halifax,Liberal,Fougere,Sheila,
12004,Halifax,Halifax,Conservative,Keefe,Kevin,Leslie
12004,Halifax,Halifax,Green,Oddy,Michael,
12004,Halifax,Halifax,NDP,McDonough,Alexa,
12005,Halifax West,Halifax-Ouest,Liberal,Regan,Geoff,
12005,Halifax West,Halifax-Ouest,Green,Willison,Martin,
12005,Halifax West,Halifax-Ouest,Conservative,MacPhee,Ken,
12005,Halifax West,Halifax-Ouest,NDP,Carr,Bill,
12006,Kings--Hants,Kings--Hants,Liberal,Brison,Scott,
12006,Kings--Hants,Kings--Hants,Independent,Hennigar,Richard,
12006,Kings--Hants,Kings--Hants,Christian Heritage,Hnatiuk,Jim,
12006,Kings--Hants,Kings--Hants,Conservative,Mullan,Bob,
12006,Kings--Hants,Kings--Hants,Green,Stacey,Kevin,
12006,Kings--Hants,Kings--Hants,NDP,Hambling,Skip,
12007,North Nova,Nova-Nord,Liberal,Brushett,Dianne,
12007,North Nova,Nova-Nord,PC,Moors,Jack,
12007,North Nova,Nova-Nord,Conservative,Casey,Bill,
12007,North Nova,Nova-Nord,Green,Richardson,Sheila ,G.
12007,North Nova,Nova-Nord,NDP,Sagar,Margaret,E.
12008,Sackville--Eastern Shore,Sackville--Eastern Shore,Liberal,Stevens,Dale,
12008,Sackville--Eastern Shore,Sackville--Eastern Shore,PC,Moors,Greg,
12008,Sackville--Eastern Shore,Sackville--Eastern Shore,Conservative,Streatch,Steve,
12008,Sackville--Eastern Shore,Sackville--Eastern Shore,Green,Fullerton,David,
12008,Sackville--Eastern Shore,Sackville--Eastern Shore,NDP,Stoffer,Peter,
12009,South Shore--St. Margaret's,South Shore--St. Margaret's,Liberal,Chandler,John,
12009,South Shore--St. Margaret's,South Shore--St. Margaret's,NDP,Earle,Gordon,
12009,South Shore--St. Margaret's,South Shore--St. Margaret's,Conservative,Keddy,Gerald,
12009,South Shore--St. Margaret's,South Shore--St. Margaret's,Green,Morris Boudreau,Katie,
12010,Sydney--Victoria,Sydney--Victoria,Liberal,Eyking,Mark,
12010,Sydney--Victoria,Sydney--Victoria,Independent,Gallant,B. Chris,
12010,Sydney--Victoria,Sydney--Victoria,Conservative,MacDonald,Howie,
12010,Sydney--Victoria,Sydney--Victoria,Marijuana,Thériault,Cathy,
12010,Sydney--Victoria,Sydney--Victoria,NDP,Edwards,John,Hugh
12010,Sydney--Victoria,Sydney--Victoria,Green,Milburn,Chris,
12011,West Nova,Nova-Ouest,Liberal,Thibault,Robert,
12011,West Nova,Nova-Ouest,Conservative,Carey,Jon,Charles
12011,West Nova,Nova-Ouest,Green,Granger,Matthew,
12011,West Nova,Nova-Ouest,NDP,Bull,Edmund,Arthur
13001,Acadie--Bathurst,Acadie--Bathurst,Liberal,Rousselle,Serge,
13001,Acadie--Bathurst,Acadie--Bathurst,Conservative,Bernard,Joel,E.
13001,Acadie--Bathurst,Acadie--Bathurst,NDP,Godin,Yvon,
13001,Acadie--Bathurst,Acadie--Bathurst,Green,Lanteigne,Mario,
13002,Beauséjour,Beauséjour,Liberal,LeBlanc,Dominic,
13002,Beauséjour,Beauséjour,Conservative,Vautour,Angela,
13002,Beauséjour,Beauséjour,Green,Girouard,Anna,
13002,Beauséjour,Beauséjour,NDP,Bourque,Omer,
13003,Fredericton,Fredericton,Liberal,Scott,Andy,
13003,Fredericton,Fredericton,Conservative,Fox,Kent,
13003,Fredericton,Fredericton,Green,Letts,Daron,
13003,Fredericton,Fredericton,NDP,Carty,John,
13004,Fundy,Fundy,Liberal,Herron,John,
13004,Fundy,Fundy,Conservative,Moore,Rob,
13004,Fundy,Fundy,Independent,Amos,David Raymond,
13004,Fundy,Fundy,Green,Bach,Karin,
13004,Fundy,Fundy,NDP,Hanratty,Pat,
13005,Madawaska--Restigouche,Madawaska--Restigouche,Liberal,D'Amours,Jean-Claude J.C.,
13005,Madawaska--Restigouche,Madawaska--Restigouche,NDP,Martin,Rodolphe,
13005,Madawaska--Restigouche,Madawaska--Restigouche,Conservative,Violette,Benoit,
13005,Madawaska--Restigouche,Madawaska--Restigouche,Green,Cyr,Jovette,
13006,Miramichi,Miramichi,Liberal,Hubbard,Charles,Isaac
13006,Miramichi,Miramichi,NDP,Rousselle,Hilaire,
13006,Miramichi,Miramichi,Conservative,Morrison,Michael,J.
13006,Miramichi,Miramichi,Green,Sanipass,Garry,
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,Liberal,Bradshaw,Claudette,
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,NDP,Lapointe,Hélène,
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,Conservative,LeBlanc,Jean,
13007,Moncton--Riverview--Dieppe,Moncton--Riverview--Dieppe,Green,Hamel,Judith,
13008,St. Croix--Belleisle,St. Croix--Belleisle,Liberal,Dunlap,Jim,
13008,St. Croix--Belleisle,St. Croix--Belleisle,Canadian Action,Szemerda,David,
13008,St. Croix--Belleisle,St. Croix--Belleisle,Conservative,Thompson,Greg,
13008,St. Croix--Belleisle,St. Croix--Belleisle,Green,Millett,Erik,Matthew
13008,St. Croix--Belleisle,St. Croix--Belleisle,NDP,Webber,Patrick,
13009,Saint John,Saint John,Liberal,Zed,Paul,
13009,Saint John,Saint John,Marijuana,Wood,Jim,
13009,Saint John,Saint John,Conservative,McVicar,Bob,
13009,Saint John,Saint John,Independent,Oland,Tom,
13009,Saint John,Saint John,Green,Cormier,Jonathan,
13009,Saint John,Saint John,NDP,Albright,Terry,
13010,Tobique--Mactaquac,Tobique--Mactaquac,Liberal,Savoy,Andy,
13010,Tobique--Mactaquac,Tobique--Mactaquac,Conservative,Allen,Mike,
13010,Tobique--Mactaquac,Tobique--Mactaquac,Green,Jones,Scott,
13010,Tobique--Mactaquac,Tobique--Mactaquac,NDP,Mapplebeck,Jason,
24001,Abitibi--Témiscamingue,Abitibi--Témiscamingue,Liberal,Barrette,Gilbert,
24001,Abitibi--Témiscamingue,Abitibi--Témiscamingue,Conservative,Beauchesne,Bernard Hugues,
24001,Abitibi--Témiscamingue,Abitibi--Témiscamingue,Bloc,Lemay,Marc,
24001,Abitibi--Témiscamingue,Abitibi--Témiscamingue,Green,Rancourt,Patrick,
24001,Abitibi--Témiscamingue,Abitibi--Témiscamingue,NDP,Shushack,Dennis,
24002,Ahuntsic,Ahuntsic,Liberal,Bakopanos,Eleni,
24002,Ahuntsic,Ahuntsic,Bloc,Mourani,Maria ,
24002,Ahuntsic,Ahuntsic,Conservative,Fortier,Jean,E.
24002,Ahuntsic,Ahuntsic,Marijuana,De Longchamp,F.X.,
24002,Ahuntsic,Ahuntsic,Marxist-Leninist,Fine,Marsha,
24002,Ahuntsic,Ahuntsic,Green,Tremblay,Lynette,
24002,Ahuntsic,Ahuntsic,NDP,Bergeron,Annick,
24003,Alfred-Pellan,Alfred-Pellan,Liberal,Allard,Carole-Marie,
24003,Alfred-Pellan,Alfred-Pellan,NDP,Le Bel,Benjamin,
24003,Alfred-Pellan,Alfred-Pellan,Conservative,Raymond,Rosane,
24003,Alfred-Pellan,Alfred-Pellan,Independent,Desbois,Yves,
24003,Alfred-Pellan,Alfred-Pellan,Independent,Millette,Régent,
24003,Alfred-Pellan,Alfred-Pellan,Bloc,Carrier,Robert,
24003,Alfred-Pellan,Alfred-Pellan,Green,Verenka,Louis-Philippe,
24004,Argenteuil--Mirabel,Argenteuil--Mirabel,Liberal,Sabourin,Yves,
24004,Argenteuil--Mirabel,Argenteuil--Mirabel,NDP,Clark,Elisabeth,
24004,Argenteuil--Mirabel,Argenteuil--Mirabel,Green,Sabourin,Claude,
24004,Argenteuil--Mirabel,Argenteuil--Mirabel,Christian Heritage,Filion,Laurent,
24004,Argenteuil--Mirabel,Argenteuil--Mirabel,Conservative,McArthur,David H.,
24004,Argenteuil--Mirabel,Argenteuil--Mirabel,Bloc,Laframboise,Mario,
24004,Argenteuil--Mirabel,Argenteuil--Mirabel,Marxist-Leninist,O'Grady,Michael,
24005,Beauce,Beauce,Liberal,Drouin,Claude,
24005,Beauce,Beauce,Conservative,Guay,Alain,
24005,Beauce,Beauce,NDP,Giguère,Philippe,
24005,Beauce,Beauce,Bloc,Barbe,Jean-François,
24005,Beauce,Beauce,Green,Binette,Michel,
24006,Beauharnois--Salaberry,Beauharnois--Salaberry,Liberal,Marcil,Serge,
24006,Beauharnois--Salaberry,Beauharnois--Salaberry,Conservative,Bellemare,Dominique,
24006,Beauharnois--Salaberry,Beauharnois--Salaberry,Marijuana,Malboeuf,Félix,
24006,Beauharnois--Salaberry,Beauharnois--Salaberry,Bloc,Boire,Alain,
24006,Beauharnois--Salaberry,Beauharnois--Salaberry,Green,Pelletier,Rémi,
24006,Beauharnois--Salaberry,Beauharnois--Salaberry,NDP,Alakkattussery,Ligy,
24007,Beauport,Beauport,Liberal,Dawson,Dennis,
24007,Beauport,Beauport,Bloc,Simard,Christian,
24007,Beauport,Beauport,Conservative,Asselin,Stephan,
24007,Beauport,Beauport,Marijuana,Frichot,Nicolas,
24007,Beauport,Beauport,Green,Desharnais,Jeannine,T.
24007,Beauport,Beauport,NDP,Trégan,Xavier,
24008,Berthier--Maskinongé,Berthier--Maskinongé,Liberal,Thibault,Laurier,
24008,Berthier--Maskinongé,Berthier--Maskinongé,NDP,McKinnon,Denis,
24008,Berthier--Maskinongé,Berthier--Maskinongé,Green,Labrecque,Eric,
24008,Berthier--Maskinongé,Berthier--Maskinongé,Conservative,Fortier,Ann Julie,
24008,Berthier--Maskinongé,Berthier--Maskinongé,Bloc,André,Guy,
24009,Bourassa,Bourassa,Liberal,Coderre,Denis,
24009,Bourassa,Bourassa,NDP,Saykaly,Stefano,
24009,Bourassa,Bourassa,Marxist-Leninist,Royer,Geneviève,
24009,Bourassa,Bourassa,Green,Lopinto,Noémi,
24009,Bourassa,Bourassa,Bloc,Provencher,Doris,
24009,Bourassa,Bourassa,Marijuana,Gauvin,Philippe,
24009,Bourassa,Bourassa,Conservative,Grenier,Frédéric,
24010,Brome--Missisquoi,Brome--Missisquoi,Liberal,Paradis,Denis,
24010,Brome--Missisquoi,Brome--Missisquoi,Green,Martineau,Louise,
24010,Brome--Missisquoi,Brome--Missisquoi,NDP,Huggins,Piper,
24010,Brome--Missisquoi,Brome--Missisquoi,Conservative,Stastny,Peter,
24010,Brome--Missisquoi,Brome--Missisquoi,Bloc,Ouellet,Christian,
24011,Brossard--La Prairie,Brossard--La Prairie,Liberal,Saada,Jacques,
24011,Brossard--La Prairie,Brossard--La Prairie,NDP,Alexan,Nadia,
24011,Brossard--La Prairie,Brossard--La Prairie,Conservative,Nicolas,Robert,
24011,Brossard--La Prairie,Brossard--La Prairie,Bloc,Lussier,Marcel,
24011,Brossard--La Prairie,Brossard--La Prairie,Marxist-Leninist,Le Seigle,Yves,
24011,Brossard--La Prairie,Brossard--La Prairie,Green,Bissonnette,Cécile,
24012,Chambly--Borduas,Chambly--Borduas,Liberal,Joncas,Sophie,
24012,Chambly--Borduas,Chambly--Borduas,Conservative,Richard,Lucien,
24012,Chambly--Borduas,Chambly--Borduas,Bloc,Lessard,Yves,
24012,Chambly--Borduas,Chambly--Borduas,NDP,Blouin,Daniel,
24012,Chambly--Borduas,Chambly--Borduas,Green,Lapointe,Benoit,
24013,Charlesbourg,Charlesbourg,Liberal,Laliberté,Jean-Marie,
24013,Charlesbourg,Charlesbourg,NDP,Villeneuve,François,
24013,Charlesbourg,Charlesbourg,Green,Moisan-Domm,Marilou,
24013,Charlesbourg,Charlesbourg,Conservative,Proulx,Bertrand,
24013,Charlesbourg,Charlesbourg,Marijuana,Kasapoglu,Benjamin,
24013,Charlesbourg,Charlesbourg,Bloc,Marceau,Richard,
24014,Charlevoix--Montmorency,Charlevoix--Montmorency,Liberal,Lepage,Lisette,
24014,Charlevoix--Montmorency,Charlevoix--Montmorency,NDP,Hudon,Steeve,
24014,Charlevoix--Montmorency,Charlevoix--Montmorency,Green,Jourdain,Yves,
24014,Charlevoix--Montmorency,Charlevoix--Montmorency,Conservative,Tremblay,Guy-Léonard,
24014,Charlevoix--Montmorency,Charlevoix--Montmorency,Bloc,Guimond,Michel,
24015,Châteauguay--Saint-Constant,Châteauguay--Saint-Constant,Liberal,Lanctôt,Robert,
24015,Châteauguay--Saint-Constant,Châteauguay--Saint-Constant,NDP,Archambault,Mélanie,
24015,Châteauguay--Saint-Constant,Châteauguay--Saint-Constant,Conservative,Turcot,Rosaire,
24015,Châteauguay--Saint-Constant,Châteauguay--Saint-Constant,Bloc,Poirier-Rivard,Denise,
24015,Châteauguay--Saint-Constant,Châteauguay--Saint-Constant,Green,Gadoury,Marc-André,
24016,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Liberal,Harvey,André,
24016,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Conservative,Boudreault,Alcide,
24016,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Bloc,Bouchard,Robert,
24016,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Green,Tremblay,Paul,
24016,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,NDP,Dubois,Éric,
24017,Compton--Stanstead,Compton--Stanstead,Liberal,Price,David,
24017,Compton--Stanstead,Compton--Stanstead,Conservative,Caldwell,Gary ,
24017,Compton--Stanstead,Compton--Stanstead,Bloc,Bonsant,France,
24017,Compton--Stanstead,Compton--Stanstead,NDP,Baller,Martin,
24017,Compton--Stanstead,Compton--Stanstead,Green,Busque,Laurier,
24018,Drummond,Drummond,Liberal,Gougeon,Roger,
24018,Drummond,Drummond,NDP,Evans,Blake,
24018,Drummond,Drummond,Green,Lacroix,Louis,
24018,Drummond,Drummond,Conservative,Boisvert,Lyne,
24018,Drummond,Drummond,Bloc,Picard,Pauline,
24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,Liberal,Farrah,Georges,
24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,NDP,Toone,Philip,
24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,Bloc,Blais,Raynald,
24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,Conservative,De Coste,Guy,
24019,Gaspésie--Îles-de-la-Madeleine,Gaspésie--Îles-de-la-Madeleine,Green,Eichenberger,Bob,
24020,Gatineau,Gatineau,Liberal,Boivin,Françoise,
24020,Gatineau,Gatineau,Green,Gibb,Brian,
24020,Gatineau,Gatineau,Marxist-Leninist,Girard-Bernier,Gabriel,
24020,Gatineau,Gatineau,Conservative,Nicolas,Gérald,
24020,Gatineau,Gatineau,Marijuana,Salko,Stéphane,
24020,Gatineau,Gatineau,Bloc,Nadeau,Richard,
24020,Gatineau,Gatineau,NDP,Vaillancourt,Dominique,
24021,Hochelaga,Hochelaga,Liberal,Bouvier,Benoit,
24021,Hochelaga,Hochelaga,NDP,Gagnon ,David ,
24021,Hochelaga,Hochelaga,Conservative,Bernier,Mario,
24021,Hochelaga,Hochelaga,Marijuana,Théorêt-Poupart,Antoine,
24021,Hochelaga,Hochelaga,Communist,Bibeau,Pierre,
24021,Hochelaga,Hochelaga,Bloc,Ménard,Réal,
24021,Hochelaga,Hochelaga,Marxist-Leninist,Dandenault,Christine,
24021,Hochelaga,Hochelaga,Green,Bramann,Rolf,
24022,Honoré-Mercier,Honoré-Mercier,Liberal,Rodriguez,Pablo,
24022,Honoré-Mercier,Honoré-Mercier,Conservative,Chiazzese,Gianni,
24022,Honoré-Mercier,Honoré-Mercier,Marijuana,Boudrias,Steve,
24022,Honoré-Mercier,Honoré-Mercier,Bloc,St-Hilaire,Éric,
24022,Honoré-Mercier,Honoré-Mercier,Marxist-Leninist,Héroux,Hélène,
24022,Honoré-Mercier,Honoré-Mercier,Green,Lahaie,Richard,
24022,Honoré-Mercier,Honoré-Mercier,NDP,Pilon ,François ,
24023,Hull--Aylmer,Hull--Aylmer,Liberal,Proulx,Marcel,
24023,Hull--Aylmer,Hull--Aylmer,NDP,Laliberté,Pierre,
24023,Hull--Aylmer,Hull--Aylmer,Green,Walker,Gail,
24023,Hull--Aylmer,Hull--Aylmer,Bloc,Charette,Alain,
24023,Hull--Aylmer,Hull--Aylmer,Conservative,Bellefeuille,Pierrette,
24023,Hull--Aylmer,Hull--Aylmer,Marxist-Leninist,Legeais,Christian,
24024,Jeanne-Le Ber,Jeanne-Le Ber,Liberal,Frulla,Liza,
24024,Jeanne-Le Ber,Jeanne-Le Ber,NDP,Philbin,Anthony,
24024,Jeanne-Le Ber,Jeanne-Le Ber,Marxist-Leninist,Chouinard,Normand,
24024,Jeanne-Le Ber,Jeanne-Le Ber,Conservative,Sévigny,Pierre-Albert,
24024,Jeanne-Le Ber,Jeanne-Le Ber,Marijuana,Duchesne,Cathy,
24024,Jeanne-Le Ber,Jeanne-Le Ber,Bloc,St-Cyr,Thierry,
24024,Jeanne-Le Ber,Jeanne-Le Ber,Green,Mercier,Jean Claude,
24025,Joliette,Joliette,Liberal,Coderre,Jean-François,
24025,Joliette,Joliette,NDP,Trudeau,Jacques,
24025,Joliette,Joliette,Conservative,Bouchard,Daniel,
24025,Joliette,Joliette,Marijuana,Geoffroy,Marco,
24025,Joliette,Joliette,Bloc,Paquette,Pierre,A.
24025,Joliette,Joliette,Green,Gorchinsky,Wendy,
24026,Jonquière--Alma,Jonquière--Alma,Liberal,Giguère,Daniel,
24026,Jonquière--Alma,Jonquière--Alma,NDP,Picard,François,
24026,Jonquière--Alma,Jonquière--Alma,Bloc,Gagnon,Sébastien,
24026,Jonquière--Alma,Jonquière--Alma,Communist,Perron,Michel,
24026,Jonquière--Alma,Jonquière--Alma,Conservative,Lavoie,Gilles,
24026,Jonquière--Alma,Jonquière--Alma,Independent,Girard-Bujold,Jocelyne,
24026,Jonquière--Alma,Jonquière--Alma,Green,Busque,Jean-Sébastien,
24027,Lac-Saint-Louis,Lac-Saint-Louis,Liberal,Scarpaleggia,Francis,
24027,Lac-Saint-Louis,Lac-Saint-Louis,Green,Graham,Peter,
24027,Lac-Saint-Louis,Lac-Saint-Louis,Conservative,Howard,Jeff,
24027,Lac-Saint-Louis,Lac-Saint-Louis,Marijuana,Cardinal,Patrick,
24027,Lac-Saint-Louis,Lac-Saint-Louis,Bloc,Côté,Maxime,
24027,Lac-Saint-Louis,Lac-Saint-Louis,NDP,Quinn,Daniel,
24028,La Pointe-de-l'Île,La Pointe-de-l'Île,Liberal,Gobé,Jean-Claude,
24028,La Pointe-de-l'Île,La Pointe-de-l'Île,Conservative,Prevost,Christian,
24028,La Pointe-de-l'Île,La Pointe-de-l'Île,Bloc,Lalonde,Francine,
24028,La Pointe-de-l'Île,La Pointe-de-l'Île,Green,Levert,Andre,
24028,La Pointe-de-l'Île,La Pointe-de-l'Île,NDP,Langevin,André,
24029,LaSalle--Émard,LaSalle--Émard,Liberal,Martin,Paul,
24029,LaSalle--Émard,LaSalle--Émard,Marxist-Leninist,Bédard,Jean-Paul,
24029,LaSalle--Émard,LaSalle--Émard,Conservative,Roy-Arcelin,Nicole,
24029,LaSalle--Émard,LaSalle--Émard,Marijuana,St-Maurice,Marc-Boris,
24029,LaSalle--Émard,LaSalle--Émard,Bloc,Larrivée,Thierry,
24029,LaSalle--Émard,LaSalle--Émard,NDP,Blaikie,Rebecca,
24029,LaSalle--Émard,LaSalle--Émard,Green,Jack,Douglas,
24030,Laurentides--Labelle,Laurentides--Labelle,Liberal,Boyer,Dominique,
24030,Laurentides--Labelle,Laurentides--Labelle,NDP,Naef,Brendan,
24030,Laurentides--Labelle,Laurentides--Labelle,Conservative,Desjardins,Guillaume,
24030,Laurentides--Labelle,Laurentides--Labelle,Bloc,Deschamps,Johanne,
24030,Laurentides--Labelle,Laurentides--Labelle,Green,Léger,Jacques,
24031,Laurier,Laurier,Liberal,Thibault,Jean-François,
24031,Laurier,Laurier,NDP,Gregoire,François,
24031,Laurier,Laurier,Green,Perceval-Maxwell,Dylan,
24031,Laurier,Laurier,Bloc,Duceppe,Gilles,
24031,Laurier,Laurier,Marijuana,Tanguay,Nicky,
24031,Laurier,Laurier,Conservative,Albert,Pierre,
24031,Laurier,Laurier,Marxist-Leninist,Boutet,Ginette,
24032,Laval,Laval,Liberal,Lafleur,Pierre,
24032,Laval,Laval,Bloc,Demers,Nicole,
24032,Laval,Laval,Marijuana,Losier-Côté,Pierre,
24032,Laval,Laval,Conservative,d'Amours,Stéphane,
24032,Laval,Laval,NDP,Giguère,Alain,
24032,Laval,Laval,Green,Pichereau,Damien,
24033,Laval--Les Îles,Laval--Les Îles,Liberal,Folco,Raymonde,
24033,Laval--Les Îles,Laval--Les Îles,Conservative,Pratte,Jean-Paul,
24033,Laval--Les Îles,Laval--Les Îles,Marijuana,Allard,Michel,
24033,Laval--Les Îles,Laval--Les Îles,Bloc,Poirier,Micaël,
24033,Laval--Les Îles,Laval--Les Îles,Marxist-Leninist,Tsakanikas,Polyvios,
24033,Laval--Les Îles,Laval--Les Îles,Green,Véronneau,Pierre,
24033,Laval--Les Îles,Laval--Les Îles,NDP,Michaud,Paul,
24034,Lévis--Bellechasse,Lévis--Bellechasse,Liberal,Jobin,Christian,
24034,Lévis--Bellechasse,Lévis--Bellechasse,Conservative,Vézina,Gilles,
24034,Lévis--Bellechasse,Lévis--Bellechasse,Communist,Vaillancourt,Christophe,
24034,Lévis--Bellechasse,Lévis--Bellechasse,NDP,Foisy,Louise,
24034,Lévis--Bellechasse,Lévis--Bellechasse,Green,Castonguay,Sylvain,
24034,Lévis--Bellechasse,Lévis--Bellechasse,Bloc,Lapierre,Réal,
24035,Longueuil,Longueuil,Liberal,Gladu,Robert,
24035,Longueuil,Longueuil,NDP,Fournier-Sylvester,Nicole,
24035,Longueuil,Longueuil,Conservative,Bélisle,Richard,
24035,Longueuil,Longueuil,Marijuana,Fiset,David,
24035,Longueuil,Longueuil,Bloc,St-Hilaire,Caroline,
24035,Longueuil,Longueuil,Green,Bédard,Michel,
24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Liberal,Gagné,Anicet,
24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,NDP,Bernatchez,Jean,
24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Bloc,Desrochers,Odina,
24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Conservative,Landry,Jean,
24036,Lotbinière--Chutes-de-la-Chaudière,Lotbinière--Chutes-de-la-Chaudière,Green,MacDonald,Rama,Borne
24037,Louis-Hébert,Louis-Hébert,Liberal,Chalifour Scherrer,Hélène,
24037,Louis-Hébert,Louis-Hébert,Green,Guay,Jean-Pierre,
24037,Louis-Hébert,Louis-Hébert,Conservative,Gauthier,Clermont,
24037,Louis-Hébert,Louis-Hébert,Bloc,Clavet,Roger,
24037,Louis-Hébert,Louis-Hébert,NDP,Turcotte,Robert,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Liberal,Fragasso,Michel,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Conservative,Verner,Josée,
24038,Louis-Saint-Laurent,Louis-Saint-Laurent,Independent,Gauvin,Henri,
