district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
24032,Jonquière,Jonquière,Bloc,Caron,Jean-François
24032,Jonquière,Jonquière,Rhinoceros,Couture,Marielle
24032,Jonquière,Jonquière,Conservative,Larouche,Ursula
24032,Jonquière,Jonquière,Liberal,Pettersen,Marc
24032,Jonquière,Jonquière,NDP,Trudel,Karine
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,Bloc,Beaulieu,Mario
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,Rhinoceros,Benoit,Ben 97
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,Green,Cox,David J.
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,Forces,Larose,Jean-François
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,Conservative,Morissette,Guy
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,NDP,Péclet,Ève
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,Marxist-Leninist,Royer,Geneviève
24033,La Pointe-de-l'Île,La Pointe-de-l'Île,Liberal,Simard,Marie-Chantale
24034,La Prairie,La Prairie,NDP,Chicoine,Pierre
24034,La Prairie,La Prairie,Marxist-Leninist,Chouinard,Normand
24034,La Prairie,La Prairie,Conservative,Perras,Yves
24034,La Prairie,La Prairie,Bloc,Picard,Christian
24034,La Prairie,La Prairie,Liberal,Poissant,Jean-Claude
24034,La Prairie,La Prairie,Green,Tomas,Joanne
24035,Lac-Saint-Jean,Lac-Saint-Jean,NDP,Dallaire,Gisèle
24035,Lac-Saint-Jean,Lac-Saint-Jean,Bloc,Gaudreault,Sabin
24035,Lac-Saint-Jean,Lac-Saint-Jean,Conservative,Lebel,Denis
24035,Lac-Saint-Jean,Lac-Saint-Jean,Green,Requilé,Laurence
24035,Lac-Saint-Jean,Lac-Saint-Jean,Liberal,Simard,Sabin
24036,Lac-Saint-Louis,Lac-Saint-Louis,Bloc,Bernier,Gabriel
24036,Lac-Saint-Louis,Lac-Saint-Louis,Green,Dean,Bradford
24036,Lac-Saint-Louis,Lac-Saint-Louis,Conservative,Girard,Eric
24036,Lac-Saint-Louis,Lac-Saint-Louis,Liberal,Scarpaleggia,Francis
24036,Lac-Saint-Louis,Lac-Saint-Louis,NDP,Young,Ryan
24037,LaSalle--Émard--Verdun,LaSalle--Émard--Verdun,Green,Banville,Lorraine
24037,LaSalle--Émard--Verdun,LaSalle--Émard--Verdun,Liberal,Lametti,David
24037,LaSalle--Émard--Verdun,LaSalle--Émard--Verdun,NDP,LeBlanc,Hélène
24037,LaSalle--Émard--Verdun,LaSalle--Émard--Verdun,Bloc,Paquette,Gilbert
24037,LaSalle--Émard--Verdun,LaSalle--Émard--Verdun,Conservative,Zamir,Mohammad
24038,Laurentides--Labelle,Laurentides--Labelle,Conservative,Charron,Sylvain
24038,Laurentides--Labelle,Laurentides--Labelle,Liberal,Graham,David
24038,Laurentides--Labelle,Laurentides--Labelle,Green,Hedjazi,Niloufar
24038,Laurentides--Labelle,Laurentides--Labelle,NDP,Landry,Simon-Pierre
24038,Laurentides--Labelle,Laurentides--Labelle,Bloc,Régimbald,Johanne
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Libertarian,Beaulieu,Stéphane
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Independent,Bernatchez,Julien
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Bloc,Duceppe,Gilles
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Communist,Fontaine,Pierre
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Conservative,Gaudreau,Daniel
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Green,Giraud,Cyrille
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Marxist-Leninist,Lachapelle,Serge
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,NDP,Laverdière,Hélène
24039,Laurier--Sainte-Marie,Laurier--Sainte-Marie,Liberal,Poirier,Christine
24040,Laval--Les Îles,Laval--Les Îles,Marxist-Leninist,Breton,Yvon
24040,Laval--Les Îles,Laval--Les Îles,Conservative,Dick,Roland
24040,Laval--Les Îles,Laval--Les Îles,Liberal,El-Khoury,Fayçal
24040,Laval--Les Îles,Laval--Les Îles,NDP,Pilon,François
24040,Laval--Les Îles,Laval--Les Îles,Bloc,Redhead,Nancy
24040,Laval--Les Îles,Laval--Les Îles,Green,R'Guiba-Kalogerakis,Faiza
24041,Longueuil--Charles-LeMoyne,Longueuil--Charles-LeMoyne,Conservative,Barré,Thomas
24041,Longueuil--Charles-LeMoyne,Longueuil--Charles-LeMoyne,Marxist-Leninist,Chénier,Pierre
24041,Longueuil--Charles-LeMoyne,Longueuil--Charles-LeMoyne,Bloc,Cloutier,Philippe
24041,Longueuil--Charles-LeMoyne,Longueuil--Charles-LeMoyne,NDP,Groguhé,Sadia
24041,Longueuil--Charles-LeMoyne,Longueuil--Charles-LeMoyne,Green,Leclerc,Mario
24041,Longueuil--Charles-LeMoyne,Longueuil--Charles-LeMoyne,Rhinoceros,Liberman,Matthew Iakov
24041,Longueuil--Charles-LeMoyne,Longueuil--Charles-LeMoyne,Liberal,Romanado,Sherry
24042,Lévis--Lotbinière,Lévis--Lotbinière,Alliance of the North,Belanger,François
24042,Lévis--Lotbinière,Lévis--Lotbinière,Green,Biello,Tina
24042,Lévis--Lotbinière,Lévis--Lotbinière,NDP,Bilodeau,Hélène
24042,Lévis--Lotbinière,Lévis--Lotbinière,Liberal,Boucher,Claude
24042,Lévis--Lotbinière,Lévis--Lotbinière,Bloc,Gagné,Steve
24042,Lévis--Lotbinière,Lévis--Lotbinière,Conservative,Gourde,Jacques
24043,Longueuil--Saint-Hubert,Longueuil--Saint-Hubert,Forces,Lwalalika,Affine
24043,Longueuil--Saint-Hubert,Longueuil--Saint-Hubert,NDP,Nantel,Pierre
24043,Longueuil--Saint-Hubert,Longueuil--Saint-Hubert,Liberal,O'Grady,Michael
24043,Longueuil--Saint-Hubert,Longueuil--Saint-Hubert,Green,Poitras,Casandra
24043,Longueuil--Saint-Hubert,Longueuil--Saint-Hubert,Conservative,Sedlak,John
24043,Longueuil--Saint-Hubert,Longueuil--Saint-Hubert,Bloc,Trudel,Denis
24044,Louis-Hébert,Louis-Hébert,Conservative,Asselin,Jean-Pierre
24044,Louis-Hébert,Louis-Hébert,Green,Beaudoin-Julien,Andrée-Anne
24044,Louis-Hébert,Louis-Hébert,NDP,Blanchette,Denis
24044,Louis-Hébert,Louis-Hébert,Christian Heritage,Jetchick,Stefan
24044,Louis-Hébert,Louis-Hébert,Liberal,Lightbound,Joël
24044,Louis-Hébert,Louis-Hébert,Bloc,Pageau,Caroline
24045,Louis-Saint-Laurent,Louis-Saint-Laurent,NDP,Caron,G. Daniel
24045,Louis-Saint-Laurent,Louis-Saint-Laurent,Conservative,Deltell,Gérard
24045,Louis-Saint-Laurent,Louis-Saint-Laurent,Liberal,Rousseau,Youri
24045,Louis-Saint-Laurent,Louis-Saint-Laurent,Green,Savard,Michel
24045,Louis-Saint-Laurent,Louis-Saint-Laurent,Bloc,Sirard,Ronald
24046,Manicouagan,Manicouagan,Conservative,Boudreau,Yvon
24046,Manicouagan,Manicouagan,NDP,Genest-Jourdain,Jonathan
24046,Manicouagan,Manicouagan,Bloc,Gill,Marilène
24046,Manicouagan,Manicouagan,Green,Grills,Nathan
24046,Manicouagan,Manicouagan,Liberal,Tremblay,Mario
24047,Mégantic--L'Érable,Mégantic--L'Érable,Liberal,Berthiaume,David
24047,Mégantic--L'Érable,Mégantic--L'Érable,Conservative,Berthold,Luc
24047,Mégantic--L'Érable,Mégantic--L'Érable,NDP,Delisle,Jean-François
24047,Mégantic--L'Érable,Mégantic--L'Érable,Green,Gervais,Justin
24047,Mégantic--L'Érable,Mégantic--L'Érable,Bloc,Provost,Virginie
24048,Mirabel,Mirabel,Conservative,Ferguson,Gordon
24048,Mirabel,Mirabel,NDP,Freeman,Mylène
24048,Mirabel,Mirabel,Green,Gifford,Jocelyn
24048,Mirabel,Mirabel,Bloc,Marcil,Simon
24048,Mirabel,Mirabel,Liberal,Trudel,Karl
24049,Montarville,Montarville,Green,Adam,Olivier
24049,Montarville,Montarville,Conservative,Duranleau,Stéphane
24049,Montarville,Montarville,Bloc,Fournier,Catherine
24049,Montarville,Montarville,Libertarian,Leclair,Claude
24049,Montarville,Montarville,Liberal,Picard,Michel
24049,Montarville,Montarville,NDP,Sellah,Djaouida
24050,Montcalm,Montcalm,Green,Ang,Yumi Yow Mei
24050,Montcalm,Montcalm,Conservative,DesRoches,Gisèle
24050,Montcalm,Montcalm,NDP,Leclerc,Martin
24050,Montcalm,Montcalm,Forces,Perreault,Manon
24050,Montcalm,Montcalm,Bloc,Thériault,Luc
24050,Montcalm,Montcalm,Liberal,Thouin,Louis-Charles
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Green,Breton,Chantal
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Rhinoceros,Gagné,Bien Gras
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Bloc,Gagnon,Louis
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Conservative,Généreux,Bernard
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,NDP,Lapointe,François
24051,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Montmagny--L'Islet--Kamouraska--Rivière-du-Loup,Liberal,Normand,Marie-Josée
24052,Mount Royal,Mont-Royal,Bloc,Bossé Bélanger,Jade
24052,Mount Royal,Mont-Royal,Liberal,Housefather,Anthony
24052,Mount Royal,Mont-Royal,Marxist-Leninist,Johnston,Diane
24052,Mount Royal,Mont-Royal,Green,Landry,Timothy
24052,Mount Royal,Mont-Royal,Conservative,Libman,Robert
24052,Mount Royal,Mont-Royal,NDP,Rimbao,Mario Jacinto
24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce--Westmount,Independent,Cahn,Lisa Julie
24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce--Westmount,Liberal,Garneau,Marc
24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce--Westmount,Marxist-Leninist,Hoffman,Rachel
24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce--Westmount,NDP,Hughes,James
24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce--Westmount,Bloc,Quesnel,Simon
24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce--Westmount,Conservative,Sagala,Richard
24053,Notre-Dame-de-Grâce--Westmount,Notre-Dame-de-Grâce--Westmount,Green,Wheeler,Melissa Kate
24054,Outremont,Outremont,Liberal,Bendayan,Rachel
24054,Outremont,Outremont,Green,Diallo,Amara
24054,Outremont,Outremont,Bloc,Galland Barou,Roger
24054,Outremont,Outremont,Conservative,Husny,Rodolphe
24054,Outremont,Outremont,NDP,Mulcair,Tom
24054,Outremont,Outremont,Libertarian,Pouliot,Francis
24054,Outremont,Outremont,Communist,Welsh,Adrien
24055,Papineau,Papineau,No affiliation,Bernardo,Beverly
24055,Papineau,Papineau,Bloc,Claveau,Maxime
24055,Papineau,Papineau,Rhinoceros,Gaudet,Tommy
24055,Papineau,Papineau,NDP,Lagacé Dowson,Anne
24055,Papineau,Papineau,Independent,Lloyd,Chris
24055,Papineau,Papineau,Marxist-Leninist,Macrisopoulos,Peter
24055,Papineau,Papineau,Green,Polifroni,Danny
24055,Papineau,Papineau,Liberal,Trudeau,Justin
24055,Papineau,Papineau,Conservative,Vadnais,Yvon
24055,Papineau,Papineau,Independent,Waldron,Kim
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Conservative,Assouline,Valérie
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Liberal,Baylis,Frank
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,NDP,Blanchette-Lamothe,Lysane
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Bloc,Laplante,Natalie
24056,Pierrefonds--Dollard,Pierrefonds--Dollard,Green,Weizfeld,Abraham
24057,Pontiac,Pontiac,Liberal,Amos,William
24057,Pontiac,Pontiac,Green,Griffiths,Colin
24057,Pontiac,Pontiac,Marxist-Leninist,Lang,Louis
24057,Pontiac,Pontiac,Bloc,Lepage,Nicolas
24057,Pontiac,Pontiac,Forces,Médieu,Pascal
24057,Pontiac,Pontiac,NDP,Ravignat,Mathieu
24057,Pontiac,Pontiac,Conservative,Woodman,Benjamin
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Liberal,Gauvin,David
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Conservative,Godin,Joël
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Bloc,Harvey,Raymond
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,NDP,Michaud,Élaine
24058,Portneuf--Jacques-Cartier,Portneuf--Jacques-Cartier,Green,Morin,Johanne
24059,Québec,Québec,Conservative,Asselin,Pierre-Thomas
24059,Québec,Québec,Liberal,Duclos,Jean-Yves
24059,Québec,Québec,Marxist-Leninist,Fournier,Normand
24059,Québec,Québec,Bloc,Mordret,Charles
24059,Québec,Québec,NDP,Papillon,Annick
24059,Québec,Québec,Forces,Provost,Danielle
24059,Québec,Québec,Green,Riboty,Philippe
24060,Repentigny,Repentigny,NDP,Bellemare,Réjean
24060,Repentigny,Repentigny,Forces,Cloutier,Johnathan
24060,Repentigny,Repentigny,Liberal,Dudas,Adriana
24060,Repentigny,Repentigny,Green,Gilbert,Yoland
24060,Repentigny,Repentigny,Conservative,Lefebvre,Jonathan
24060,Repentigny,Repentigny,Bloc,Pauzé,Monique
24061,Richmond--Arthabaska,Richmond--Arthabaska,NDP,Beaulieu,Myriam
24061,Richmond--Arthabaska,Richmond--Arthabaska,Green,Busque,Laurier
24061,Richmond--Arthabaska,Richmond--Arthabaska,Liberal,Desmarais,Marc
24061,Richmond--Arthabaska,Richmond--Arthabaska,Rhinoceros,Dubois,Antoine
24061,Richmond--Arthabaska,Richmond--Arthabaska,Bloc,Nolin,Olivier
24061,Richmond--Arthabaska,Richmond--Arthabaska,Conservative,Rayes,Alain
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Conservative,Gauthier,Érick
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Liberal,Lapointe,Linda
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,NDP,Liu,Laurin
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Bloc,Pinel,Félix
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Independent,Quinteros,Luis
24062,Rivière-des-Mille-Îles,Rivière-des-Mille-Îles,Green,Ware,Alec
24063,Rivière-du-Nord,Rivière-du-Nord,Liberal,Bélair Rolland,Janice
24063,Rivière-du-Nord,Rivière-du-Nord,Rhinoceros,Côté,Fobozof A.
24063,Rivière-du-Nord,Rivière-du-Nord,NDP,Dionne Labelle,Pierre
24063,Rivière-du-Nord,Rivière-du-Nord,Bloc,Fortin,Rhéal
24063,Rivière-du-Nord,Rivière-du-Nord,Green,Leckman,Joey
24063,Rivière-du-Nord,Rivière-du-Nord,Conservative,Vignol,Romain
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Rhinoceros,Aglat,Laurent
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Bloc,André,Claude
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,NDP,Boulerice,Alexandre
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Marxist-Leninist,Chénier,Stéphane
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Libertarian,d'Entremont,Peter
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Conservative,Dohan,Jeremy
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Liberal,Medawar,Nadine
24064,Rosemont--La Petite-Patrie,Rosemont--La Petite-Patrie,Green,Muldeen,Sameer
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Bloc,Jasmin-Tremblay,Patrice
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,NDP,Lemieux,Marie-Josée
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Conservative,Makridis,Nicolas
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Green,Mungur,Lorna
24065,Marc-Aurèle-Fortin,Marc-Aurèle-Fortin,Liberal,Robillard,Yves
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Green,Durand,Lise
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Bloc,Filion,Michel
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Conservative,Léveillé,Réjean
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Independent,Ménard,Ugo
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,NDP,Sansoucy,Brigitte
24066,Saint-Hyacinthe--Bagot,Saint-Hyacinthe--Bagot,Liberal,Vincelette,René
24067,Saint-Jean,Saint-Jean,Conservative,Guinta,Stéphane
24067,Saint-Jean,Saint-Jean,Bloc,Hurtubise,Denis
24067,Saint-Jean,Saint-Jean,NDP,Marotte,Hans
24067,Saint-Jean,Saint-Jean,Green,Redivo,Marilyn
24067,Saint-Jean,Saint-Jean,Liberal,Rioux,Jean
24068,Saint-Laurent,Saint-Laurent,NDP,Ackad,Alain
24068,Saint-Laurent,Saint-Laurent,Marxist-Leninist,Deschamps,Fernand
24068,Saint-Laurent,Saint-Laurent,Liberal,Dion,Stéphane
24068,Saint-Laurent,Saint-Laurent,Bloc,Dumas-Dubreuil,Pascal-Olivier
24068,Saint-Laurent,Saint-Laurent,Green,Tromp,John
24068,Saint-Laurent,Saint-Laurent,Conservative,Yu,Jimmy
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Liberal,Di Iorio,Nicola
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,NDP,Filato,Rosannie
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Conservative,Fournier,Jean Philippe
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Bloc,Gendron,Steeve
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Marxist-Leninist,Malek,Arezki
24069,Saint-Léonard--Saint-Michel,Saint-Léonard--Saint-Michel,Green,Miscione,Melissa
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Marxist-Leninist,Bédard,Jean-Paul
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Bloc,Carignan Deschamps,Sacki
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Liberal,Champagne,François-Philippe
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Conservative,Grenier,Jacques
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,Green,Toupin,Martial
24070,Saint-Maurice--Champlain,Saint-Maurice--Champlain,NDP,Tremblay,Jean-Yves
24071,Salaberry--Suroît,Salaberry--Suroît,Bloc,DeBellefeuille,Claude
24071,Salaberry--Suroît,Salaberry--Suroît,Conservative,De Martin,Albert
24071,Salaberry--Suroît,Salaberry--Suroît,Forces,Domingos,Patricia
24071,Salaberry--Suroît,Salaberry--Suroît,Independent,Larocque,Sylvain
24071,Salaberry--Suroît,Salaberry--Suroît,NDP,Quach,Anne Minh-Thu
24071,Salaberry--Suroît,Salaberry--Suroît,Liberal,Sauvé,Robert
24071,Salaberry--Suroît,Salaberry--Suroît,Green,Socrates,Nicola-Silverado
24072,Shefford,Shefford,Bloc,Beaudoin,Jocelyn
24072,Shefford,Shefford,Liberal,Breton,Pierre
24072,Shefford,Shefford,Conservative,Fontaine,Sylvie
24072,Shefford,Shefford,NDP,Mailhot,Claire
24072,Shefford,Shefford,Green,McMillan,Simon
24073,Sherbrooke,Sherbrooke,Liberal,Allen,Thomas ''Tom''
24073,Sherbrooke,Sherbrooke,Bloc,Bouchard,Caroline
24073,Sherbrooke,Sherbrooke,Conservative,Dauphin,Marc
24073,Sherbrooke,Sherbrooke,NDP,Dusseault,Pierre-Luc
24073,Sherbrooke,Sherbrooke,Independent,Huberdeau,Benoit
24073,Sherbrooke,Sherbrooke,Green,Malouin,Sophie
24073,Sherbrooke,Sherbrooke,Rhinoceros,Richard,Hubert
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Conservative,Boudreau,Marc
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Bloc,François,Vincent
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Green,Kaszel,Jennifer
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,NDP,Nicholls,Jamie
24074,Vaudreuil--Soulanges,Vaudreuil--Soulanges,Liberal,Schiefke,Peter
24075,Terrebonne,Terrebonne,Liberal,Audette,Michèle
24075,Terrebonne,Terrebonne,NDP,Borg,Charmaine
24075,Terrebonne,Terrebonne,Bloc,Boudrias,Michel
24075,Terrebonne,Terrebonne,Green,Moen,Susan
24075,Terrebonne,Terrebonne,Forces,Sénat,Louis Clément
24075,Terrebonne,Terrebonne,Conservative,Surprenant,Michel
24076,Trois-Rivières,Trois-Rivières,NDP,Aubin,Robert
24076,Trois-Rivières,Trois-Rivières,Liberal,Boivin,Yvon
24076,Trois-Rivières,Trois-Rivières,Libertarian,Rousseau,Maxime
24076,Trois-Rivières,Trois-Rivières,Conservative,Therrien,Dominic
24076,Trois-Rivières,Trois-Rivières,Green,Trottier,Éric
24076,Trois-Rivières,Trois-Rivières,Bloc,Valois,André
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Green,Green,Daniel
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Liberal,Miller,Marc
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Conservative,Shanahan,Steve
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Communist,Sloan,William
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Bloc,St-Onge,Chantal
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,NDP,Turner,Allison
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Rhinoceros,Wolfe,Daniel
24078,Vimy,Vimy,NDP,Duhamel,France
24078,Vimy,Vimy,Christian Heritage,Jenkins,Brian
24078,Vimy,Vimy,Bloc,Kaddouri,Barek
24078,Vimy,Vimy,Conservative,Mavros,Anthony
24078,Vimy,Vimy,Liberal,Nassif,Eva
24078,Vimy,Vimy,Green,Núñez Melo,José
35001,Ajax,Ajax,Conservative,Alexander,Chris
35001,Ajax,Ajax,NDP,Brown,Stephanie
35001,Ajax,Ajax,Green,Hill,Jeff
35001,Ajax,Ajax,Liberal,Holland,Mark
35001,Ajax,Ajax,United,Kesic,Bob
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,NDP,Hughes,Carol
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Green,Orok,Calvin John
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Conservative,Robichaud,André
35002,Algoma--Manitoulin--Kapuskasing,Algoma--Manitoulin--Kapuskasing,Liberal,Wilson,Heather
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Liberal,Alleslev,Leona
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Animal Alliance Environment Voters,Bowles,Kyle
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Conservative,Menegakis,Costas
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,NDP,Power,Brenda
35003,Aurora--Oak Ridges--Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Green,Ramdeen,Randi
35004,Barrie--Innisfil,Barrie--Innisfil,Conservative,Brassard,John
35004,Barrie--Innisfil,Barrie--Innisfil,NDP,Clark,Myrna
35004,Barrie--Innisfil,Barrie--Innisfil,Christian Heritage,Nail,Gary
35004,Barrie--Innisfil,Barrie--Innisfil,Green,North,Bonnie
35004,Barrie--Innisfil,Barrie--Innisfil,Canadian Action,Sakula,Jeff
35004,Barrie--Innisfil,Barrie--Innisfil,Liberal,Wilson,Colin
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Independent,Faerber,Ram
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Green,Lancaster,Marty
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Conservative,Nuttall,Alex
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Libertarian,Roskam,Darren
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,Liberal,Tamblyn,Brian
35005,Barrie--Springwater--Oro-Medonte,Barrie--Springwater--Oro-Medonte,NDP,White,Ellen
35006,Bay of Quinte,Baie de Quinte,NDP,Cassidy,Terry
35006,Bay of Quinte,Baie de Quinte,Liberal,Ellis,Neil
35006,Bay of Quinte,Baie de Quinte,Conservative,Jenkins,Jodie
35006,Bay of Quinte,Baie de Quinte,Green,Nelems,Rachel
35006,Bay of Quinte,Baie de Quinte,Independent,Tuck,Trueman
35007,Beaches--East York,Beaches--East York,Conservative,Burrows,Bill
35007,Beaches--East York,Beaches--East York,Marxist-Leninist,Carter,Roger
35007,Beaches--East York,Beaches--East York,Liberal,Erskine-Smith,Nathaniel
35007,Beaches--East York,Beaches--East York,NDP,Kellway,Matthew
35007,Beaches--East York,Beaches--East York,Green,Sach,Randall
35007,Beaches--East York,Beaches--East York,Independent,Sears,James
35007,Beaches--East York,Beaches--East York,Independent,Surjanac,Peter
35008,Brampton Centre,Brampton-Centre,Green,Bottcher,Saul Marquard T.
35008,Brampton Centre,Brampton-Centre,Marxist-Leninist,Chilelli,Frank
35008,Brampton Centre,Brampton-Centre,Conservative,Gosal,Bal
35008,Brampton Centre,Brampton-Centre,NDP,Keenan,Rosemary
35008,Brampton Centre,Brampton-Centre,Liberal,Sangha,Ramesh
35009,Brampton East,Brampton-Est,Conservative,Bajaj,Naval
35009,Brampton East,Brampton-Est,Liberal,Grewal,Raj
35009,Brampton East,Brampton-Est,NDP,Kahlon,Harbaljit Singh
35009,Brampton East,Brampton-Est,Green,Lacroix,Kyle
35010,Brampton North,Brampton-Nord,Conservative,Gill,Parm
35010,Brampton North,Brampton-Nord,Communist,Hundal,Harinderpal
35010,Brampton North,Brampton-Nord,Liberal,Sahota,Ruby
35010,Brampton North,Brampton-Nord,NDP,Singh,Martin
35010,Brampton North,Brampton-Nord,Green,Thornham,Pauline
35011,Brampton South,Brampton-Sud,Green,Hatton,Shaun
35011,Brampton South,Brampton-Sud,NDP,Sangha,Amarjit
