District,Poll Number,Poll Name,Elisabeth Clark,Laurent Filion,Mario Laframboise,David H. McArthur,Michael O'Grady,Claude Sabourin,Yves Sabourin,Rejected Ballots,Total Vote,Electors
Argenteuil--Mirabel/Argenteuil--Mirabel,204A,Mirabel (Saint-Janvier),2,2,106,12,1,0,24,5,152,294
Argenteuil--Mirabel/Argenteuil--Mirabel,204B,Mirabel (Saint-Janvier),3,0,114,8,0,4,18,8,155,304
Argenteuil--Mirabel/Argenteuil--Mirabel,205,Mirabel (Saint-Janvier),11,1,154,12,1,8,20,8,215,370
Argenteuil--Mirabel/Argenteuil--Mirabel,500,Mobile poll/Bureau itinérant,1,3,30,4,0,7,25,5,75,101
Argenteuil--Mirabel/Argenteuil--Mirabel,501,Mobile poll/Bureau itinérant,3,3,30,12,0,20,78,5,151,247
Argenteuil--Mirabel/Argenteuil--Mirabel,600,Thurso,10,1,98,11,0,6,56,3,185,
Argenteuil--Mirabel/Argenteuil--Mirabel,601,Saint-André-Avellin,7,4,207,20,0,11,90,4,343,
Argenteuil--Mirabel/Argenteuil--Mirabel,602,Montebello,6,0,122,9,0,7,73,0,217,
Argenteuil--Mirabel/Argenteuil--Mirabel,603,Grenville,5,1,65,31,0,12,82,1,197,
Argenteuil--Mirabel/Argenteuil--Mirabel,604,Brownsburg,14,1,185,61,1,30,210,4,506,
Argenteuil--Mirabel/Argenteuil--Mirabel,605,Morin-Heights,14,0,155,39,1,37,171,3,420,
Argenteuil--Mirabel/Argenteuil--Mirabel,606,Lachute--Mirabel,10,1,232,53,1,56,310,13,676,
Argenteuil--Mirabel/Argenteuil--Mirabel,607,Saint-André-d'Argenteuil,1,0,82,24,0,13,52,4,176,
Argenteuil--Mirabel/Argenteuil--Mirabel,608,Saint-Placide,2,1,130,14,0,7,40,2,196,
Argenteuil--Mirabel/Argenteuil--Mirabel,609,Saint-Joseph-du-Lac,6,0,220,40,0,13,58,14,351,
Argenteuil--Mirabel/Argenteuil--Mirabel,610,Mirabel (secteur Saint-Augustin),10,1,271,31,1,11,86,10,421,
Argenteuil--Mirabel/Argenteuil--Mirabel,611,Mirabel (secteur Saint-Canut),4,0,100,13,0,3,22,4,146,
Argenteuil--Mirabel/Argenteuil--Mirabel,612,Mirabel (secteur Saint-Janvier),7,1,263,47,0,12,77,8,415,
Argenteuil--Mirabel/Argenteuil--Mirabel,,Group 1/Groupe 1,4,0,30,16,0,2,21,5,78,167
Argenteuil--Mirabel/Argenteuil--Mirabel,,Group 2/Groupe 2,14,2,241,53,0,29,372,23,734,
