District,Poll Number,Poll Name,Janis Crawford,Marie Henretta,Carole Lavallée,Jean-François Mongeau,Marc Savard,David Vachon,Rejected Ballots,Total Vote,Electors
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,179,Saint-Hubert,4,14,104,11,81,4,2,220,374
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,180A,Saint-Hubert,2,5,134,8,71,1,5,226,368
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,180B,Saint-Hubert,4,9,113,10,55,3,7,201,351
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,181A,Saint-Hubert,2,5,101,7,48,3,4,170,310
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,181B,Saint-Hubert,2,4,106,10,40,2,5,169,277
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,182,Saint-Hubert,8,28,177,22,69,6,6,316,529
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,182-1,Saint-Hubert,3,10,55,12,44,2,2,128,218
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,182-2,Saint-Hubert,7,9,161,10,65,7,12,271,403
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,400,Saint-Bruno-de-Montarville,0,1,15,5,31,2,0,54,116
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,500,Mobile poll/Bureau itinérant,0,3,32,6,48,0,3,92,133
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,501,Mobile poll/Bureau itinérant,1,3,14,2,43,0,1,64,103
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,502,Mobile poll/Bureau itinérant,1,1,33,7,67,1,3,113,149
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,503,Mobile poll/Bureau itinérant,1,3,21,3,32,3,5,68,131
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,504,Mobile poll/Bureau itinérant,2,2,7,0,17,0,0,28,62
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,505,Mobile poll/Bureau itinérant,1,4,14,6,24,0,1,50,80
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,506,Mobile poll/Bureau itinérant,1,1,16,3,25,0,3,49,91
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,507,Mobile poll/Bureau itinérant,0,1,17,2,25,1,4,50,62
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,508,Mobile poll/Bureau itinérant,0,3,7,4,26,1,3,44,75
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,600,Longueuil,15,20,259,58,344,7,7,710,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,601,Longueuil,25,41,246,85,448,4,2,851,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,602,Longueuil,4,23,318,58,169,3,13,588,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,603,Longueuil,8,21,357,30,150,3,12,581,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,604,Longueuil,3,6,213,29,80,0,5,336,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,605,Longueuil,9,10,198,44,99,4,5,369,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,606,Longueuil,8,7,178,27,96,4,11,331,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,607,Longueuil,6,8,212,29,95,2,10,362,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,608,Longueuil,8,18,244,42,129,4,15,460,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,609,Longueuil,2,15,235,49,163,5,7,476,
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,,Group 1/Groupe 1,7,11,56,35,47,4,4,164,301
Saint-Bruno--Saint-Hubert/Saint-Bruno--Saint-Hubert,,Group 2/Groupe 2,20,33,471,69,450,11,22,1076,
