Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Valérie Giguère,Richard Marceau,Isabelle Martineau,Les Parsons,Daniel Pelletier,Daniel Petit,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 500A","Mobile poll/Bureau itinérant",7,15,0,0,6,7,4,39,51
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 500B","Mobile poll/Bureau itinérant",33,38,6,0,4,72,6,159,41
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 501","Mobile poll/Bureau itinérant",24,16,2,0,3,27,2,74,115
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 502","Mobile poll/Bureau itinérant",37,29,5,1,5,38,2,117,133
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 600","Québec",34,142,13,6,14,134,1,344,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 601","Québec",20,76,7,1,14,127,3,248,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 602","Québec",22,66,13,2,9,80,1,193,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 603","Québec",41,133,10,4,22,186,2,398,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 604","Québec",21,86,19,2,17,135,1,281,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 605","Québec",53,146,20,7,16,168,0,410,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 606","Québec",37,106,22,6,27,137,2,337,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 607","Québec",35,147,11,4,13,145,0,355,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 608","Québec",54,110,16,4,17,161,4,366,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 609","Québec",46,144,24,5,7,219,7,452,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 610","Québec",51,111,15,5,9,131,1,323,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 611","Québec",69,134,20,7,15,184,1,430,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 612","Québec",54,96,5,7,11,108,4,285,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 613","Québec",70,117,20,4,14,173,2,400,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 614","Québec",107,170,23,7,13,179,4,503,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 615","Québec",86,111,16,4,16,157,4,394,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 616","Québec",45,76,11,3,13,120,3,271,
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles",,Group 1/Groupe 1,25,62,13,7,3,122,7,239,616
"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles",,Group 2/Groupe 2,229,874,64,19,37,390,22,1635,
