Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Neil Adair,John Baird,Randy Bens,Lee Farnworth,John Pacheco,Marlene Rivier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 603","Ottawa",20,320,0,164,9,61,2,576,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 604","Ottawa",17,361,0,150,6,75,1,610,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 605","Nepean",21,406,2,170,5,48,0,652,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 606","Ottawa",23,460,0,198,13,56,0,750,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 607","Ottawa",30,242,0,159,6,66,1,504,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 608","Ottawa",16,388,4,137,7,63,0,615,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 609","Nepean",30,511,3,225,14,65,2,850,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 610","Nepean",22,581,1,224,16,83,2,929,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 611","Nepean",23,612,2,250,19,70,2,978,
"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 1/Groupe 1,12,117,2,122,5,26,11,295,547
"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 2/Groupe 2,94,1083,0,697,11,218,30,2133,
