Electoral District/Circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Ben Cowie,Jamilé Ghaddar,Gordon Guyatt,David Januczkowski,Russ Powers,David Sweet,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 174A","Ancaster",0,0,32,4,71,65,0,172,255
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 174B","Ancaster",0,0,23,6,75,64,0,168,254
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 175","Ancaster",1,0,36,6,89,87,0,219,315
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 176","Ancaster",0,0,33,3,41,65,0,142,235
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 177","Ancaster",1,0,63,7,118,114,0,303,483
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 178","Ancaster",3,1,55,9,91,101,0,260,427
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 179","Ancaster",1,0,64,7,88,117,1,278,436
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 180","Ancaster",1,1,57,7,132,109,2,309,472
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 181","Ancaster",1,0,68,4,79,108,0,260,417
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 182","Flamborough",0,0,31,8,60,99,0,198,296
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 183","Flamborough",2,0,56,18,48,119,0,243,342
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 184","Flamborough",0,0,41,10,50,97,0,198,353
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 185","Flamborough",1,0,30,9,59,73,0,172,278
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 186","Ancaster",2,0,47,15,66,113,0,243,397
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 187","Ancaster",3,0,47,16,57,152,0,275,442
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 188","Ancaster",2,0,63,11,80,141,0,297,455
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 189","Ancaster",0,1,45,13,77,120,0,256,382
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 190","Ancaster",2,0,41,3,112,99,0,257,457
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 191","Ancaster",0,1,43,11,111,85,1,252,449
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 192A","Ancaster",3,0,26,7,56,37,0,129,264
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 192B","Mobile poll/Bureau itinérant",Merged with No. 506C/Fusionné avec le nº 506C,,,,,,,,165
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 193","Ancaster",1,0,46,11,98,118,0,274,447
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 194A","Ancaster",1,0,36,2,101,97,2,239,424
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 194B","Ancaster",0,0,34,1,96,89,1,221,391
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 194C","Ancaster",4,1,35,11,77,109,0,237,410
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 195","Ancaster",1,0,48,6,108,107,2,272,443
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 196","Ancaster",2,1,31,8,74,85,1,202,339
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 197A","Ancaster",1,0,35,3,133,79,0,251,412
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 197B","Ancaster",3,1,28,12,110,93,0,247,413
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 198","Ancaster",0,0,26,9,78,48,0,161,277
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 199","Ancaster",0,1,26,6,113,129,3,278,480
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 200","Ancaster",1,0,34,12,74,70,0,191,330
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 201A","Ancaster",1,0,27,6,62,62,1,159,296
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 201B","Ancaster",0,0,20,2,57,55,0,134,287
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 202","Ancaster",2,0,31,11,107,128,0,279,453
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 203A","Ancaster",1,0,33,5,53,91,0,183,279
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 203B","Ancaster",0,1,32,4,59,72,0,168,254
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 204A","Ancaster",0,0,30,7,64,81,0,182,337
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 204B","Ancaster",0,0,27,5,75,105,0,212,357
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 205","Ancaster",1,0,27,8,71,89,0,196,324
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 206A","Ancaster",0,0,34,7,75,63,0,179,307
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 206B","Ancaster",1,0,24,8,78,68,0,179,311
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 206C","Ancaster",0,0,32,10,79,78,1,200,318
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 207","Ancaster",0,1,24,9,79,126,0,239,372
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 208","Ancaster",1,0,49,13,81,171,0,315,478
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 209","Ancaster",1,0,27,4,34,103,0,169,300
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 210","Ancaster",0,0,20,2,41,84,0,147,241
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 211","Ancaster",0,1,25,7,40,60,0,133,244
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 400A","Dundas",0,0,19,3,33,21,2,78,218
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 400B","Dundas",1,1,36,2,54,25,0,119,279
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 401","Dundas",Void/Supprimé,,,,,,,,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 402A","Hamilton ",2,1,126,13,119,58,2,321,337
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 402B","Hamilton ",7,0,180,37,252,100,2,578,583
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 403","Hamilton ",0,1,45,9,66,28,0,149,194
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 404","Ancaster",1,1,19,11,11,293,0,336,347
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 500","Mobile poll/Bureau itinérant",0,0,8,1,13,20,0,42,53
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 501","Mobile poll/Bureau itinérant",1,2,11,2,17,20,0,53,163
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 502","Mobile poll/Bureau itinérant",0,1,5,5,24,41,1,77,83
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 503","Mobile poll/Bureau itinérant",0,0,19,4,56,21,0,100,114
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 504","Mobile poll/Bureau itinérant",1,0,12,0,20,19,2,54,115
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 505","Mobile poll/Bureau itinérant",0,1,20,2,26,16,1,66,84
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 506A","Mobile poll/Bureau itinérant",Merged with No. 507B/Fusionné avec le nº 507B,,,,,,,,58
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 506B","Mobile poll/Bureau itinérant",Merged with No. 507A/Fusionné avec le nº 507A,,,,,,,,40
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 506C","Mobile poll/Bureau itinérant",1,1,23,2,28,30,2,87,42
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 507A","Mobile poll/Bureau itinérant",2,1,11,1,36,30,0,81,127
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 507B","Mobile poll/Bureau itinérant",1,1,26,5,36,52,1,122,95
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 508","Mobile poll/Bureau itinérant",2,3,35,6,60,42,2,150,253
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 509","Mobile poll/Bureau itinérant",0,0,13,1,17,2,2,35,41
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 600","Hamilton ",4,0,52,16,152,403,0,627,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 601","Hamilton ",1,0,48,14,85,204,0,352,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 602","Hamilton ",2,1,56,15,92,225,1,392,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 603","Hamilton ",1,0,73,17,132,310,1,534,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 604","Hamilton ",2,2,82,14,264,459,0,823,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 605","Hamilton ",5,0,152,31,272,381,4,845,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 606","Hamilton ",0,1,155,16,134,121,2,429,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 607","Hamilton ",3,1,123,15,199,169,3,513,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 608","Hamilton ",3,0,254,37,434,521,2,1251,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 609","Hamilton ",2,0,98,14,271,449,2,836,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 610","Hamilton ",0,1,44,7,73,179,0,304,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 611","Hamilton ",3,1,128,28,325,534,3,1022,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale"," 612","Hamilton ",5,1,114,22,298,491,2,933,
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale",,Group 1/Groupe 1,0,0,20,3,41,33,2,99,183
"Ancaster--Dundas--Flamborough--Westdale/Ancaster--Dundas--Flamborough--Westdale",,Group 2/Groupe 2,6,2,238,55,544,619,17,1481,
