Geographic code,Geographic name,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016)
59002,Burnaby North--Seymour,British Columbia,59,4.0,00000,Both sexes,102485,14845,70570,17070,2195,100625,14875,71635,14120,1640,100,14.5,68.9,16.7,2.1,100,14.8,71.2,14,1.6,1.8,-0.2,-1.5,20.9,33.8
59002,Burnaby North--Seymour,British Columbia,59,4.0,00000,Male,50305,7630,34785,7890,855,49470,7640,35335,6495,570,100,15.2,69.1,15.7,1.7,100,15.4,71.4,13.1,1.2,1.7,-0.1,-1.6,21.5,50
59002,Burnaby North--Seymour,British Columbia,59,4.0,00000,Female,52185,7210,35790,9190,1340,51155,7230,36300,7620,1075,100,13.8,68.6,17.6,2.6,100,14.1,71,14.9,2.1,2,-0.3,-1.4,20.6,24.7
59003,Burnaby South,British Columbia,59,3.9,00000,Both sexes,111970,14115,80185,17670,2330,105040,13830,76380,14830,2000,100,12.6,71.6,15.8,2.1,100,13.2,72.7,14.1,1.9,6.6,2.1,5,19.2,16.5
59003,Burnaby South,British Columbia,59,3.9,00000,Male,54230,7250,38980,8000,895,50920,7060,37250,6610,695,100,13.4,71.9,14.8,1.7,100,13.9,73.2,13,1.4,6.5,2.7,4.6,21,28.8
59003,Burnaby South,British Columbia,59,3.9,00000,Female,57740,6860,41210,9670,1440,54120,6770,39130,8220,1305,100,11.9,71.4,16.7,2.5,100,12.5,72.3,15.2,2.4,6.7,1.3,5.3,17.6,10.3
59004,Cariboo--Prince George,British Columbia,59,4.8,00000,Both sexes,108905,18910,72575,17420,1695,108250,19675,74755,13820,1245,100,17.4,66.6,16,1.6,100,18.2,69.1,12.8,1.2,0.6,-3.9,-2.9,26,36.1
59004,Cariboo--Prince George,British Columbia,59,4.8,00000,Male,54810,9805,36395,8605,705,54220,10105,37325,6790,450,100,17.9,66.4,15.7,1.3,100,18.6,68.8,12.5,0.8,1.1,-3,-2.5,26.7,56.7
59004,Cariboo--Prince George,British Columbia,59,4.8,00000,Female,54100,9105,36185,8810,990,54035,9570,37430,7030,795,100,16.8,66.9,16.3,1.8,100,17.7,69.3,13,1.5,0.1,-4.9,-3.3,25.3,24.5
59005,Central Okanagan--Similkameen--Nicola,British Columbia,59,5.9,00000,Both sexes,110290,13995,66650,29650,4225,104400,13740,65655,25005,3615,100,12.7,60.4,26.9,3.8,100,13.2,62.9,24,3.5,5.6,1.9,1.5,18.6,16.9
59005,Central Okanagan--Similkameen--Nicola,British Columbia,59,5.9,00000,Male,53270,7145,32390,13740,1555,50270,7010,31855,11410,1245,100,13.4,60.8,25.8,2.9,100,13.9,63.4,22.7,2.5,6,1.9,1.7,20.4,24.9
59005,Central Okanagan--Similkameen--Nicola,British Columbia,59,5.9,00000,Female,57025,6855,34265,15910,2665,54135,6730,33800,13600,2375,100,12,60.1,27.9,4.7,100,12.4,62.4,25.1,4.4,5.3,1.9,1.4,17,12.2
59006,Chilliwack--Hope,British Columbia,59,5.2,00000,Both sexes,100125,17905,61845,20370,2560,92735,17200,59265,16275,2060,100,17.9,61.8,20.3,2.6,100,18.5,63.9,17.6,2.2,8,4.1,4.4,25.2,24.3
59006,Chilliwack--Hope,British Columbia,59,5.2,00000,Male,49110,9245,30345,9525,975,45440,8795,29115,7530,745,100,18.8,61.8,19.4,2,100,19.4,64.1,16.6,1.6,8.1,5.1,4.2,26.5,30.9
59006,Chilliwack--Hope,British Columbia,59,5.2,00000,Female,51015,8660,31505,10845,1585,47300,8405,30150,8740,1315,100,17,61.8,21.3,3.1,100,17.8,63.7,18.5,2.8,7.9,3,4.5,24.1,20.5
59007,Cloverdale--Langley City,British Columbia,59,3.6,00000,Both sexes,117640,23445,79530,14665,1755,100320,20200,69210,10920,1455,100,19.9,67.6,12.5,1.5,100,20.1,69,10.9,1.5,17.3,16.1,14.9,34.3,20.6
59007,Cloverdale--Langley City,British Columbia,59,3.6,00000,Male,57460,12075,38835,6555,610,49015,10420,33885,4715,475,100,21,67.6,11.4,1.1,100,21.3,69.1,9.6,1,17.2,15.9,14.6,39,28.4
59007,Cloverdale--Langley City,British Columbia,59,3.6,00000,Female,60175,11370,40695,8110,1140,51300,9775,35325,6205,985,100,18.9,67.6,13.5,1.9,100,19.1,68.9,12.1,1.9,17.3,16.3,15.2,30.7,15.7
59008,Coquitlam--Port Coquitlam,British Columbia,59,3.6,00000,Both sexes,123575,20695,87190,15690,1670,110275,19050,79950,11280,1210,100,16.7,70.6,12.7,1.4,100,17.3,72.5,10.2,1.1,12.1,8.6,9.1,39.1,38
59008,Coquitlam--Port Coquitlam,British Columbia,59,3.6,00000,Male,60380,10770,42500,7105,595,54085,9915,39080,5090,415,100,17.8,70.4,11.8,1,100,18.3,72.3,9.4,0.8,11.6,8.6,8.8,39.6,43.4
59008,Coquitlam--Port Coquitlam,British Columbia,59,3.6,00000,Female,63200,9925,44690,8585,1070,56190,9135,40870,6185,800,100,15.7,70.7,13.6,1.7,100,16.3,72.7,11,1.4,12.5,8.6,9.3,38.8,33.8
59009,Courtenay--Alberni,British Columbia,59,5.5,00000,Both sexes,114645,14420,66310,33915,3860,110390,14355,68570,27465,3145,100,12.6,57.8,29.6,3.4,100,13,62.1,24.9,2.8,3.9,0.5,-3.3,23.5,22.7
59009,Courtenay--Alberni,British Columbia,59,5.5,00000,Male,55680,7430,31940,16310,1550,53695,7350,33175,13165,1175,100,13.3,57.4,29.3,2.8,100,13.7,61.8,24.5,2.2,3.7,1.1,-3.7,23.9,31.9
59009,Courtenay--Alberni,British Columbia,59,5.5,00000,Female,58965,6990,34375,17605,2310,56695,7000,35395,14305,1965,100,11.9,58.3,29.9,3.9,100,12.3,62.4,25.2,3.5,4,-0.1,-2.9,23.1,17.6
59010,Cowichan--Malahat--Langford,British Columbia,59,5.0,00000,Both sexes,108050,17200,69715,21135,2420,99160,16210,66570,16375,2185,100,15.9,64.5,19.6,2.2,100,16.3,67.1,16.5,2.2,9,6.1,4.7,29.1,10.8
59010,Cowichan--Malahat--Langford,British Columbia,59,5.0,00000,Male,52980,8805,33995,10180,965,48575,8300,32620,7655,805,100,16.6,64.2,19.2,1.8,100,17.1,67.2,15.8,1.7,9.1,6.1,4.2,33,19.9
59010,Cowichan--Malahat--Langford,British Columbia,59,5.0,00000,Female,55070,8395,35720,10955,1455,50580,7910,33950,8725,1375,100,15.2,64.9,19.9,2.6,100,15.6,67.1,17.2,2.7,8.9,6.1,5.2,25.6,5.8
59011,Delta,British Columbia,59,3.4,00000,Both sexes,103060,16470,67215,19380,2320,100590,17145,67845,15595,1865,100,16,65.2,18.8,2.3,100,17,67.4,15.5,1.9,2.5,-3.9,-0.9,24.3,24.4
59011,Delta,British Columbia,59,3.4,00000,Male,50545,8425,33055,9060,900,49370,8740,33315,7315,665,100,16.7,65.4,17.9,1.8,100,17.7,67.5,14.8,1.3,2.4,-3.6,-0.8,23.9,35.3
59011,Delta,British Columbia,59,3.4,00000,Female,52520,8035,34160,10320,1420,51215,8410,34530,8280,1200,100,15.3,65,19.6,2.7,100,16.4,67.4,16.2,2.3,2.5,-4.5,-1.1,24.6,18.3
59012,Fleetwood--Port Kells,British Columbia,59,3.7,00000,Both sexes,116960,20455,81020,15485,1795,109740,20575,77360,11805,1365,100,17.5,69.3,13.2,1.5,100,18.7,70.5,10.8,1.2,6.6,-0.6,4.7,31.2,31.5
59012,Fleetwood--Port Kells,British Columbia,59,3.7,00000,Male,57715,10525,39905,7280,690,54035,10575,38035,5430,455,100,18.2,69.1,12.6,1.2,100,19.6,70.4,10,0.8,6.8,-0.5,4.9,34.1,51.6
59012,Fleetwood--Port Kells,British Columbia,59,3.7,00000,Female,59245,9930,41105,8205,1110,55710,9995,39330,6375,910,100,16.8,69.4,13.8,1.9,100,17.9,70.6,11.4,1.6,6.3,-0.7,4.5,28.7,22
59013,Kamloops--Thompson--Cariboo,British Columbia,59,5.7,00000,Both sexes,124360,18310,81070,24980,2755,118620,17855,80820,19950,2130,100,14.7,65.2,20.1,2.2,100,15.1,68.1,16.8,1.8,4.8,2.5,0.3,25.2,29.3
59013,Kamloops--Thompson--Cariboo,British Columbia,59,5.7,00000,Male,61775,9380,40310,12090,1125,58725,9150,39985,9590,770,100,15.2,65.3,19.6,1.8,100,15.6,68.1,16.3,1.3,5.2,2.5,0.8,26.1,46.1
59013,Kamloops--Thompson--Cariboo,British Columbia,59,5.7,00000,Female,62580,8930,40760,12890,1635,59900,8700,40835,10365,1365,100,14.3,65.1,20.6,2.6,100,14.5,68.2,17.3,2.3,4.5,2.6,-0.2,24.4,19.8
59014,Kelowna--Lake Country,British Columbia,59,4.3,00000,Both sexes,119385,18145,79425,21815,2685,110045,17420,74765,17870,2280,100,15.2,66.5,18.3,2.2,100,15.8,67.9,16.2,2.1,8.5,4.2,6.2,22.1,17.8
59014,Kelowna--Lake Country,British Columbia,59,4.3,00000,Male,58555,9095,39120,10335,1055,53745,8830,36605,8310,845,100,15.5,66.8,17.7,1.8,100,16.4,68.1,15.5,1.6,8.9,3,6.9,24.4,24.9
59014,Kelowna--Lake Country,British Columbia,59,4.3,00000,Female,60830,9045,40305,11480,1630,56310,8590,38160,9555,1435,100,14.9,66.3,18.9,2.7,100,15.3,67.8,17,2.5,8,5.3,5.6,20.1,13.6
59015,Kootenay--Columbia,British Columbia,59,6.7,00100,Both sexes,112355,17105,72195,23050,2575,107590,16760,72375,18460,2140,100,15.2,64.3,20.5,2.3,100,15.6,67.3,17.2,2,4.4,2.1,-0.2,24.9,20.3
59015,Kootenay--Columbia,British Columbia,59,6.7,00100,Male,56115,8755,36120,11240,955,53705,8535,36345,8830,760,100,15.6,64.4,20,1.7,100,15.9,67.7,16.4,1.4,4.5,2.6,-0.6,27.3,25.7
59015,Kootenay--Columbia,British Columbia,59,6.7,00100,Female,56240,8355,36075,11810,1620,53880,8225,36030,9630,1375,100,14.9,64.1,21,2.9,100,15.3,66.9,17.9,2.6,4.4,1.6,0.1,22.6,17.8
59016,Langley--Aldergrove,British Columbia,59,4.0,00000,Both sexes,117020,21300,76635,19080,2405,103085,18870,70015,14200,1785,100,18.2,65.5,16.3,2.1,100,18.3,67.9,13.8,1.7,13.5,12.9,9.5,34.4,34.7
59016,Langley--Aldergrove,British Columbia,59,4.0,00000,Male,57290,10875,37550,8865,870,50670,9690,34390,6590,630,100,19,65.5,15.5,1.5,100,19.1,67.9,13,1.2,13.1,12.2,9.2,34.5,38.1
59016,Langley--Aldergrove,British Columbia,59,4.0,00000,Female,59725,10430,39090,10210,1535,52415,9180,35625,7620,1155,100,17.5,65.4,17.1,2.6,100,17.5,68,14.5,2.2,13.9,13.6,9.7,34,32.9
59017,Mission--Matsqui--Fraser Canyon,British Columbia,59,5.6,00100,Both sexes,94825,17470,61670,15680,1640,90615,17325,60805,12490,1185,100,18.4,65,16.5,1.7,100,19.1,67.1,13.8,1.3,4.6,0.8,1.4,25.5,38.4
59017,Mission--Matsqui--Fraser Canyon,British Columbia,59,5.6,00100,Male,48095,9115,31295,7685,685,46015,8960,30905,6155,445,100,19,65.1,16,1.4,100,19.5,67.2,13.4,1,4.5,1.7,1.3,24.9,53.9
59017,Mission--Matsqui--Fraser Canyon,British Columbia,59,5.6,00100,Female,46725,8350,30375,8000,955,44600,8365,29900,6335,740,100,17.9,65,17.1,2,100,18.8,67,14.2,1.7,4.8,-0.2,1.6,26.3,29.1
59018,Nanaimo--Ladysmith,British Columbia,59,5.1,00000,Both sexes,122710,17355,77155,28200,3715,115000,16330,75980,22695,3170,100,14.1,62.9,23,3,100,14.2,66.1,19.7,2.8,6.7,6.3,1.5,24.3,17.2
59018,Nanaimo--Ladysmith,British Columbia,59,5.1,00000,Male,59560,8855,37430,13275,1415,55825,8320,36905,10610,1095,100,14.9,62.8,22.3,2.4,100,14.9,66.1,19,2,6.7,6.4,1.4,25.1,29.2
59018,Nanaimo--Ladysmith,British Columbia,59,5.1,00000,Female,63150,8500,39720,14930,2300,59170,8010,39075,12090,2075,100,13.5,62.9,23.6,3.6,100,13.5,66,20.4,3.5,6.7,6.1,1.7,23.5,10.8
59019,New Westminster--Burnaby,British Columbia,59,4.9,00000,Both sexes,115340,15265,82605,17470,2695,108655,15340,78905,14410,2420,100,13.2,71.6,15.1,2.3,100,14.1,72.6,13.3,2.2,6.2,-0.5,4.7,21.2,11.4
59019,New Westminster--Burnaby,British Columbia,59,4.9,00000,Male,56510,7920,40795,7790,940,53320,7875,39130,6310,795,100,14,72.2,13.8,1.7,100,14.8,73.4,11.8,1.5,6,0.6,4.3,23.5,18.2
59019,New Westminster--Burnaby,British Columbia,59,4.9,00000,Female,58830,7340,41805,9685,1755,55330,7460,39770,8095,1625,100,12.5,71.1,16.5,3,100,13.5,71.9,14.6,2.9,6.3,-1.6,5.1,19.6,8
59020,North Okanagan--Shuswap,British Columbia,59,5.5,00000,Both sexes,124605,17515,75075,32020,3895,121480,17560,77070,26850,3360,100,14.1,60.3,25.7,3.1,100,14.5,63.4,22.1,2.8,2.6,-0.3,-2.6,19.3,15.9
59020,North Okanagan--Shuswap,British Columbia,59,5.5,00000,Male,60590,8935,36350,15300,1545,59005,8960,37370,12680,1245,100,14.7,60,25.3,2.5,100,15.2,63.3,21.5,2.1,2.7,-0.3,-2.7,20.7,24.1
59020,North Okanagan--Shuswap,British Columbia,59,5.5,00000,Female,64015,8580,38720,16715,2350,62475,8600,39700,14175,2115,100,13.4,60.5,26.1,3.7,100,13.8,63.5,22.7,3.4,2.5,-0.2,-2.5,17.9,11.1
59021,North Vancouver,British Columbia,59,4.0,00000,Both sexes,115345,17855,78100,19390,2725,109640,17005,76215,16420,2435,100,15.5,67.7,16.8,2.4,100,15.5,69.5,15,2.2,5.2,5,2.5,18.1,11.9
59021,North Vancouver,British Columbia,59,4.0,00000,Male,55515,9165,37775,8580,980,52710,8775,36785,7150,835,100,16.5,68,15.5,1.8,100,16.6,69.8,13.6,1.6,5.3,4.4,2.7,20,17.4
59021,North Vancouver,British Columbia,59,4.0,00000,Female,59825,8690,40325,10810,1740,56930,8225,39435,9265,1600,100,14.5,67.4,18.1,2.9,100,14.4,69.3,16.3,2.8,5.1,5.7,2.3,16.7,8.8
59022,Pitt Meadows--Maple Ridge,British Columbia,59,3.9,00000,Both sexes,101105,17665,68570,14860,1730,94115,17110,65670,11330,1315,100,17.5,67.8,14.7,1.7,100,18.2,69.8,12,1.4,7.4,3.2,4.4,31.2,31.6
59022,Pitt Meadows--Maple Ridge,British Columbia,59,3.9,00000,Male,49475,9080,33720,6675,615,46290,8700,32575,5010,425,100,18.4,68.2,13.5,1.2,100,18.8,70.4,10.8,0.9,6.9,4.4,3.5,33.2,44.7
59022,Pitt Meadows--Maple Ridge,British Columbia,59,3.9,00000,Female,51630,8590,34850,8190,1120,47825,8415,33095,6320,890,100,16.6,67.5,15.9,2.2,100,17.6,69.2,13.2,1.9,8,2.1,5.3,29.6,25.8
59023,Port Moody--Coquitlam,British Columbia,59,3.6,00000,Both sexes,110820,17825,77380,15610,1685,108330,18075,77490,12770,1455,100,16.1,69.8,14.1,1.5,100,16.7,71.5,11.8,1.3,2.3,-1.4,-0.1,22.2,15.8
59023,Port Moody--Coquitlam,British Columbia,59,3.6,00000,Male,54605,9075,38225,7310,600,53705,9290,38525,5895,460,100,16.6,70,13.4,1.1,100,17.3,71.7,11,0.9,1.7,-2.3,-0.8,24,30.4
59023,Port Moody--Coquitlam,British Columbia,59,3.6,00000,Female,56210,8750,39155,8305,1085,54625,8780,38965,6880,990,100,15.6,69.7,14.8,1.9,100,16.1,71.3,12.6,1.8,2.9,-0.3,0.5,20.7,9.6
59024,Prince George--Peace River--Northern Rockies,British Columbia,59,5.2,00000,Both sexes,110990,21740,76020,13235,1185,107380,20770,75455,11155,1035,100,19.6,68.5,11.9,1.1,100,19.3,70.3,10.4,1,3.4,4.7,0.7,18.6,14.5
59024,Prince George--Peace River--Northern Rockies,British Columbia,59,5.2,00000,Male,56960,11170,39190,6600,475,55045,10620,38890,5535,365,100,19.6,68.8,11.6,0.8,100,19.3,70.7,10.1,0.7,3.5,5.2,0.8,19.2,30.1
59024,Prince George--Peace River--Northern Rockies,British Columbia,59,5.2,00000,Female,54035,10575,36830,6635,715,52335,10150,36565,5620,670,100,19.6,68.2,12.3,1.3,100,19.4,69.9,10.7,1.3,3.2,4.2,0.7,18.1,6.7
59025,Richmond Centre,British Columbia,59,3.4,00000,Both sexes,98395,12975,67920,17505,2245,93865,12785,67395,13680,1810,100,13.2,69,17.8,2.3,100,13.6,71.8,14.6,1.9,4.8,1.5,0.8,28,24
59025,Richmond Centre,British Columbia,59,3.4,00000,Male,46605,6630,31990,7990,835,44715,6560,32025,6130,625,100,14.2,68.6,17.1,1.8,100,14.7,71.6,13.7,1.4,4.2,1.1,-0.1,30.3,33.6
59025,Richmond Centre,British Columbia,59,3.4,00000,Female,51785,6340,35930,9520,1415,49145,6230,35365,7550,1190,100,12.2,69.4,18.4,2.7,100,12.7,72,15.4,2.4,5.4,1.8,1.6,26.1,18.9
59026,Esquimalt--Saanich--Sooke,British Columbia,59,4.8,20000,Both sexes,120835,17830,82230,20770,2495,113005,17135,79800,16070,1945,100,14.8,68.1,17.2,2.1,100,15.2,70.6,14.2,1.7,6.9,4.1,3,29.2,28.3
59026,Esquimalt--Saanich--Sooke,British Columbia,59,4.8,20000,Male,59655,9120,41025,9515,935,55435,8775,39365,7295,700,100,15.3,68.8,16,1.6,100,15.8,71,13.2,1.3,7.6,3.9,4.2,30.4,33.6
59026,Esquimalt--Saanich--Sooke,British Columbia,59,4.8,20000,Female,61175,8715,41205,11260,1560,57570,8360,40435,8775,1245,100,14.2,67.4,18.4,2.6,100,14.5,70.2,15.2,2.2,6.3,4.2,1.9,28.3,25.3
59027,Saanich--Gulf Islands,British Columbia,59,4.7,00000,Both sexes,107335,13180,63190,30975,4930,104285,12830,65590,25865,4525,100,12.3,58.9,28.9,4.6,100,12.3,62.9,24.8,4.3,2.9,2.7,-3.7,19.8,9
59027,Saanich--Gulf Islands,British Columbia,59,4.7,00000,Male,51390,6710,30370,14310,1910,49905,6570,31440,11895,1750,100,13.1,59.1,27.8,3.7,100,13.2,63,23.8,3.5,3,2.1,-3.4,20.3,9.1
59027,Saanich--Gulf Islands,British Columbia,59,4.7,00000,Female,55950,6470,32815,16660,3020,54375,6260,34145,13965,2775,100,11.6,58.7,29.8,5.4,100,11.5,62.8,25.7,5.1,2.9,3.4,-3.9,19.3,8.8
59028,Skeena--Bulkley Valley,British Columbia,59,6.9,00100,Both sexes,88920,16460,59090,13370,1210,90585,17740,61665,11185,955,100,18.5,66.5,15,1.4,100,19.6,68.1,12.3,1.1,-1.8,-7.2,-4.2,19.5,26.7
59028,Skeena--Bulkley Valley,British Columbia,59,6.9,00100,Male,45420,8395,30285,6745,490,46175,9100,31405,5670,370,100,18.5,66.7,14.9,1.1,100,19.7,68,12.3,0.8,-1.6,-7.7,-3.6,19,32.4
59028,Skeena--Bulkley Valley,British Columbia,59,6.9,00100,Female,43500,8060,28810,6630,720,44410,8635,30260,5515,585,100,18.5,66.2,15.2,1.7,100,19.4,68.1,12.4,1.3,-2,-6.7,-4.8,20.2,23.1
59029,South Okanagan--West Kootenay,British Columbia,59,6.4,00000,Both sexes,114700,14470,68385,31840,4270,112095,14650,70305,27135,3760,100,12.6,59.6,27.8,3.7,100,13.1,62.7,24.2,3.4,2.3,-1.2,-2.7,17.3,13.6
59029,South Okanagan--West Kootenay,British Columbia,59,6.4,00000,Male,55925,7455,33390,15080,1690,54505,7540,34270,12700,1370,100,13.3,59.7,27,3,100,13.8,62.9,23.3,2.5,2.6,-1.1,-2.6,18.7,23.4
59029,South Okanagan--West Kootenay,British Columbia,59,6.4,00000,Female,58770,7015,34995,16760,2585,57590,7110,36040,14435,2390,100,11.9,59.5,28.5,4.4,100,12.3,62.6,25.1,4.2,2,-1.3,-2.9,16.1,8.2
59030,South Surrey--White Rock,British Columbia,59,4.8,00000,Both sexes,104055,14710,63685,25655,4095,94680,13195,60245,21240,3950,100,14.1,61.2,24.7,3.9,100,13.9,63.6,22.4,4.2,9.9,11.5,5.7,20.8,3.7
59030,South Surrey--White Rock,British Columbia,59,4.8,00000,Male,49140,7550,30190,11395,1410,44770,6680,28785,9300,1340,100,15.4,61.4,23.2,2.9,100,14.9,64.3,20.8,3,9.8,13,4.9,22.5,5.2
59030,South Surrey--White Rock,British Columbia,59,4.8,00000,Female,54910,7160,33495,14255,2685,49915,6515,31460,11945,2610,100,13,61,26,4.9,100,13.1,63,23.9,5.2,10,9.9,6.5,19.3,2.9
59031,Steveston--Richmond East,British Columbia,59,3.3,00000,Both sexes,99915,14265,69500,16140,1825,96610,14570,69705,12335,1360,100,14.3,69.6,16.2,1.8,100,15.1,72.2,12.8,1.4,3.4,-2.1,-0.3,30.8,34.2
59031,Steveston--Richmond East,British Columbia,59,3.3,00000,Male,48050,7390,33155,7505,695,46525,7425,33430,5670,500,100,15.4,69,15.6,1.4,100,16,71.9,12.2,1.1,3.3,-0.5,-0.8,32.4,39
59031,Steveston--Richmond East,British Columbia,59,3.3,00000,Female,51865,6875,36350,8635,1135,50085,7145,36275,6670,860,100,13.3,70.1,16.6,2.2,100,14.3,72.4,13.3,1.7,3.6,-3.8,0.2,29.5,32
59032,Surrey Centre,British Columbia,59,5.6,00100,Both sexes,120170,20115,85135,14925,1530,111480,20575,78895,12010,1315,100,16.7,70.8,12.4,1.3,100,18.5,70.8,10.8,1.2,7.8,-2.2,7.9,24.3,16.3
59032,Surrey Centre,British Columbia,59,5.6,00100,Male,60975,10440,43450,7090,595,56415,10710,40125,5575,440,100,17.1,71.3,11.6,1,100,19,71.1,9.9,0.8,8.1,-2.5,8.3,27.2,35.2
59032,Surrey Centre,British Columbia,59,5.6,00100,Female,59195,9675,41690,7835,930,55065,9865,38770,6440,875,100,16.3,70.4,13.2,1.6,100,17.9,70.4,11.7,1.6,7.5,-1.9,7.5,21.7,6.3
59033,Surrey--Newton,British Columbia,59,4.4,00100,Both sexes,114605,21610,77965,15030,1425,105180,21880,71940,11355,960,100,18.9,68,13.1,1.2,100,20.8,68.4,10.8,0.9,9,-1.2,8.4,32.4,48.4
59033,Surrey--Newton,British Columbia,59,4.4,00100,Male,57190,11245,38925,7020,575,52320,11420,35570,5330,365,100,19.7,68.1,12.3,1,100,21.8,68,10.2,0.7,9.3,-1.5,9.4,31.7,57.5
59033,Surrey--Newton,British Columbia,59,4.4,00100,Female,57415,10365,39040,8015,850,52860,10460,36370,6025,590,100,18.1,68,14,1.5,100,19.8,68.8,11.4,1.1,8.6,-0.9,7.3,33,44.1
59034,Vancouver Centre,British Columbia,59,6.4,00100,Both sexes,116445,6970,93955,15520,1505,102475,5795,85420,11260,1245,100,6,80.7,13.3,1.3,100,5.7,83.4,11,1.2,13.6,20.3,10,37.8,20.9
59034,Vancouver Centre,British Columbia,59,6.4,00100,Male,59980,3575,48815,7595,625,53000,2955,44565,5470,430,100,6,81.4,12.7,1,100,5.6,84.1,10.3,0.8,13.2,21,9.5,38.8,45.3
59034,Vancouver Centre,British Columbia,59,6.4,00100,Female,56460,3395,45140,7925,885,49475,2835,40850,5785,815,100,6,80,14,1.6,100,5.7,82.6,11.7,1.6,14.1,19.8,10.5,37,8.6
59035,Vancouver East,British Columbia,59,7.4,00100,Both sexes,115720,12315,87180,16230,2475,110095,12210,83380,14500,2015,100,10.6,75.3,14,2.1,100,11.1,75.7,13.2,1.8,5.1,0.9,4.6,11.9,22.8
59035,Vancouver East,British Columbia,59,7.4,00100,Male,58380,6345,44365,7670,900,56025,6310,42955,6760,650,100,10.9,76,13.1,1.5,100,11.3,76.7,12.1,1.2,4.2,0.6,3.3,13.5,38.5
59035,Vancouver East,British Columbia,59,7.4,00100,Female,57350,5970,42815,8560,1575,54070,5905,40430,7740,1365,100,10.4,74.7,14.9,2.7,100,10.9,74.8,14.3,2.5,6.1,1.1,5.9,10.6,15.4
59036,Vancouver Granville,British Columbia,59,4.7,00000,Both sexes,103455,11495,75585,16380,2675,99805,11445,74955,13400,2395,100,11.1,73.1,15.8,2.6,100,11.5,75.1,13.4,2.4,3.7,0.4,0.8,22.2,11.7
59036,Vancouver Granville,British Columbia,59,4.7,00000,Male,48290,6040,35250,7005,940,46490,5855,34950,5685,795,100,12.5,73,14.5,1.9,100,12.6,75.2,12.2,1.7,3.9,3.2,0.9,23.2,18.2
59036,Vancouver Granville,British Columbia,59,4.7,00000,Female,55160,5460,40335,9370,1740,53310,5590,40010,7715,1600,100,9.9,73.1,17,3.2,100,10.5,75.1,14.5,3,3.5,-2.3,0.8,21.5,8.8
59037,North Island--Powell River,British Columbia,59,5.2,00000,Both sexes,105465,15325,65575,24570,2515,103460,15775,68480,19200,2095,100,14.5,62.2,23.3,2.4,100,15.2,66.2,18.6,2,1.9,-2.9,-4.2,28,20
59037,North Island--Powell River,British Columbia,59,5.2,00000,Male,52355,7940,32175,12240,985,51375,8070,33860,9450,730,100,15.2,61.5,23.4,1.9,100,15.7,65.9,18.4,1.4,1.9,-1.6,-5,29.5,34.9
59037,North Island--Powell River,British Columbia,59,5.2,00000,Female,53115,7385,33400,12325,1530,52085,7710,34625,9750,1360,100,13.9,62.9,23.2,2.9,100,14.8,66.5,18.7,2.6,2,-4.2,-3.5,26.4,12.5
59038,Vancouver Kingsway,British Columbia,59,3.9,00000,Both sexes,104870,14165,75165,15540,2245,102005,14810,73495,13695,1715,100,13.5,71.7,14.8,2.1,100,14.5,72.1,13.4,1.7,2.8,-4.4,2.3,13.5,30.9
59038,Vancouver Kingsway,British Columbia,59,3.9,00000,Male,50990,7350,36695,6940,890,49720,7625,35960,6140,625,100,14.4,72,13.6,1.7,100,15.3,72.3,12.3,1.3,2.6,-3.6,2,13,42.4
59038,Vancouver Kingsway,British Columbia,59,3.9,00000,Female,53885,6815,38465,8605,1355,52280,7185,37535,7560,1090,100,12.6,71.4,16,2.5,100,13.7,71.8,14.5,2.1,3.1,-5.1,2.5,13.8,24.3
59039,Vancouver Quadra,British Columbia,59,6.1,00100,Both sexes,105610,14210,73980,17415,2675,102510,14350,73615,14540,2505,100,13.5,70.1,16.5,2.5,100,14,71.8,14.2,2.4,3,-1,0.5,19.8,6.8
59039,Vancouver Quadra,British Columbia,59,6.1,00100,Male,49780,7315,34745,7720,935,48305,7320,34685,6305,765,100,14.7,69.8,15.5,1.9,100,15.2,71.8,13.1,1.6,3.1,-0.1,0.2,22.4,22.2
