Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Baranyi,Ralph Lee,Scott Reid,David Remington,Doug Smyth,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 171","Greater Napanee",7,0,108,24,46,0,185,384
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 171-1","Greater Napanee",1,0,34,9,22,0,66,189
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 172","Greater Napanee",2,0,96,48,44,1,191,321
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 173","Greater Napanee",12,0,86,31,61,3,193,366
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 174","Greater Napanee",4,0,78,33,38,0,153,318
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 175","Greater Napanee",5,1,81,32,45,1,165,316
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 176","Greater Napanee",7,2,135,38,64,1,247,563
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 177","Greater Napanee",6,0,71,34,35,1,147,268
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 178","Greater Napanee",6,0,59,32,60,0,157,388
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 179","Greater Napanee",9,0,56,30,52,0,147,357
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 180","Greater Napanee",4,0,23,10,26,0,63,221
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 181","Greater Napanee",7,3,80,45,46,0,181,404
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 182","Greater Napanee",12,1,63,22,37,0,135,360
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 183","Greater Napanee",12,0,67,32,62,0,173,384
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 184","Greater Napanee",6,0,63,33,27,0,129,318
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 185","Greater Napanee",6,2,59,53,35,1,156,324
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 186","Greater Napanee",4,0,70,33,41,0,148,313
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 187","Greater Napanee",2,1,65,22,25,1,116,231
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 188","Greater Napanee",5,0,156,55,53,0,269,442
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 189","Greater Napanee",6,2,125,58,38,0,229,463
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 190","Greater Napanee",8,0,90,41,39,1,179,322
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 190-1","Greater Napanee",3,2,75,44,39,3,166,326
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 191A","Greater Napanee",10,2,159,66,54,0,291,595
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 191B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,70
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 192","Greater Napanee",2,0,60,17,26,0,105,178
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 193","Greater Napanee",12,3,169,63,71,0,318,666
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 194","Greater Napanee",5,1,79,35,40,0,160,281
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 195","Greater Napanee",8,1,73,26,39,1,148,277
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 196","Greater Napanee",1,0,56,38,45,0,140,252
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 197","Greater Napanee",7,3,134,36,69,1,250,450
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 198","Switzerville",7,0,42,18,7,0,74,149
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 199","Thorpe",8,3,107,48,60,2,228,465
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 200","Wilton",14,1,101,34,49,1,200,450
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 201","Loyalist",8,0,95,34,64,0,201,375
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 202","Ernestown",3,1,75,41,51,0,171,349
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 203","Odessa",7,3,84,38,59,2,193,405
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 204","Loyalist",10,2,58,25,60,0,155,390
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 205","Violet",6,0,68,11,15,0,100,201
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 206","Morven",1,0,71,26,53,0,151,297
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 207","Ernestown",8,1,73,25,52,1,160,296
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 208","Loyalist",7,2,235,113,78,0,435,628
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 208-1","Bath",9,2,52,38,43,0,144,258
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 209","Loyalist",11,1,114,32,104,1,263,502
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 210","Loyalist",4,0,106,40,51,0,201,351
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 211","Millhaven",6,0,88,36,61,0,191,365
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 212","Bayview",9,1,69,62,48,1,190,396
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 213","Amherstview",9,0,164,84,114,0,371,717
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 214","Amherstview",7,0,31,9,17,0,64,233
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 215","Amherstview",6,2,53,53,36,0,150,330
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 216","Amherstview",5,1,74,30,30,0,140,318
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 216-1","Loyalist",2,0,51,21,54,0,128,306
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 217","Amherstview",5,0,63,47,36,0,151,325
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 218","Amherstview",3,0,78,46,47,1,175,343
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 219","Amherstview",5,0,57,38,48,0,148,296
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 220","Amherstview",2,0,23,16,44,0,85,262
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 221","Amherstview",8,1,62,39,44,0,154,362
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 222","Amherstview",5,1,68,29,49,0,152,328
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 223","Amherstview",1,0,35,20,40,0,96,270
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 224","Amherstview",4,0,60,26,30,1,121,243
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 225","Amherstview",4,2,65,42,64,0,177,388
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 226","Amherstview",1,0,45,18,46,0,110,250
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 226-1","Loyalist",5,2,73,35,31,0,146,283
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 227","Amherst Island",20,3,105,85,58,0,271,349
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 400","Tay Valley",0,2,45,8,7,7,69,124
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 401","Carleton Place",0,0,43,10,12,0,65,80
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 402","Amherstview",2,2,17,17,13,1,52,112
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 500","Mobile poll/Bureau itinérant",1,5,71,21,10,7,115,219
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 501","Mobile poll/Bureau itinérant",6,1,62,19,8,4,100,194
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 502","Mobile poll/Bureau itinérant",0,0,15,6,3,0,24,36
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 503","Mobile poll/Bureau itinérant",2,0,33,22,4,0,61,108
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 504","Mobile poll/Bureau itinérant",4,6,65,8,7,3,93,143
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 600","Carleton Place",18,4,320,36,54,1,433,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 601","Carleton Place",13,1,294,47,45,0,400,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 602","Beckwith",16,2,274,43,39,0,374,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 603","Smiths Falls",12,2,397,55,64,3,533,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 604","Smiths Falls",12,6,404,62,61,1,546,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 605","Perth",14,5,430,43,51,1,544,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 606","Lanark",42,6,341,79,41,0,509,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 607","Perth",32,3,413,128,78,1,655,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 608","Perth",35,2,484,117,83,2,723,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 609","Cloyne",12,2,243,39,33,0,329,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 610","Sharbot Lake",20,1,311,125,66,2,525,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 611","Sydenham",24,2,391,237,105,1,760,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 612","Sunbury",12,2,221,157,79,0,471,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 613","Stone Mills",21,1,255,105,83,2,467,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 614","Greater Napanee",12,1,236,67,50,3,369,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 615","Odessa",10,1,199,81,72,1,364,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 616","Amherstview",12,5,285,205,102,2,611,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 617","Amherstview",2,0,172,95,74,0,343,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 618","Greater Napanee",13,0,325,127,75,0,540,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 619","Carleton Place",5,2,238,29,31,0,305,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 620","Beckwith",12,3,236,38,32,0,321,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 621","Verona",13,1,243,110,51,2,420,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 622","Greater Napanee",8,2,238,137,61,1,447,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 623","Denbeigh",4,0,76,15,11,0,106,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington"," 624","MacDonald's Corners",18,0,127,26,25,0,196,
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington",,Group 1/Groupe 1,12,2,137,53,23,10,237,492
35040,"Lanark--Frontenac--Lennox and Addington/Lanark--Frontenac--Lennox and Addington",,Group 2/Groupe 2,57,4,517,268,93,8,947,
