Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Frank Chilelli,Bal Gosal,Gurbax S. Malhi,John R.A. Moulton,Jagmeet Singh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 224","Mississauga",1,30,47,0,96,3,177,468
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 225","Mississauga",1,16,43,3,46,0,109,357
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 226","Mississauga",1,42,80,9,58,3,193,472
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 227","Mississauga",0,49,70,3,55,1,178,434
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 228","Mississauga",1,40,61,6,58,0,166,525
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 229","Mississauga",0,28,51,2,62,1,144,443
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 230","Mississauga",1,55,34,2,87,3,182,363
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 231","Mississauga",1,39,37,5,71,1,154,354
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 232","Mississauga",3,50,63,5,74,2,197,444
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 233","Mississauga",1,41,54,4,71,6,177,413
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 234","Mississauga",0,50,64,1,76,5,196,406
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 235","Mississauga",2,46,60,2,78,2,190,477
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 236","Mississauga",3,48,77,5,74,2,209,469
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 237","Mississauga",2,38,40,1,83,1,165,498
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 238","Mississauga",1,57,51,4,77,3,193,496
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 239","Mississauga",0,43,66,5,60,1,175,412
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 240","Mississauga",6,54,73,4,64,0,201,524
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 241","Mississauga",1,34,92,6,78,2,213,419
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 242","Mississauga",3,81,49,6,79,2,220,448
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 243","Mississauga",0,52,45,10,53,1,161,325
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 244","Mississauga",1,66,57,3,61,0,188,403
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 245","Mississauga",0,46,47,5,46,1,145,353
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 246","Mississauga",2,58,46,6,58,2,172,452
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 247","Mississauga",1,43,46,9,59,1,159,428
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 400","Brampton",2,38,18,2,34,1,95,302
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 401","Brampton",0,33,33,4,34,3,107,315
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 402","Brampton",1,112,43,4,55,1,216,325
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 403","Brampton",1,80,58,6,56,2,203,412
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 404","Brampton",2,66,32,6,45,1,152,308
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 405","Brampton",0,28,28,2,25,3,86,342
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 406","Brampton",0,20,22,1,22,2,67,225
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 407","Brampton",3,70,44,4,32,0,153,295
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 408","Brampton",3,121,46,10,20,2,202,306
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 409","Brampton",0,29,24,2,32,0,87,352
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 600","Brampton",1,146,160,6,131,0,444,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 601","Brampton",0,238,286,14,367,9,914,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 602","Brampton",1,170,288,7,371,5,842,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 603","Brampton",0,221,333,7,310,12,883,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 604","Brampton",3,197,244,5,289,4,742,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 605","Brampton",2,204,419,10,459,6,1100,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 606","Brampton",2,236,186,21,98,4,547,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 607","Mississauga",0,185,144,11,66,3,409,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 608","Mississauga",2,161,96,20,62,4,345,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 609","Brampton",2,211,112,25,48,7,405,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 610","Brampton",4,156,158,14,82,3,417,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 611","Brampton",6,206,128,26,64,3,433,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 612","Brampton",3,134,251,12,296,3,699,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 613","Brampton",2,195,120,13,77,0,407,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 614","Mississauga",4,163,207,13,178,2,567,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 615","Mississauga",2,168,285,12,269,11,747,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton"," 616","Mississauga",3,118,234,6,139,4,504,
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton",,Group 1/Groupe 1,0,25,45,1,11,6,88,155
35006,"Bramalea--Gore--Malton/Bramalea--Gore--Malton",,Group 2/Groupe 2,1,200,178,7,84,7,477,
