Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Biley,Myron Jespersen,James Lunney,Zenaida Maartman,Renée Amber Miller,Jesse Schroeder,Frank Wagner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 174","Nanaimo",0,12,133,82,25,3,0,0,255,431
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 175","Nanaimo",0,17,97,61,14,0,2,1,192,329
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 176","Nanaimo",0,22,141,109,28,0,0,0,300,474
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 177","Nanaimo",0,9,170,55,12,0,0,0,246,433
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 177-1","Nanaimo",1,10,148,67,21,1,0,0,248,461
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 177-2","Nanaimo",1,5,81,55,13,0,0,0,155,314
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 178","Nanaimo",0,13,54,51,4,2,0,0,124,259
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 178-1","Nanaimo",0,8,90,55,11,1,0,0,165,334
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 179","Nanaimo",0,11,105,79,7,1,0,0,203,360
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 180","Nanaimo",0,15,79,66,4,1,0,0,165,379
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 181","Nanaimo",0,4,46,38,2,1,0,1,92,218
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 181-1","Nanaimo",0,21,135,82,25,0,0,0,263,503
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 182","Nanaimo",0,7,156,102,20,1,0,1,287,522
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 183","Nanaimo",0,6,64,63,20,1,0,1,155,359
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 183-1","Nanaimo",1,4,94,52,22,0,0,0,173,321
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 184","Nanaimo",1,4,73,60,18,0,2,2,160,319
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 184-1","Nanaimo",0,3,48,57,6,0,0,0,114,209
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 185","Nanaimo",0,9,68,55,20,2,0,0,154,298
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 185-1","Nanaimo",0,9,110,71,16,0,0,0,206,354
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 186","Nanaimo",1,11,75,68,12,1,1,0,169,279
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 187","Nanaimo",0,18,91,76,15,1,0,1,202,364
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 188","Nanaimo",0,13,131,109,23,0,0,4,280,511
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 189","Nanaimo",0,10,94,86,9,2,1,0,202,435
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 190","Nanaimo",0,14,93,105,9,1,0,2,224,389
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 191","Nanaimo",1,21,105,116,7,2,0,1,253,458
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 192","Nanaimo",0,15,91,115,28,1,0,1,251,470
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 193","Nanaimo",0,6,65,75,4,0,0,0,150,322
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 194","Nanaimo",0,14,76,79,8,1,0,0,178,378
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 195","Nanaimo",0,23,105,112,16,0,0,0,256,435
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 196","Nanaimo",0,8,56,76,9,1,0,1,151,288
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 197","Nanaimo",1,15,82,88,11,1,0,1,199,334
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 198","Nanaimo",0,15,142,113,13,2,0,1,286,489
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 199","Nanaimo",0,8,90,83,4,0,2,0,187,340
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 199-1","Nanaimo",0,14,49,66,7,1,0,0,137,281
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 200","Nanaimo",0,12,58,84,8,2,0,0,164,301
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 201","Nanaimo",0,15,112,101,13,4,0,1,246,456
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 202","Nanaimo",0,14,66,77,10,0,0,3,170,278
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 202-1","Nanaimo",1,2,72,56,17,0,0,0,148,335
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 203","Nanaimo",1,8,51,56,8,0,1,0,125,349
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 204","Nanaimo",0,16,68,110,16,2,0,0,212,407
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 205","Nanaimo",0,10,62,93,6,1,1,1,174,325
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 206","Nanaimo",1,8,69,87,12,2,0,0,179,280
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 207","Nanaimo",1,10,97,139,19,1,0,0,267,443
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 208","Nanaimo",0,16,67,93,9,1,0,0,186,366
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 209","Nanaimo",0,17,79,112,18,0,0,0,226,433
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 209-1","Nanaimo",0,5,39,58,6,2,0,0,110,201
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 210","Nanaimo",0,13,67,100,11,0,0,0,191,339
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 211","Nanaimo",0,26,78,135,16,0,0,1,256,418
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 212","Nanaimo",0,12,145,97,20,1,0,1,276,429
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 213","Nanaimo",0,16,77,101,18,2,1,0,215,378
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 214","Nanaimo",1,26,114,136,19,1,3,2,302,492
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 215","Nanaimo",1,23,78,100,14,2,0,0,218,357
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 215-1","Nanaimo",1,7,68,47,8,1,1,0,133,213
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 216","Nanaimo",0,11,115,71,16,0,0,0,213,322
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 400","Nanaimo",0,2,70,23,13,1,1,1,111,136
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 500","Mobile poll/Bureau itinérant",1,12,84,25,14,1,0,4,141,221
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 501","Mobile poll/Bureau itinérant",0,3,12,11,9,1,1,1,38,78
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 502","Mobile poll/Bureau itinérant",0,2,5,14,6,0,0,0,27,65
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 503","Mobile poll/Bureau itinérant",2,7,67,57,20,1,1,1,156,103
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 504","Mobile poll/Bureau itinérant",3,4,76,32,12,2,1,3,133,31
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 600","Alberni-Clayoquot--Tofino",1,10,42,61,10,2,1,1,128,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 601","Alberni-Clayoquot--Ucluelet",0,15,43,53,17,1,1,0,130,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 602","Alberni-Clayoquot--Sproat Lake",0,29,201,180,33,1,2,2,448,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 603","Port Alberni",2,35,260,249,35,1,2,4,588,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 604","Port Alberni",1,46,251,233,33,4,0,2,570,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 605","Qualicum Beach",0,45,427,236,88,4,0,0,800,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 606","Qualicum Beach",0,34,601,188,137,0,0,0,960,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 607","Parksville",0,48,510,209,89,1,0,1,858,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 608","Parksville",0,50,484,165,104,3,0,1,807,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 609","Nanaimo--Lantzville",1,15,228,146,45,1,0,0,436,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 610","Nanaimo",0,47,386,205,91,0,0,1,730,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 611","Nanaimo",1,27,329,221,62,1,1,3,645,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 612","Nanaimo",1,21,320,174,44,2,0,2,564,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 613","Nanaimo",2,18,193,160,28,1,0,0,402,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 614","Bowser",0,28,206,140,36,4,0,0,414,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 615","Parksville",0,23,88,78,7,4,0,0,200,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 616","Nanaimo",0,23,169,145,38,0,1,1,377,
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 617","Nanaimo",0,30,330,196,72,2,1,1,632,
59014,"Nanaimo--Alberni/Nanaimo--Alberni",,Group 1/Groupe 1,0,18,56,28,26,3,0,3,134,214
59014,"Nanaimo--Alberni/Nanaimo--Alberni",,Group 2/Groupe 2,0,61,542,275,114,2,1,19,1014,
