Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rona Ambrose,Chris Austin,Catherine Chaulk-Stokes,Joshua Lund,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 160","Edmonton",89,20,19,0,0,128,281
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 161","Edmonton",210,48,45,10,0,313,571
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 162","Edmonton",120,33,56,7,0,216,419
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 163","Edmonton",130,30,55,12,1,228,433
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 164","Edmonton",122,17,40,22,0,201,407
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 165","Edmonton",56,14,54,4,0,128,359
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 166","Edmonton",65,14,60,9,0,148,342
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 167","Edmonton",96,25,29,8,1,159,359
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 168","Edmonton",107,18,24,4,2,155,384
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 168-1","Edmonton",78,22,40,14,0,154,462
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 169","Edmonton",92,10,30,11,1,144,366
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 170","Edmonton",61,14,47,8,1,131,465
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 171A","Edmonton",50,5,31,9,1,96,320
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 171B","Edmonton",56,10,25,4,0,95,315
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 172","Edmonton",45,14,41,5,0,105,418
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 173","Edmonton",136,36,52,5,1,230,584
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 174","Edmonton",91,23,43,12,0,169,443
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 175","Edmonton",128,18,42,9,0,197,469
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 176","Edmonton",131,39,61,12,0,243,517
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 177","Edmonton",131,46,39,8,1,225,407
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 178","Edmonton",64,14,30,11,0,119,342
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 179","Edmonton",168,49,39,18,0,274,401
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 180","Edmonton",138,34,14,13,0,199,318
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 181","Edmonton",161,49,50,16,0,276,380
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 182","Edmonton",113,35,57,4,0,209,388
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 183","Edmonton",14,4,18,2,0,38,124
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 184","Edmonton",172,47,73,17,1,310,536
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 185","Edmonton",133,34,60,19,1,247,382
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 186","Edmonton",143,39,40,10,0,232,366
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 187","Edmonton",143,41,37,20,2,243,338
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 188","Edmonton",141,34,29,22,0,226,390
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 189","Edmonton",176,39,42,8,1,266,459
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 190A","Edmonton",100,30,14,9,1,154,279
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 190B","Edmonton",99,25,12,2,0,138,292
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 191","Edmonton",160,33,32,8,0,233,424
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 192","Edmonton",148,18,14,6,0,186,325
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 193","Edmonton",95,31,13,1,0,140,280
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 194","Edmonton",177,49,20,13,0,259,474
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 400","Edmonton",61,15,12,2,0,90,129
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 401","Edmonton",84,11,17,4,2,118,186
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 500","Mobile poll/Bureau itinérant",96,2,4,4,1,107,140
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 501","Mobile poll/Bureau itinérant",56,9,13,1,3,82,112
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 502","Mobile poll/Bureau itinérant",62,6,7,2,3,80,103
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 600","Parkland County",409,28,47,14,0,498,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 601","Stony Plain",462,38,47,16,1,564,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 602","Spruce Grove",510,44,78,19,0,651,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 603","Spruce Grove--Parkland County",413,29,42,16,4,504,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 604","Parkland County--Stony Plain 135",495,26,36,15,0,572,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 605","Edmonton",104,20,8,11,0,143,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 606","Edmonton",511,81,85,12,2,691,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 607","Edmonton",311,81,90,10,0,492,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 608","Edmonton",281,65,69,16,0,431,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 609","Edmonton",377,62,61,23,0,523,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 610","Edmonton",190,53,43,10,4,300,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 611","Edmonton",300,121,48,22,0,491,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 612","Edmonton",269,45,38,9,0,361,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 613","Edmonton",205,66,60,12,0,343,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove",,Group 1/Groupe 1,70,53,17,8,14,162,249
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove",,Group 2/Groupe 2,768,103,112,42,10,1035,
