Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Paul Calandra,Janice Hagan,Trifon Haitas,John Siciliano,Lui Temelkovski,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 188","Markham",67,31,3,0,44,0,145,304
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 189","Markham",77,31,6,0,37,1,152,325
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 190","Markham",97,40,2,3,54,0,196,357
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 191","Markham",103,40,5,4,65,1,218,423
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 192","Markham",113,52,4,0,85,1,255,491
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 192-1","Markham",85,47,4,2,58,1,197,416
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 193","Markham",107,38,3,4,79,3,234,465
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 194","Markham",73,42,4,2,38,1,160,381
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 195","Markham",91,52,7,3,69,0,222,505
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 196","Markham",50,42,3,3,33,1,132,332
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 197","Markham",61,24,6,3,37,0,131,342
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 198","Markham",102,32,3,4,43,0,184,409
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 199","Markham",84,29,11,4,48,2,178,441
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 199-1","Markham",77,34,1,3,36,1,152,369
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 200","Markham",64,28,8,3,44,0,147,345
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 200-1","Markham",67,50,2,4,54,0,177,384
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 201","Markham",62,27,1,4,38,0,132,296
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 201-1","Markham",72,31,2,3,51,2,161,294
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 202","Markham",107,20,2,3,53,1,186,388
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 203","Markham",108,47,7,5,81,0,248,528
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 204","Markham",103,29,2,4,58,0,196,421
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 205","Markham",97,45,4,5,48,0,199,455
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 206","Markham",58,29,3,3,57,1,151,299
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 207","Markham",57,22,10,1,35,2,127,250
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 208","Markham",75,52,5,4,70,2,208,436
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 209","Markham",105,79,4,3,68,4,263,568
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 210","Markham",52,42,1,3,35,4,137,311
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 211","Markham",69,56,2,2,75,0,204,504
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 212","Markham",65,63,4,3,80,1,216,435
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 213","Markham",58,51,4,1,48,2,164,350
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 213-1","Markham",94,38,6,2,96,2,238,474
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 214A","Markham",75,52,5,4,51,0,187,438
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 214B","Markham",66,58,3,4,48,2,181,369
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 214-1","Markham",74,59,3,3,33,2,174,384
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 215","Markham",70,45,3,4,33,1,156,368
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 216","Markham",78,50,0,2,80,0,210,435
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 216-1","Markham",79,47,9,3,85,3,226,497
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 217","Markham",75,50,5,0,76,0,206,457
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 218","Markham",59,50,2,3,62,2,178,298
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 219","Markham",71,90,5,8,80,0,254,561
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 220","Markham",113,80,7,4,93,0,297,578
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 221","Markham",90,26,3,3,77,1,200,394
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 221-1","Markham",43,21,0,1,29,0,94,209
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 222","Markham",98,65,1,2,70,2,238,572
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 223","Markham",122,31,6,5,74,0,238,447
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 224","Markham",93,15,2,1,57,0,168,351
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 225","Markham",94,42,4,5,54,1,200,409
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 226","Markham",104,53,6,1,88,3,255,439
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 227","Markham",120,37,5,3,72,4,241,437
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 228","Markham",86,41,4,0,66,2,199,376
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 229","Markham",131,42,10,0,91,2,276,471
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 230","Markham",102,29,2,3,72,3,211,442
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 231","Markham",116,33,6,1,92,9,257,507
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 232","Markham",44,31,6,0,40,0,121,293
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 233","Markham",81,22,2,2,61,0,168,399
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 234","Markham",53,19,5,1,56,0,134,312
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 235","Markham",96,37,5,1,61,0,200,424
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 236","Markham",90,39,7,3,63,1,203,387
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 237","Markham",102,54,6,7,93,0,262,501
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 238","Markham",73,28,3,0,80,1,185,359
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 239","Markham",107,41,7,4,67,0,226,422
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 240","Markham",110,54,10,5,71,0,250,476
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 241","Markham",Void/Supprimé,,,,,,,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 242","Markham",112,40,1,7,44,1,205,473
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 243","Markham",95,38,4,2,68,0,207,331
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 244","Markham",75,21,5,2,51,0,154,303
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 245","Markham",87,41,4,1,68,2,203,383
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 246","Markham",126,32,2,2,77,1,240,432
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 247","Markham",40,25,5,0,47,1,118,208
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 248","Markham",76,37,6,5,55,0,179,317
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 249","Markham",45,26,5,0,22,0,98,115
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 250A","Markham",86,49,3,6,49,0,193,423
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 250B","Markham",59,45,6,2,78,1,191,371
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 251","Markham",59,34,3,1,49,0,146,304
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 252","Markham",101,65,3,3,115,3,290,575
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 253","Markham",89,119,5,2,75,2,292,588
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 253-1","Markham",98,57,1,2,75,0,233,434
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 253-2","Markham",101,68,3,6,105,1,284,544
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 253-3","Markham",91,39,1,1,65,1,198,388
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 253-4","Markham",88,60,6,4,88,0,246,509
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 254","Markham",100,43,3,1,44,1,192,363
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 254-1A","Markham",53,31,3,3,33,0,123,302
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 254-1B","Markham",49,18,2,1,47,0,117,329
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 255","Markham",63,58,3,0,64,2,190,466
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 255-1","Markham",69,38,1,3,75,0,186,470
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 256","Markham",131,25,0,3,58,1,218,399
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 257","Markham",103,12,4,2,34,1,156,253
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 257-1","Markham",153,37,2,1,77,1,271,429
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 258","Markham",95,34,6,3,83,2,223,485
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 259","Markham",67,54,7,1,72,1,202,382
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 259-1","Markham",66,39,2,5,59,0,171,336
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 260","Markham",112,56,6,3,62,2,241,526
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 260-1","Markham",94,59,4,0,57,0,214,488
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 260-2","Markham",71,34,7,3,54,0,169,394
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 261","Markham",159,33,9,3,78,0,282,490
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 262","Markham",98,41,10,1,68,1,219,346
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 263","Markham",85,26,7,0,60,1,179,338
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 264","Markham",108,40,10,2,75,0,235,434
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 265","Markham",112,34,2,1,79,1,229,366
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 266","Markham",77,25,9,1,52,3,167,321
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 267","Markham",95,49,5,1,52,0,202,412
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 268A","Markham",55,31,1,0,40,1,128,291
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 268B","Markham",80,32,5,1,57,1,176,320
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 269","Markham",95,41,7,5,54,0,202,449
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 270","Markham",69,14,7,1,35,0,126,211
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 271","Markham",140,34,6,1,72,1,254,403
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 272","Markham",128,32,4,0,52,1,217,372
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 273","Markham",58,23,6,3,43,0,133,322
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 274","Markham",77,32,8,1,39,0,157,361
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 275","Markham",109,38,9,2,74,0,232,436
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 276","Markham",121,28,10,5,59,0,223,419
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 277","Markham",139,25,6,5,57,0,232,409
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 278","Markham",113,33,8,4,43,1,202,387
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 279","Markham",79,28,5,0,48,0,160,268
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 280","Markham",117,27,7,0,53,2,206,329
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 281","Markham",76,28,9,1,37,0,151,301
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 282","Markham",115,45,5,4,74,0,243,446
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 283","Markham",118,37,11,2,79,0,247,407
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 283-1","Markham",137,32,9,0,74,1,253,409
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 284","Markham",144,31,6,0,73,0,254,400
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 285","Markham",132,36,3,4,117,1,293,446
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 286","Markham",137,38,8,4,72,1,260,413
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 287","Markham",143,24,7,2,88,3,267,506
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 288","Markham",161,31,7,3,76,0,278,466
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 289","Markham",79,35,3,0,59,3,179,429
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 289-1","Markham",95,35,8,2,67,0,207,446
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 290","Markham",113,40,6,2,56,1,218,399
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 291","Markham",90,30,6,1,50,0,177,375
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 292","Markham",83,37,3,4,67,1,195,404
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 292-1","Markham",57,38,4,1,35,3,138,291
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 293A","Markham",55,48,6,2,58,2,171,388
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 293B","Markham",84,55,4,1,40,2,186,423
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 293-1","Markham",53,51,1,3,59,1,168,369
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 293-2","Markham",74,38,5,1,45,0,163,372
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 294","Markham",105,62,3,3,54,3,230,513
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 294-1","Markham",64,69,1,3,51,2,190,481
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 294-2","Markham",43,28,3,1,37,0,112,319
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 295A","Markham",73,53,2,5,74,0,207,450
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 295B","Markham",71,80,7,5,60,3,226,469
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 295-1","Markham",43,70,0,1,60,0,174,397
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 295-2","Markham",59,82,2,2,61,1,207,447
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 295-3","Markham",86,61,1,1,100,1,250,561
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 295-4","Markham",86,89,2,3,68,0,248,496
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 296A","Markham",Merged with No. 295A/Fusionné avec le nº 295A,,,,,,,45
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 296B","Markham",Merged with No. 295B/Fusionné avec le nº 295B,,,,,,,50
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 296-1A","Markham",58,46,4,5,84,0,197,371
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 296-1B","Markham",64,79,2,1,60,1,207,350
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 296-2","Markham",70,61,5,1,72,1,210,490
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 296-3","Markham",68,49,3,1,85,1,207,389
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 296-4","Markham",40,55,0,2,98,2,197,417
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 400","Richmond Hill",11,29,0,2,57,0,99,208
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 401","Richmond Hill",6,67,1,0,62,33,169,360
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 402","Richmond Hill",32,14,2,4,22,1,75,188
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 403","Whitchurch-Stouffville",Merged with No. 127/Fusionné avec le nº 127,,,,,,,26
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 404","Markham",42,16,3,2,16,0,79,153
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 500","Mobile poll/Bureau itinérant",36,8,3,5,12,2,66,138
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 501","Mobile poll/Bureau itinérant",21,11,1,1,8,1,43,160
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 502","Mobile poll/Bureau itinérant",5,4,2,0,5,0,16,38
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 503","Mobile poll/Bureau itinérant",88,10,1,2,28,3,132,167
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 504","Mobile poll/Bureau itinérant",45,12,3,4,22,1,87,131
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 505","Mobile poll/Bureau itinérant",38,15,1,2,23,1,80,212
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 506","Mobile poll/Bureau itinérant",30,10,3,0,11,2,56,150
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 600","King--Schomberg",258,21,16,2,80,2,379,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 601","King--Ketleby",198,25,16,4,68,0,311,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 602","Richmond Hill",295,66,17,9,147,1,535,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 603","Richmond Hill",371,50,13,7,200,1,642,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 604","Richmond Hill",136,28,6,9,85,0,264,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 605","Richmond Hill",241,59,9,3,219,2,533,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 606","Whitchurch-Stouffville",521,47,14,0,222,0,804,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 607","Whitchurch-Stouffville",464,71,11,1,177,3,727,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 608","Whitchurch-Stouffville",512,102,22,0,227,5,868,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 609","Markham",383,77,20,6,225,2,713,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 610","Markham",299,47,6,6,169,2,529,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 611","Markham",366,68,13,2,223,2,674,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 612","Markham",273,93,13,7,189,3,578,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 613","Markham",273,92,6,3,242,3,619,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 614","Markham",389,114,9,9,331,2,854,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 615","Markham",303,60,14,3,241,5,626,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 616","Markham",268,57,5,3,183,2,518,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 617","Markham",196,38,5,0,131,0,370,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 618","Markham",402,63,26,6,246,0,743,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 619","King--Nobleton",240,27,3,13,140,0,423,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 620","King City",378,41,22,7,224,2,674,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 621","Richmond Hill",245,28,12,6,207,2,500,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 622","Richmond Hill",160,27,3,6,97,2,295,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 623","Whitchurch-Stouffville",269,21,10,1,113,0,414,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 624","Markham",408,110,18,2,278,2,818,
35059,"Oak Ridges--Markham/Oak Ridges--Markham"," 625","Markham",239,115,17,3,239,4,617,
35059,"Oak Ridges--Markham/Oak Ridges--Markham",,Group 1/Groupe 1,51,8,4,0,36,6,105,164
35059,"Oak Ridges--Markham/Oak Ridges--Markham",,Group 2/Groupe 2,269,36,9,4,183,6,507,
