Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Julie Bourgeois,Jean-Serge Brisson,Pierre Lemieux,Sylvie Lemieux,Denis A. Séguin,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 154-1","Glen Robertson",33,2,70,6,36,3,150,282
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 155","McCormick",66,1,127,7,41,0,242,479
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 156","Alexandria",54,0,102,5,28,1,190,380
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 157","Alexandria",45,3,83,4,40,0,175,354
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 158","Alexandria",23,1,73,2,29,1,129,327
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 159","Alexandria",30,0,65,4,21,0,120,261
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 159-1","North Glengarry",32,3,78,3,22,1,139,296
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 160","Alexandria",23,1,69,11,23,1,128,293
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 161","Alexandria",57,2,103,4,27,0,193,450
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 162","Greenfield",35,1,147,13,35,0,231,438
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 163","Dominionville",23,0,120,7,34,1,185,340
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 164","Maxville",22,1,132,7,41,0,203,328
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 165","Maxville",23,0,151,10,19,1,204,297
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 166","Apple Hill",31,1,85,4,29,1,151,264
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 166-1","Apple Hill",24,1,95,13,43,0,176,310
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 167","Kenyon",32,0,78,9,47,0,166,345
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 167-1","North Glengarry",31,2,92,7,25,1,158,354
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 500","Mobile poll/Bureau itinérant",62,2,62,5,11,3,145,149
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 501A","Mobile poll/Bureau itinérant",31,0,46,6,6,1,90,139
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 501B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,24
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 502","Mobile poll/Bureau itinérant",8,2,37,2,4,3,56,81
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 503","Mobile poll/Bureau itinérant",32,2,22,1,12,0,69,147
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 504","Mobile poll/Bureau itinérant",43,2,37,1,1,3,87,132
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 505","Mobile poll/Bureau itinérant",60,5,47,2,4,3,121,159
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 506","Mobile poll/Bureau itinérant",40,0,16,3,5,3,67,128
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 507","Mobile poll/Bureau itinérant",47,0,31,2,8,2,90,189
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 508","Mobile poll/Bureau itinérant",14,0,39,3,6,0,62,122
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 509","Mobile poll/Bureau itinérant",22,2,39,2,5,0,70,159
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 510","Mobile poll/Bureau itinérant",47,3,31,0,11,0,92,147
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 511","Mobile poll/Bureau itinérant",42,1,26,1,6,4,80,137
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 512","Mobile poll/Bureau itinérant",37,2,43,3,9,0,94,176
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 513","Mobile poll/Bureau itinérant",31,0,12,1,2,2,48,157
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 514A","Mobile poll/Bureau itinérant",14,1,20,3,2,2,42,100
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 514B","Mobile poll/Bureau itinérant",Merged with No. 501A/Fusionné avec le nº 501A,,,,,,,54
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 600","Orléans",263,1,469,17,71,4,825,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 601","Navan",72,1,274,11,43,0,401,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 602","Clarence Creek",172,4,269,20,73,2,540,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 603","Bourget",87,1,177,15,33,5,318,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 604","Rockland",198,1,235,7,45,3,489,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 605","Rockland",209,0,247,11,45,1,513,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 606","Plantagenet",126,0,156,9,22,0,313,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 607","Alfred",108,0,103,7,16,1,235,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 608","L'Orignal",133,1,167,10,58,1,370,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 609","Vankleek Hill",136,0,417,15,53,0,621,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 610","St-Eugène",75,0,149,11,48,1,284,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 611","Hawkesbury",162,0,244,11,59,2,478,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 612","Hawkesbury",230,1,299,21,84,4,639,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 613","Embrun",167,3,419,15,45,2,651,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 614","Embrun",296,7,363,17,71,4,758,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 615","Casselman",139,0,189,10,40,0,378,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 616","Casselman",230,1,252,13,66,0,562,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 617","Alexandria",119,2,257,9,45,1,433,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 618","Alexandria",138,1,283,16,59,1,498,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell"," 619","Cumberland",148,1,347,22,45,0,563,
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell",,Group 1/Groupe 1,54,2,172,11,20,8,267,548
35025,"Glengarry--Prescott--Russell/Glengarry--Prescott--Russell",,Group 2/Groupe 2,470,2,543,35,89,15,1154,
