Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eric Burton,Hec Clouthier,Cheryl Gallant,Christine Tabbert,Roseanne Van Schie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 190","Arnprior",35,11,88,15,5,0,154,339
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 191","Arnprior",44,41,182,29,3,0,299,510
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 192","Arnprior",70,35,205,30,6,1,347,690
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 193","Arnprior",45,28,123,24,4,0,224,443
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 500","Mobile poll/Bureau itinérant",10,30,66,34,1,1,142,212
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 501","Mobile poll/Bureau itinérant",11,15,83,22,2,1,134,186
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 503","Mobile poll/Bureau itinérant",9,8,37,15,1,2,72,147
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 504","Mobile poll/Bureau itinérant",4,12,63,24,0,2,105,220
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 505","Mobile poll/Bureau itinérant",9,13,68,23,0,0,113,222
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 506","Mobile poll/Bureau itinérant",11,9,62,12,1,2,97,170
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 600","Deep River",84,126,283,209,11,3,716,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 601","Petawawa",79,249,585,139,18,2,1072,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 602","Pembroke",79,243,475,142,12,1,952,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 603","Pembroke",108,251,480,242,17,4,1102,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 604","Barry's Bay",92,166,505,150,22,2,937,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 605","Eganville",60,191,528,106,14,2,901,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 606","Cobden",64,76,335,90,23,0,588,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 607","Renfrew",78,92,413,85,8,2,678,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 608","Renfrew",61,81,487,84,7,4,724,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 609","Calabogie",89,95,475,82,8,1,750,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke"," 610","Arnprior",109,92,590,97,12,1,901,
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke",,Group 1/Groupe 1,33,32,536,59,17,1,678,1690
35074,"Renfrew--Nipissing--Pembroke/Renfrew--Nipissing--Pembroke",,Group 2/Groupe 2,55,166,403,151,12,8,795,
