Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Hogg,Karen McCrimmon,Gordon O'Connor,Erin Peters,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 185","Mississippi Mills",21,54,162,46,1,284,531
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 186A","Mississippi Mills",10,32,69,16,1,128,271
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 186B","Mississippi Mills",10,36,100,17,0,163,329
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 187","Mississippi Mills",12,64,104,46,0,226,385
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 188","Mississippi Mills",14,41,114,44,0,213,337
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 189","Mississippi Mills",12,52,81,33,0,178,377
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 190","Mississippi Mills",9,32,152,42,1,236,506
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 191","Mississippi Mills",8,46,113,47,0,214,370
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 191-1","Mississippi Mills",2,30,85,21,1,139,262
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 192","Mississippi Mills",12,28,86,37,2,165,357
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 193","Mississippi Mills",14,64,129,45,1,253,437
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 194A","Mississippi Mills",9,36,104,13,0,162,309
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 194B","Mississippi Mills",11,35,148,16,1,211,367
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 195","Mississippi Mills",7,42,146,36,2,233,432
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 196","Mississippi Mills",17,37,143,53,1,251,427
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 197","Mississippi Mills",12,46,171,31,1,261,510
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 198","Mississippi Mills",10,31,115,18,1,175,326
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 199","Mississippi Mills",18,47,187,42,1,295,551
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 400","Ottawa",3,31,74,19,0,127,164
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 401","Goulbourn",3,17,49,3,1,73,184
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 402","Kanata",1,38,68,14,1,122,165
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 403","Kanata",Merged with No. 55-1/Fusionné avec le nº 55-1,,,,,,1
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 404","Kanata",1,17,51,4,0,73,82
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 405","Kanata",0,24,45,3,1,73,85
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 500","Mobile poll/Bureau itinérant",2,22,83,14,0,121,219
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 501","Mobile poll/Bureau itinérant",1,15,77,7,2,102,130
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 502","Mobile poll/Bureau itinérant",2,36,61,6,1,106,153
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 503","Mobile poll/Bureau itinérant",1,7,28,7,2,45,62
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 504","Mobile poll/Bureau itinérant",1,7,25,2,1,36,47
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 505","Mobile poll/Bureau itinérant",3,34,73,10,0,120,180
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 506","Mobile poll/Bureau itinérant",4,38,80,9,2,133,222
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 600","Kinburn",31,151,426,53,2,663,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 601","Constance Bay",34,92,396,42,0,564,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 602","Carp--Kanata",28,148,371,31,1,579,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 603","Carp--Kanata",31,131,487,36,2,687,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 604","Kanata",15,176,373,46,0,610,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 605","Kanata",14,118,246,65,2,445,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 606","Kanata",49,369,583,50,2,1053,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 607","Kanata",18,221,437,82,1,759,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 608","Kanata",8,71,158,30,1,268,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 609","Kanata",42,247,435,85,2,811,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 610","Glen Cairn",25,125,400,77,1,628,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 611","Glen Cairn",25,161,400,42,0,628,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 612","Bridlewood",33,231,602,67,1,934,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 613","Bridlewood",12,129,250,38,1,430,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 614","Bridlewood",18,147,382,61,0,608,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 615","Stittsville",22,136,408,72,2,640,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 616","Stittsville",4,35,177,15,0,231,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 617","Richmond",16,90,300,38,1,445,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 618","Richmond",17,114,542,65,3,741,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 619","Stittsville",15,120,409,29,1,574,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 620","Stittsville",30,141,534,52,3,760,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 621","Stittsville",19,143,465,53,1,681,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 622","Pakenham",10,26,222,21,0,279,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 623","Almonte",31,143,480,56,0,710,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills"," 624","Almonte",19,117,485,40,1,662,
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills",,Group 1/Groupe 1,9,78,259,11,5,362,679
35012,"Carleton--Mississippi Mills/Carleton--Mississippi Mills",,Group 2/Groupe 2,41,324,598,74,16,1053,
