Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Eve Adams,Navdeep Bains,Jim Glavan,Benjamin Jonathon Ullysses Stone,Tim Sullivan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 412","Mississauga",37,22,14,1,0,1,75,213
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 413","Mississauga",64,32,24,6,0,0,126,221
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 414","Mississauga",73,28,31,2,2,1,137,277
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 500","Mobile poll/Bureau itinérant",50,40,22,3,1,2,118,319
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 501","Mobile poll/Bureau itinérant",24,19,5,0,0,0,48,97
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 502","Mobile poll/Bureau itinérant",25,17,9,1,1,0,53,127
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 600","Brampton",234,256,64,10,1,5,570,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 601","Brampton--Mississauga",256,565,67,8,2,11,909,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 602","Mississauga",256,387,30,8,1,6,688,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 603","Mississauga",303,270,50,6,2,11,642,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 604","Mississauga",312,256,45,10,1,1,625,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 605","Mississauga",344,336,108,17,1,6,812,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 606","Mississauga",284,241,65,4,2,1,597,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 607","Mississauga",195,216,61,6,1,5,484,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 608","Mississauga",321,356,90,11,0,2,780,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 609","Mississauga",239,161,43,18,1,3,465,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 610","Mississauga",176,165,55,7,4,2,409,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 611","Mississauga",131,107,41,2,0,1,282,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 612","Mississauga",195,145,35,7,0,0,382,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 613","Mississauga",203,146,35,2,0,3,389,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 614","Mississauga",152,196,38,9,3,0,398,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 615","Mississauga",228,154,71,12,2,0,467,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 616","Mississauga",202,155,40,14,0,6,417,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 617","Mississauga",255,198,66,9,0,4,532,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud"," 618","Mississauga",256,200,61,8,1,1,527,
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud",,Group 1/Groupe 1,30,33,7,1,0,2,73,114
35047,"Mississauga--Brampton South/Mississauga--Brampton-Sud",,Group 2/Groupe 2,104,114,17,2,0,6,243,
