Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steven Blaney,Sacha Dougé,Danielle-Maude Gosselin,Francis Laforesterie,Nicole Laliberté,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 402","Lévis",91,0,15,26,25,1,158,177
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 403","Saint-Damien",53,0,1,24,9,3,90,151
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 404","Mobile poll/Bureau itinérant",Merged with No. 515/Fusionné avec le nº 515,,,,,,,56
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 500","Mobile poll/Bureau itinérant",22,3,6,8,18,1,58,79
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 501","Mobile poll/Bureau itinérant",7,2,4,2,2,0,17,96
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 502","Mobile poll/Bureau itinérant",31,1,13,8,8,3,64,127
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 503","Mobile poll/Bureau itinérant",7,2,4,7,3,0,23,224
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 504","Mobile poll/Bureau itinérant",88,5,19,22,38,4,176,304
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 505","Mobile poll/Bureau itinérant",7,0,4,9,6,2,28,119
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 506","Mobile poll/Bureau itinérant",65,1,21,21,34,1,143,219
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 507","Mobile poll/Bureau itinérant",29,1,11,13,8,1,63,110
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 508","Mobile poll/Bureau itinérant",42,0,3,5,12,3,65,98
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 509","Mobile poll/Bureau itinérant",44,0,6,16,10,2,78,125
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 510","Mobile poll/Bureau itinérant",21,0,3,6,4,0,34,95
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 511","Mobile poll/Bureau itinérant",13,0,1,3,1,0,18,39
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 512","Mobile poll/Bureau itinérant",22,1,9,9,4,0,45,78
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 513","Mobile poll/Bureau itinérant",65,1,9,18,15,4,112,70
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 514","Mobile poll/Bureau itinérant",22,0,5,7,10,2,46,50
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 515","Mobile poll/Bureau itinérant",21,0,6,10,13,0,50,61
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 600","Lévis",142,2,70,18,121,4,357,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 601","Lévis",172,2,145,27,186,5,537,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 602","Lévis",78,1,63,12,89,3,246,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 603","Lévis",164,8,132,51,198,12,565,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 604","Lévis",152,7,124,45,143,5,476,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 605","Lévis",99,4,107,34,107,6,357,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 606","Lévis",153,8,84,59,13,6,323,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 607","Lévis",169,7,113,41,143,4,477,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 608","Lévis",233,6,94,36,195,10,574,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 609","Lévis",221,1,111,39,199,7,578,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 610","Lévis",197,3,71,14,155,4,444,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 611","Saint-Romuald",170,8,94,45,147,3,467,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 612","Saint-Romuald",165,6,92,41,152,2,458,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 613","Saint-Romuald",167,2,113,31,177,2,492,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 614","Saint-Henri",321,12,80,37,214,8,672,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 615","Saint-Michel",156,5,110,41,124,4,440,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 616","Saint-Raphaël",132,2,39,13,53,5,244,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 617","Sainte-Claire",201,2,54,16,81,3,357,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 618","Saint-Damien",110,4,43,29,85,2,273,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 619","Lac-Etchemin",52,1,24,2,51,0,130,
24034,"Lévis--Bellechasse/Lévis--Bellechasse"," 620","Lac-Etchemin",249,4,67,21,136,7,484,
24034,"Lévis--Bellechasse/Lévis--Bellechasse",,Group 1/Groupe 1,77,5,28,17,21,9,157,300
24034,"Lévis--Bellechasse/Lévis--Bellechasse",,Group 2/Groupe 2,282,10,150,59,133,10,644,
