Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rachel Barney,Chester Brown,Olivia Chow,Christine Innes,Nick Lin,Gin Siow,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35095,"Trinity--Spadina/Trinity--Spadina"," 442","Toronto",2,0,76,61,0,70,2,211,339
35095,"Trinity--Spadina/Trinity--Spadina"," 443","Toronto",3,4,22,11,2,5,3,50,74
35095,"Trinity--Spadina/Trinity--Spadina"," 444","Toronto",10,0,67,45,0,30,0,152,238
35095,"Trinity--Spadina/Trinity--Spadina"," 445","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 446","Toronto",4,1,81,64,0,47,0,197,318
35095,"Trinity--Spadina/Trinity--Spadina"," 446-1","Toronto",3,3,103,62,0,67,0,238,476
35095,"Trinity--Spadina/Trinity--Spadina"," 446-2","Toronto",6,2,61,23,0,28,0,120,158
35095,"Trinity--Spadina/Trinity--Spadina"," 447","Toronto",2,3,69,34,0,32,1,141,201
35095,"Trinity--Spadina/Trinity--Spadina"," 448","Toronto",2,0,28,30,0,24,0,84,136
35095,"Trinity--Spadina/Trinity--Spadina"," 448-1","Toronto",2,1,58,35,0,33,0,129,207
35095,"Trinity--Spadina/Trinity--Spadina"," 448-2","Toronto",2,3,60,20,0,23,2,110,178
35095,"Trinity--Spadina/Trinity--Spadina"," 449","Toronto",2,2,61,37,1,23,2,128,183
35095,"Trinity--Spadina/Trinity--Spadina"," 450","Toronto",9,0,57,20,0,21,0,107,205
35095,"Trinity--Spadina/Trinity--Spadina"," 451","Toronto",0,0,32,29,0,12,3,76,153
35095,"Trinity--Spadina/Trinity--Spadina"," 452","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 453","Toronto",3,2,48,22,0,15,1,91,140
35095,"Trinity--Spadina/Trinity--Spadina"," 454","Toronto",2,1,50,11,0,6,0,70,148
35095,"Trinity--Spadina/Trinity--Spadina"," 455","Toronto",3,1,68,17,1,5,1,96,213
35095,"Trinity--Spadina/Trinity--Spadina"," 456","Toronto",Merged with No. 154/Fusionné avec le nº 154,,,,,,,,98
35095,"Trinity--Spadina/Trinity--Spadina"," 457","Toronto",3,2,60,35,1,35,0,136,218
35095,"Trinity--Spadina/Trinity--Spadina"," 458","Toronto",1,0,19,23,0,13,1,57,79
35095,"Trinity--Spadina/Trinity--Spadina"," 458-1","Toronto",6,0,33,31,0,22,1,93,145
35095,"Trinity--Spadina/Trinity--Spadina"," 459","Toronto",11,2,116,60,0,80,1,270,466
35095,"Trinity--Spadina/Trinity--Spadina"," 459-1","Toronto",2,1,53,29,0,43,0,128,149
35095,"Trinity--Spadina/Trinity--Spadina"," 459-2","Toronto",5,0,78,48,1,49,1,182,398
35095,"Trinity--Spadina/Trinity--Spadina"," 460","Toronto",7,2,94,46,0,50,2,201,331
35095,"Trinity--Spadina/Trinity--Spadina"," 460-1","Toronto",11,4,119,55,0,67,0,256,405
35095,"Trinity--Spadina/Trinity--Spadina"," 461","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 461-1","Toronto",9,2,87,34,0,43,0,175,250
35095,"Trinity--Spadina/Trinity--Spadina"," 462","Toronto",4,0,71,23,0,45,0,143,221
35095,"Trinity--Spadina/Trinity--Spadina"," 463","Toronto",3,0,27,15,0,26,0,71,142
35095,"Trinity--Spadina/Trinity--Spadina"," 464","Toronto",6,1,82,31,0,46,2,168,256
35095,"Trinity--Spadina/Trinity--Spadina"," 464-1","Toronto",12,1,118,54,0,52,0,237,374
35095,"Trinity--Spadina/Trinity--Spadina"," 465","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 465-1","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 466","Toronto",8,1,48,35,0,50,0,142,229
35095,"Trinity--Spadina/Trinity--Spadina"," 467","Toronto",14,3,113,50,0,67,0,247,377
35095,"Trinity--Spadina/Trinity--Spadina"," 468","Toronto",5,2,110,44,0,55,0,216,314
35095,"Trinity--Spadina/Trinity--Spadina"," 469","Toronto",4,1,65,34,1,23,1,129,185
35095,"Trinity--Spadina/Trinity--Spadina"," 470","Toronto",7,1,72,40,0,31,0,151,229
35095,"Trinity--Spadina/Trinity--Spadina"," 471","Toronto",Merged with No. 172A/Fusionné avec le nº 172A,,,,,,,,49
35095,"Trinity--Spadina/Trinity--Spadina"," 472","Toronto",4,0,39,28,0,24,0,95,150
35095,"Trinity--Spadina/Trinity--Spadina"," 473","Toronto",15,2,136,53,0,69,2,277,456
35095,"Trinity--Spadina/Trinity--Spadina"," 474","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 475","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 476","Toronto",2,0,32,25,0,21,0,80,132
35095,"Trinity--Spadina/Trinity--Spadina"," 477","Toronto",2,0,21,43,0,36,0,102,122
35095,"Trinity--Spadina/Trinity--Spadina"," 478","Toronto",1,1,73,28,1,48,1,153,244
35095,"Trinity--Spadina/Trinity--Spadina"," 479","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 480","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 481","Toronto",5,3,94,62,0,79,1,244,434
35095,"Trinity--Spadina/Trinity--Spadina"," 481-1","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 482","Toronto",9,2,74,28,0,40,0,153,204
35095,"Trinity--Spadina/Trinity--Spadina"," 483","Toronto",3,0,36,28,0,24,0,91,158
35095,"Trinity--Spadina/Trinity--Spadina"," 484","Toronto",Merged with No. 172B/Fusionné avec le nº 172B,,,,,,,,115
35095,"Trinity--Spadina/Trinity--Spadina"," 485","Toronto",Merged with No. 173A/Fusionné avec le nº 173A,,,,,,,,11
35095,"Trinity--Spadina/Trinity--Spadina"," 486","Toronto",Void/Supprimé,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 487","Toronto",11,1,87,25,0,32,2,158,273
35095,"Trinity--Spadina/Trinity--Spadina"," 488","Toronto",2,1,19,13,0,6,0,41,72
35095,"Trinity--Spadina/Trinity--Spadina"," 488-1","Toronto",0,0,15,17,0,6,0,38,70
35095,"Trinity--Spadina/Trinity--Spadina"," 489","Toronto",4,2,61,22,0,32,1,122,284
35095,"Trinity--Spadina/Trinity--Spadina"," 500","Mobile poll/Bureau itinérant",2,2,18,11,0,4,0,37,64
35095,"Trinity--Spadina/Trinity--Spadina"," 501","Mobile poll/Bureau itinérant",1,0,19,31,2,9,3,65,133
35095,"Trinity--Spadina/Trinity--Spadina"," 502","Mobile poll/Bureau itinérant",1,7,13,36,0,14,2,73,156
35095,"Trinity--Spadina/Trinity--Spadina"," 503","Mobile poll/Bureau itinérant",1,0,18,26,1,25,0,71,136
35095,"Trinity--Spadina/Trinity--Spadina"," 600","Toronto",57,2,583,183,3,40,1,869,
35095,"Trinity--Spadina/Trinity--Spadina"," 601","Toronto",48,6,445,222,1,64,1,787,
35095,"Trinity--Spadina/Trinity--Spadina"," 602","Toronto",30,1,364,299,1,128,3,826,
35095,"Trinity--Spadina/Trinity--Spadina"," 603","Toronto",21,2,305,128,2,23,0,481,
35095,"Trinity--Spadina/Trinity--Spadina"," 604","Toronto",42,4,407,216,1,38,1,709,
35095,"Trinity--Spadina/Trinity--Spadina"," 605","Toronto",23,2,417,128,0,51,1,622,
35095,"Trinity--Spadina/Trinity--Spadina"," 606","Toronto",31,7,378,215,1,87,1,720,
35095,"Trinity--Spadina/Trinity--Spadina"," 607","Toronto",25,3,335,155,2,52,0,572,
35095,"Trinity--Spadina/Trinity--Spadina"," 608","Toronto",11,0,188,81,0,41,1,322,
35095,"Trinity--Spadina/Trinity--Spadina"," 609","Toronto",20,1,140,84,0,49,0,294,
35095,"Trinity--Spadina/Trinity--Spadina"," 610","Toronto",12,1,144,125,1,69,2,354,
35095,"Trinity--Spadina/Trinity--Spadina"," 611","Toronto",17,1,309,80,1,35,3,446,
35095,"Trinity--Spadina/Trinity--Spadina"," 612","Toronto",1,0,30,22,1,15,0,69,
35095,"Trinity--Spadina/Trinity--Spadina"," 613","Toronto",12,3,172,128,0,130,3,448,
35095,"Trinity--Spadina/Trinity--Spadina",,Group 1/Groupe 1,6,2,77,78,0,27,12,202,328
35095,"Trinity--Spadina/Trinity--Spadina",,Group 2/Groupe 2,43,9,504,309,3,143,19,1030,
