Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Christian-Simon Ferlatte,Daniel Fox,Mylène Freeman,Michel Daniel Guibord,Mario Laframboise,Stephen Matthews,Yvan Patry,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 158B","Mirabel",0,21,103,0,57,5,27,6,219,334
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 159","Mirabel",0,27,153,3,97,6,33,2,321,586
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 160","Mirabel",0,27,89,0,37,2,34,3,192,334
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 161","Mirabel",0,23,157,2,76,2,32,2,294,543
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 161-1","Mirabel",0,34,147,0,68,8,27,2,286,550
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 162","Mirabel",0,16,92,1,41,3,8,1,162,259
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 162-1","Mirabel",0,8,105,2,69,2,17,0,203,321
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 162-2","Mirabel",0,21,180,1,81,4,12,5,304,484
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 162-3","Mirabel",0,16,143,1,77,6,24,5,272,401
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 162-4","Mirabel",0,18,120,0,59,3,11,2,213,328
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 163","Mirabel",0,24,89,3,43,6,36,3,204,375
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 164","Mirabel",0,7,47,0,13,0,3,2,72,159
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 165A","Mirabel",0,10,70,2,42,5,20,2,151,283
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 165B","Mirabel",0,15,68,3,44,2,22,2,156,316
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 166","Mirabel",1,21,136,1,68,5,25,1,258,480
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 167","Mirabel",0,13,136,1,58,3,28,1,240,402
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 168","Mirabel",0,24,111,0,57,2,14,2,210,353
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 169","Mirabel",2,10,103,1,55,5,26,2,204,361
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 170","Mirabel",0,14,80,2,43,1,16,3,159,292
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 171","Mirabel",0,16,93,1,59,0,23,1,193,344
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 172","Mirabel",0,23,111,0,60,1,19,6,220,339
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 172-1","Mirabel",0,16,106,2,92,3,19,0,238,396
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 173","Mirabel",0,15,129,2,85,3,18,1,253,423
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 173-1","Mirabel",1,12,105,1,88,7,22,4,240,432
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 174","Mirabel",1,24,174,1,92,6,18,3,319,511
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 174-1","Mirabel",1,18,120,1,96,7,23,6,272,465
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 174-2","Mirabel",0,17,133,1,84,3,27,6,271,499
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 175","Mirabel",0,15,146,0,84,7,17,4,273,524
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 176","Mirabel",0,29,115,4,81,6,43,3,281,451
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 177","Mirabel",1,32,158,4,82,4,42,6,329,502
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 178","Mirabel",0,32,120,3,109,5,28,8,305,452
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 179","Mirabel",0,31,112,0,63,3,34,7,250,377
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 180","Mirabel",3,24,151,2,90,1,18,6,295,467
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 181","Mirabel",0,8,105,0,56,1,20,3,193,378
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 182","Mirabel",1,16,111,2,70,1,19,6,226,449
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 183","Mirabel",0,11,123,1,72,6,11,7,231,452
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 184A","Mirabel",1,11,81,1,49,3,10,6,162,311
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 184B","Mirabel",0,13,86,1,50,2,12,3,167,285
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 185","Mirabel",0,16,156,2,63,7,19,5,268,589
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 186A","Mirabel",0,12,92,0,63,5,12,2,186,346
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 186B","Mirabel",0,14,75,1,42,6,14,3,155,309
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 187","Mirabel",0,11,137,0,56,8,17,1,230,418
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 187-1A","Mirabel",0,13,98,0,49,5,19,2,186,352
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 187-1B","Mirabel",1,14,60,0,48,3,13,2,141,296
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 187-2A","Mirabel",1,10,80,2,40,3,14,1,151,298
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 187-2B","Mirabel",0,14,93,0,48,2,20,2,179,321
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 187-3","Mirabel",0,17,136,1,42,3,17,1,217,462
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 188A","Mirabel",0,7,73,1,50,1,11,1,144,346
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 188B","Mirabel",0,8,76,1,49,2,13,1,150,309
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 189A","Mirabel",1,11,59,0,47,7,20,5,150,282
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 189B","Mirabel",0,8,86,1,35,1,20,4,155,263
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 190","Mirabel",1,24,130,5,76,7,24,2,269,524
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 191A","Mirabel",1,21,106,0,51,2,11,2,194,330
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 191B","Mirabel",0,14,97,0,42,8,22,8,191,311
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 191C","Mirabel",0,9,100,0,63,4,19,5,200,365
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 192","Mirabel",0,15,129,0,74,5,15,4,242,432
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 193","Mirabel",1,19,140,2,71,11,20,6,270,491
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 194","Mirabel",0,26,119,2,62,13,16,7,245,475
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 195","Mirabel",2,26,169,1,82,6,20,9,315,554
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 196","Mirabel",0,13,114,1,56,2,11,3,200,431
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 197","Mirabel",2,17,97,3,64,5,26,4,218,488
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 198","Mirabel",1,13,62,1,42,3,11,2,135,318
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 199","Mirabel",0,11,78,4,55,5,14,1,168,318
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 200","Mirabel",0,17,81,1,42,2,23,3,169,317
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 201A","Mirabel",0,6,90,2,48,2,10,3,161,280
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 201B","Mirabel",0,7,78,2,44,1,5,6,143,299
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 201-1","Mirabel",0,18,134,2,62,3,17,11,247,462
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 202","Mirabel",0,23,171,1,82,8,15,5,305,509
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 203","Mirabel",0,18,127,0,61,5,11,6,228,375
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 204","Mirabel",1,7,85,1,56,0,21,4,175,356
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 204-1","Mirabel",1,24,106,9,100,6,22,6,274,477
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 205","Mirabel",2,29,179,3,58,12,30,2,315,538
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 400","Lachute",0,67,20,0,24,6,21,2,140,181
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 500","Mobile poll/Bureau itinérant",1,14,27,1,5,1,9,6,64,88
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 501","Mobile poll/Bureau itinérant",0,33,3,1,16,1,6,0,60,64
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 600","Thurso",1,62,124,4,116,9,47,2,365,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 601","Saint-André-Avellin",0,36,97,5,117,4,24,1,284,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 602","Saint-André-Avellin",0,38,59,3,101,2,21,4,228,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 603","Montebello",0,51,85,1,102,3,33,1,276,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 604","Grenville",1,94,125,1,104,9,114,2,450,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 605","Brownsburg-Chatham",0,63,96,0,88,1,69,2,319,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 606","Brownsburg-Chatham",0,113,142,6,102,10,69,1,443,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 607","Morin-Heights",0,87,198,1,160,10,53,2,511,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 608","Lachute",0,86,117,2,122,16,53,0,396,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 609","Lachute",1,152,105,3,143,15,72,6,497,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 610","Saint-André-d'Argenteuil",0,51,84,3,74,17,26,1,256,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 611","Saint-Placide",2,36,133,2,122,6,42,4,347,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 612","Saint-Joseph-du-Lac",0,51,192,2,113,9,50,7,424,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 613","Saint-Joseph-du-Lac",0,25,82,1,81,1,34,3,227,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 614","Mirabel",0,40,183,5,167,10,32,0,437,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 615","Mirabel",0,63,197,1,193,10,64,3,531,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 616","Mirabel",0,29,196,2,151,11,63,4,456,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 617","Mirabel",0,28,129,5,101,4,28,2,297,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 618","Mirabel",0,27,73,4,66,5,34,5,214,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 619","Val-des-Bois",0,26,64,0,27,1,31,2,151,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 620","Mayo",0,14,36,0,1,0,15,0,66,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 621","Morin-Heights",1,127,129,0,81,10,49,4,401,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 622","Lachute",2,110,113,3,128,14,47,3,420,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel"," 623","Mirabel",0,34,113,3,83,2,37,1,273,
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel",,Group 1/Groupe 1,1,21,16,0,20,4,45,4,111,189
24004,"Argenteuil--Papineau--Mirabel/Argenteuil--Papineau--Mirabel",,Group 2/Groupe 2,0,208,144,1,199,9,78,12,651,
