Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bernard DeLorme,Matthew Dubé,Nathalie Ferland Drolet,Nicholas Lescarbeau,Yves Lessard,Jean-François Mercier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Chambly--Borduas/Chambly--Borduas"," 184","Marieville",18,85,11,1,57,32,0,204,485
24012,"Chambly--Borduas/Chambly--Borduas"," 185","Marieville",19,127,20,2,72,53,2,295,523
24012,"Chambly--Borduas/Chambly--Borduas"," 186","Marieville",5,81,9,1,35,38,1,170,330
24012,"Chambly--Borduas/Chambly--Borduas"," 187","Marieville",11,102,15,4,76,32,0,240,405
24012,"Chambly--Borduas/Chambly--Borduas"," 188","Marieville",25,204,22,10,83,76,1,421,747
24012,"Chambly--Borduas/Chambly--Borduas"," 400","Mont-Saint-Hilaire",52,45,34,5,21,6,6,169,269
24012,"Chambly--Borduas/Chambly--Borduas"," 401","McMasterville",16,16,8,0,10,0,1,51,247
24012,"Chambly--Borduas/Chambly--Borduas"," 402","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,43
24012,"Chambly--Borduas/Chambly--Borduas"," 500","Mobile poll/Bureau itinérant",14,8,15,1,17,1,2,58,75
24012,"Chambly--Borduas/Chambly--Borduas"," 501","Mobile poll/Bureau itinérant",12,13,6,1,17,1,2,52,86
24012,"Chambly--Borduas/Chambly--Borduas"," 502","Mobile poll/Bureau itinérant",13,12,12,3,11,4,3,58,168
24012,"Chambly--Borduas/Chambly--Borduas"," 503","Mobile poll/Bureau itinérant",43,18,21,1,34,1,2,120,107
24012,"Chambly--Borduas/Chambly--Borduas"," 504","Mobile poll/Bureau itinérant",23,14,17,2,18,2,0,76,63
24012,"Chambly--Borduas/Chambly--Borduas"," 505","Mobile poll/Bureau itinérant",26,34,13,1,26,4,2,106,166
24012,"Chambly--Borduas/Chambly--Borduas"," 600","McMasterville--Saint-Mathieu-de-Beausoleil",102,230,66,8,204,54,11,675,
24012,"Chambly--Borduas/Chambly--Borduas"," 601","Beloeil",78,284,69,10,234,77,8,760,
24012,"Chambly--Borduas/Chambly--Borduas"," 602","Mont-Saint-Hilaire",70,268,61,9,188,49,4,649,
24012,"Chambly--Borduas/Chambly--Borduas"," 603","Otterburn Park",107,310,66,16,241,77,7,824,
24012,"Chambly--Borduas/Chambly--Borduas"," 604","Saint-Basile-le-Grand",59,226,47,5,218,51,7,613,
24012,"Chambly--Borduas/Chambly--Borduas"," 605","Carignan",97,249,70,14,205,93,6,734,
24012,"Chambly--Borduas/Chambly--Borduas"," 606","Chambly",80,200,47,6,126,80,3,542,
24012,"Chambly--Borduas/Chambly--Borduas"," 607","Chambly",53,189,37,10,156,67,9,521,
24012,"Chambly--Borduas/Chambly--Borduas"," 608","Saint-Mathias-sur-Richelieu",47,167,53,5,107,23,4,406,
24012,"Chambly--Borduas/Chambly--Borduas"," 609","Marieville",47,164,70,2,119,78,9,489,
24012,"Chambly--Borduas/Chambly--Borduas"," 610","Saint-Jean-Baptiste",31,145,47,8,126,36,1,394,
24012,"Chambly--Borduas/Chambly--Borduas"," 611","Beloeil",60,127,50,3,123,28,6,397,
24012,"Chambly--Borduas/Chambly--Borduas"," 612","Beloeil",90,174,84,4,142,41,4,539,
24012,"Chambly--Borduas/Chambly--Borduas"," 613","Mont-Saint-Hilaire",116,223,83,9,201,30,4,666,
24012,"Chambly--Borduas/Chambly--Borduas"," 614","Saint-Basile-le-Grand",82,296,77,7,274,88,8,832,
24012,"Chambly--Borduas/Chambly--Borduas"," 615","Chambly",88,312,69,14,267,110,2,862,
24012,"Chambly--Borduas/Chambly--Borduas"," 616","Chambly",42,111,36,4,92,36,1,322,
24012,"Chambly--Borduas/Chambly--Borduas"," 617","Richelieu",27,120,29,3,135,39,1,354,
24012,"Chambly--Borduas/Chambly--Borduas"," 618","Marieville",55,193,48,6,150,38,3,493,
24012,"Chambly--Borduas/Chambly--Borduas",,Group 1/Groupe 1,19,25,47,4,24,13,0,132,247
24012,"Chambly--Borduas/Chambly--Borduas",,Group 2/Groupe 2,93,161,75,10,243,34,10,626,
