Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Clyde Bridger,Aaron Hynes,Robyn Kenny,Scott Simms,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 173","St. Brendan's",9,23,0,58,0,90,154
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 174","Sandringham",18,19,1,56,0,94,224
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 175","Burnside-St. Chads",4,6,1,27,1,39,74
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 176","Eastport",30,75,4,143,1,253,522
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 176-1","Sandy Cove",10,8,2,49,0,69,110
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 177","Happy Adventure",10,15,3,43,0,71,115
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 178","Salvage",1,18,2,36,2,59,127
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 179","Buchans Junction--Millertown",30,36,2,32,0,100,177
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 180","Buchans",18,52,0,80,2,152,289
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 180-1","Buchans",27,45,0,119,2,193,349
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 181","Port Blandford",24,28,0,65,1,118,273
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 182","Port Blandford",16,28,2,45,0,91,186
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 183","Shoal Harbour",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 184","Charlottetown",10,18,0,106,3,137,217
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 184-1","Terra Nova",1,9,0,32,0,42,67
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 185","Bunyan's Cove",30,32,0,75,0,137,303
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 186","Shoal Harbour",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 187","Milton",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 188","Georges Brook",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 189","Cannings Cove",12,15,0,48,0,75,171
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 190","Musgravetown",6,12,0,24,0,42,123
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 191","Musgravetown",28,63,2,72,0,165,410
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 192","Bloomfield",35,52,1,54,1,143,445
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 193A","Lethbridge",16,37,1,52,4,110,326
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 193B","Lethbridge",20,53,3,71,0,147,329
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 193-1","Lethbridge",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 194","Lethbridge",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 195","Portland--Jamestown--Winter Brook",14,25,0,26,0,65,217
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 196","Sweet Bay",22,36,0,30,1,89,182
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 197","Open Hall--Red Cliff--Tickle Cove",6,14,1,33,0,54,98
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 198","Plate Cove West--Plate Cove East",31,63,2,76,0,172,367
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 199","Summerville",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 200","Southern Bay--Princeton",22,14,1,32,1,70,155
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 201","Duntara--Keels",3,11,0,30,0,44,86
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 202","King's Cove",28,19,1,42,0,90,162
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 203","Upper Amherst Cove--Middle Amherst Cove",17,15,1,55,1,89,224
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 204","Bonavista",17,31,0,85,3,136,436
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 205","Bonavista",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 206","Bonavista",15,16,0,62,0,93,241
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 207","Bonavista",8,15,0,66,0,89,364
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 208","Bonavista",11,18,0,51,0,80,295
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 209","Bonavista",15,12,1,68,1,97,322
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 210","Bonavista",14,18,0,45,0,77,267
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 211","Bonavista",14,21,1,32,0,68,282
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 212","Bonavista",12,19,0,35,1,67,238
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 213","Bonavista",11,33,1,69,2,116,390
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 214","Bonavista",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 215","Bonavista",4,19,1,39,0,63,216
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 216","Elliston",17,10,3,75,0,105,279
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 217","Little Catalina",38,29,1,79,1,148,385
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 218","Little Catalina",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 219","Catalina",11,33,2,63,0,109,300
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 220","Catalina",20,45,0,43,0,108,386
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 221","Catalina",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 222","Port Union",24,49,0,83,0,156,357
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 223","Port Union",Void/Supprimé,,,,,,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 224","Melrose",8,29,2,50,1,90,201
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 225","English Harbour--Champney's East",8,12,0,16,0,36,67
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 226","Champney's West--Champney's Arm",11,17,0,32,0,60,111
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 227","Trinity East",44,23,3,100,0,170,330
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 228","Trinity--Lockston",16,15,1,34,1,67,154
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 229","Old Bonaventure--New Bonaventure--Trouty",4,14,0,40,0,58,125
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 229-1","Goose Cove--Dunfield",16,10,0,34,0,60,111
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 500A","Mobile poll/Bureau itinérant",1,18,0,52,1,72,79
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 500B","Mobile poll/Bureau itinérant",Merged with No. 505B/Fusionné avec le nº 505B,,,,,,31
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 501","Mobile poll/Bureau itinérant",10,26,0,41,1,78,106
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 502","Mobile poll/Bureau itinérant",3,14,0,19,0,36,118
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 503","Mobile poll/Bureau itinérant",2,4,2,39,1,48,104
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 504","Mobile poll/Bureau itinérant",2,8,0,43,1,54,102
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 505A","Mobile poll/Bureau itinérant",1,18,0,32,0,51,81
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 505B","Mobile poll/Bureau itinérant",1,11,1,30,2,45,40
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 506","Mobile poll/Bureau itinérant",2,5,1,39,1,48,72
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 507","Mobile poll/Bureau itinérant",7,9,0,15,2,33,52
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 600","Botwood",11,41,0,111,0,163,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 601","Lewisporte",19,72,1,87,0,179,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 602","Twillingate",6,12,0,48,0,66,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 603","Fogo",3,6,0,21,0,30,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 604","Musgrave Harbour",4,14,1,7,0,26,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 605","Wesleyville",6,9,1,50,0,66,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 606","Grand Falls-Windsor",24,85,1,152,1,263,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 607","Grand Falls-Windsor",54,86,2,189,0,331,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 608","Bishop's Falls",3,34,0,74,0,111,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 609","Gander--Glenwood-Benton",21,43,0,132,3,199,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 610","Gambo",12,22,0,44,1,79,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 611","Glovertown",15,23,1,79,0,118,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 612","Buchans",4,7,4,24,0,39,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 613","Port Blandford",12,24,1,37,0,74,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 614","Bonavista",5,18,2,57,0,82,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 615","Little Catalina",12,11,1,23,0,47,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor"," 616","Gander",14,56,4,149,0,223,
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor",,Group 1/Groupe 1,12,91,2,53,5,163,474
10002,"Bonavista--Gander--Grand Falls--Windsor/Bonavista--Gander--Grand Falls--Windsor",,Group 2/Groupe 2,39,156,4,342,6,547,
