Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Troy DeSouza,Randall C. Garrison,Louis James Lesosky,Christopher Robert Porter,Shaunna Salsman,Lillian Szpak,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 193","Esquimalt",29,70,1,0,10,13,0,123,229
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 194","Esquimalt",58,104,2,0,16,17,1,198,364
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 195","Esquimalt",48,117,0,1,24,19,0,209,422
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 196","Esquimalt",46,84,1,0,25,12,1,169,363
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 197","Esquimalt",26,73,0,0,12,17,0,128,266
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 198","Happy Valley",119,118,1,1,33,28,1,301,506
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 199","Happy Valley",128,85,0,3,31,40,0,287,506
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 200","Metchosin",117,139,0,0,14,26,1,297,506
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 201","Metchosin",145,146,0,1,18,26,0,336,567
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 202","Metchosin",67,76,2,0,15,11,0,171,306
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 203","Metchosin",88,108,0,0,14,19,0,229,379
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 204","Metchosin",122,129,0,0,29,20,1,301,474
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 205","Metchosin",57,53,0,0,13,13,0,136,235
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 206","Metchosin",49,80,1,2,8,15,2,157,312
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 500","Mobile poll/Bureau itinérant",49,37,4,1,4,18,3,116,164
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 600","Sooke",196,174,0,4,25,77,1,477,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 601","Langford",368,252,3,1,35,103,3,765,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 602","Saanich",241,148,0,1,36,65,1,492,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 603","Saanich",200,110,0,0,33,66,0,409,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 604","View Royal",350,244,0,2,39,85,0,720,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 605","Saanich",172,126,0,1,29,60,0,388,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 606","Saanich",136,242,1,0,32,47,1,459,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 607","Colwood",383,215,0,1,25,89,0,713,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 608","Esquimalt",294,364,2,3,53,154,0,870,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 609","Metchosin",197,177,0,0,23,62,0,459,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 610","Langford",272,156,0,1,20,71,0,520,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 611","Esquimalt",276,281,3,0,39,97,3,699,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 612","Sooke",320,211,1,1,40,100,2,675,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 613","Langford",391,290,4,0,32,99,2,818,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 614","Saanich",259,154,1,1,34,103,1,553,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca"," 615","Colwood",512,234,0,0,36,133,0,915,
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca",,Group 1/Groupe 1,431,63,1,0,25,86,23,629,1259
59008,"Esquimalt--Juan de Fuca/Esquimalt--Juan de Fuca",,Group 2/Groupe 2,553,293,5,2,55,215,18,1141,
