Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Marc Boudreau,Meili Faille,Jean-Yves Massenet,Jamie Nicholls,Lyne Pelchat,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 154A","Saint-Lazare",27,27,9,87,13,1,164,265
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 154B","Saint-Lazare",34,42,8,91,21,3,199,337
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 155","Saint-Lazare",49,31,5,93,45,0,223,416
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 156A","Saint-Lazare",54,25,5,116,32,2,234,352
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 156B","Saint-Lazare",42,29,2,103,27,6,209,343
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 156-1A","Saint-Lazare",30,26,4,96,16,1,173,297
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 156-1B","Saint-Lazare",39,37,3,91,21,1,192,309
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 157","Saint-Clet",23,75,10,96,18,2,224,351
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 158","Saint-Clet",43,106,5,152,29,8,343,520
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 159","Saint-Clet",33,110,6,138,15,6,308,487
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 160","Coteau-du-Lac",29,62,3,71,16,4,185,338
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 161","Coteau-du-Lac",48,51,1,110,15,1,226,414
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 162A","Coteau-du-Lac",9,48,3,63,14,4,141,260
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 162B","Coteau-du-Lac",18,63,6,62,10,2,161,286
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 163A","Coteau-du-Lac",21,47,6,65,15,5,159,259
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 163B","Coteau-du-Lac",23,68,3,82,15,3,194,329
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 164","Coteau-du-Lac",26,60,2,83,9,1,181,314
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 165","Coteau-du-Lac",40,97,3,105,21,5,271,494
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 166","Coteau-du-Lac",24,83,1,102,13,2,225,431
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 167","Coteau-du-Lac",14,50,2,56,13,3,138,219
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 168","Coteau-du-Lac",26,88,4,134,14,3,269,447
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 169","Coteau-du-Lac",22,81,0,102,17,5,227,397
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 170","Coteau-du-Lac",21,88,4,108,21,6,248,481
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 171","Coteau-du-Lac",11,40,5,49,11,1,117,236
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 171-1","Coteau-du-Lac",21,38,5,57,17,0,138,220
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 172","Les Coteaux",12,66,1,69,21,3,172,310
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 172-1A","Les Coteaux",31,100,1,114,18,2,266,440
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 172-1B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,17
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 173","Les Coteaux",13,57,1,88,16,0,175,307
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 173-1","Les Coteaux",22,55,5,97,18,5,202,342
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 174","Les Coteaux",23,97,7,91,20,4,242,419
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 174-1","Les Coteaux",21,102,3,102,13,3,244,408
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 175","Les Coteaux",19,89,4,88,18,1,219,354
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 176","Les Coteaux",8,73,3,80,10,3,177,305
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 176-1","Les Coteaux",21,96,3,117,12,7,256,524
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 177","Très-Saint-Rédempteur",23,82,7,76,16,3,207,310
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 177-1","Très-Saint-Rédempteur",19,66,6,118,11,4,224,382
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 178","Sainte-Marthe",36,44,7,79,12,2,180,270
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 179","Sainte-Marthe",26,73,4,109,40,0,252,354
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 179-1","Sainte-Marthe",33,40,5,47,16,2,143,226
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 180","Sainte-Justine-de-Newton",33,65,9,98,18,4,227,386
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 181","Sainte-Justine-de-Newton",33,66,5,115,19,1,239,402
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 182","Saint-Télesphore",18,45,3,65,5,0,136,252
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 183","Saint-Polycarpe",31,98,13,121,15,6,284,480
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 184A","Saint-Polycarpe",18,49,5,68,15,3,158,285
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 184B","Saint-Polycarpe",19,40,7,74,9,1,150,280
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 185","Saint-Polycarpe",18,64,3,75,14,0,174,310
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 186","Saint-Télesphore",34,69,3,112,19,2,239,418
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 187","Rivière-Beaudette",28,58,5,131,10,5,237,432
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 188","Rivière-Beaudette",25,103,1,126,27,5,287,528
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 189","Saint-Zotique",32,81,6,105,16,4,244,473
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 190","Saint-Zotique",17,68,6,98,17,3,209,413
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 191","Saint-Zotique",25,67,8,100,17,4,221,392
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 191-1","Saint-Zotique",17,77,9,112,15,4,234,437
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 191-2","Saint-Zotique",30,88,12,122,15,7,274,470
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 192","Saint-Zotique",19,56,9,83,12,5,184,332
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 192-1","Saint-Zotique",10,65,4,71,12,13,175,331
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 193","Saint-Zotique",28,52,3,98,19,3,203,444
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 194A","Saint-Zotique",9,36,1,77,6,2,131,254
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 194B","Saint-Zotique",14,45,2,89,8,0,158,285
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 194-1","Saint-Zotique",22,71,5,81,28,1,208,415
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 195","Saint-Zotique",20,59,5,103,13,4,204,399
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 196","Saint-Zotique",16,48,6,127,8,4,209,457
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 197","Rivière-Beaudette",34,61,3,147,24,1,270,491
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 400","Vaudreuil-Dorion",23,28,1,24,23,6,105,144
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 401","Vaudreuil-Dorion",22,15,1,18,26,5,87,135
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 402","Vaudreuil-Dorion",Merged with No. 42-1B/Fusionné avec le nº 42-1B,,,,,,,93
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 500","Mobile poll/Bureau itinérant",6,11,1,12,21,2,53,125
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 501","Mobile poll/Bureau itinérant",33,7,2,28,23,3,96,129
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 502","Mobile poll/Bureau itinérant",7,18,4,7,9,1,46,109
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 503","Mobile poll/Bureau itinérant",12,11,1,7,18,3,52,119
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 504","Mobile poll/Bureau itinérant",20,11,1,20,5,4,61,86
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 600","Rigaud",68,184,9,147,68,1,477,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 601","Hudson",202,31,12,181,133,2,561,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 602","Vaudreuil-sur-le-Lac--L'Île-Cadieux",95,131,11,173,102,4,516,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 603","Vaudreuil-Dorion",73,129,3,169,64,4,442,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 604","Vaudreuil-Dorion",33,72,5,75,27,1,213,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 605","Pincourt--Terrasse-Vaudreuil",111,107,17,186,60,4,485,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 606","Pincourt",127,131,16,250,109,9,642,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 607","L'Île-Perrot",76,118,10,160,55,3,422,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 608","Notre-Dame-de-l'Île-Perrot",77,136,14,154,109,2,492,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 609","Les Cèdres--Pointe-des-Cascades",65,226,10,247,54,9,611,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 610","Saint-Lazare",149,144,12,204,110,1,620,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 611","Saint-Lazare",172,169,28,265,147,2,783,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 612","Coteau-du-Lac",56,233,5,201,64,6,565,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 613","Saint-Polycarpe",15,96,2,73,18,1,205,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 614","Saint-Zotique--Rivière-Beaudette",60,172,8,166,46,21,473,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 615","Rigaud",53,106,10,74,31,1,275,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 616","Vaudreuil-sur-le-Lac",74,146,6,153,61,4,444,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 617","Vaudreuil-Dorion",50,187,3,151,46,9,446,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 618","Vaudreuil-Dorion",39,73,3,71,29,2,217,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 619","L'Île-Perrot",70,122,9,127,52,2,382,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 620","Notre-Dame-de-l'Île-Perrot",72,135,8,179,82,2,478,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 621","Coteau-du-Lac",38,154,3,128,41,2,366,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges"," 622","Saint-Zotique--Rivière-Beaudette",51,74,5,104,53,4,291,
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges",,Group 1/Groupe 1,25,26,4,21,27,4,107,190
24073,"Vaudreuil-Soulanges/Vaudreuil-Soulanges",,Group 2/Groupe 2,140,367,26,171,103,8,815,
