Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Maurice Brossard,Normand Chouinard,Marcel Lussier,Hoang Mai,Alexandra Mendès,Kevin Murphy,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24011,"Brossard--La Prairie/Brossard--La Prairie"," 502","Mobile poll/Bureau itinérant",17,0,11,20,15,0,3,66,95
24011,"Brossard--La Prairie/Brossard--La Prairie"," 503","Mobile poll/Bureau itinérant",21,3,18,20,21,0,3,86,175
24011,"Brossard--La Prairie/Brossard--La Prairie"," 600","Brossard",70,3,85,185,226,5,8,582,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 601","Brossard",102,1,114,148,195,3,8,571,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 602","Brossard",81,2,116,131,158,6,13,507,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 603","Brossard",132,0,116,333,344,5,2,932,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 604","Brossard",99,1,130,208,321,10,5,774,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 605","Brossard",89,0,113,205,334,6,2,749,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 606","Brossard",146,0,111,203,357,5,3,825,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 607","Brossard",114,0,91,157,283,4,6,655,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 608","Brossard",137,0,149,220,410,16,10,942,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 609","La Prairie",113,1,206,250,182,4,8,764,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 610","La Prairie",65,1,165,284,187,7,8,717,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 611","La Prairie",92,0,219,298,166,6,9,790,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 612","Candiac",84,1,190,310,210,12,8,815,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 613","Candiac",110,0,135,257,247,9,2,760,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 614","Saint-Philippe",48,2,133,191,55,10,2,441,
24011,"Brossard--La Prairie/Brossard--La Prairie",,Group 1/Groupe 1,38,0,17,12,30,3,10,110,193
24011,"Brossard--La Prairie/Brossard--La Prairie",,Group 2/Groupe 2,138,0,259,196,452,6,5,1056,
