Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Bédard,Michel-Eric Castonguay,Robert Gauthier,Michel Guimond,Jonathan Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 153-1A","L'Ange-Gardien",0,28,2,45,36,3,114,240
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 153-1B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,53
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 154","Boischatel",1,47,6,57,72,0,183,350
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 155","Boischatel",5,35,13,70,83,4,210,405
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 156","Boischatel",6,110,10,82,133,6,347,586
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 156-1","Boischatel",4,94,23,114,117,3,355,560
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 157","Boischatel",4,85,8,80,110,5,292,488
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 157-1","Boischatel",15,111,20,99,136,6,387,618
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 158","Saint-Jean-de-Boischatel",1,50,7,84,79,3,224,355
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 159","Saint-Jean-de-Boischatel",6,66,18,89,108,1,288,425
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 160","Saint-Jean-de-Boischatel",1,68,16,75,67,4,231,357
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 161","Boischatel",6,92,10,106,135,7,356,564
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 162","Beauport",6,90,14,63,99,5,277,531
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 163","Beauport",Void/Supprimé,,,,,,,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 164","Beauport",9,82,16,67,137,2,313,549
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 165","Beauport",3,111,10,58,135,1,318,595
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 166","Beauport",5,72,9,74,145,0,305,527
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 167","Beauport",4,72,9,57,119,6,267,509
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 168","Beauport",6,57,19,45,84,3,214,425
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 169","Beauport",6,38,7,47,68,4,170,362
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 170","Beauport",4,33,5,48,75,2,167,404
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 171","Beauport",2,45,9,52,84,3,195,367
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 172","Beauport",3,38,9,48,75,3,176,365
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 173","Beauport",3,25,3,43,69,1,144,372
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 174","Beauport",2,29,9,58,85,6,189,367
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 175","Beauport",1,41,7,49,62,2,162,328
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 176","Beauport",1,29,3,33,59,2,127,272
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 177","Beauport",1,20,6,26,27,4,84,228
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 178","Beauport",2,15,8,48,43,5,121,293
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 179","Beauport",4,30,4,36,53,2,129,284
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 180","Beauport",3,46,18,68,92,4,231,421
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 181","Beauport",Void/Supprimé,,,,,,,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 182","Beauport",4,26,8,41,44,2,125,299
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 183","Beauport",2,22,10,34,33,3,104,210
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 184","Beauport",2,36,10,53,61,5,167,497
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 185","Beauport",8,60,12,61,139,4,284,543
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 186","Beauport",5,96,8,73,130,5,317,562
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 187","Beauport",3,59,13,53,107,8,243,478
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 188","Beauport",10,74,6,71,127,3,291,503
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 189","Beauport",5,80,16,94,132,7,334,509
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 190","Beauport",9,72,20,84,88,3,276,470
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 191","Beauport",4,31,7,37,47,4,130,312
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 192","Beauport",1,49,9,23,67,0,149,305
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 193","Beauport",5,55,7,41,92,2,202,358
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 194A","Beauport",2,25,3,36,88,2,156,371
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 194B","Beauport",9,22,6,39,72,3,151,372
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 195","Beauport",3,57,8,41,83,3,195,335
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 196","Beauport",5,44,12,53,66,5,185,379
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 197","Beauport",3,43,23,44,95,1,209,366
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 198","Beauport",1,43,8,49,90,2,193,332
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 199","Beauport",3,39,7,31,57,0,137,253
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 200","Beauport",1,14,10,19,42,2,88,206
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 201","Beauport",5,41,11,81,88,2,228,485
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 500","Mobile poll/Bureau itinérant",1,8,4,11,2,0,26,129
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 501","Mobile poll/Bureau itinérant",4,27,7,28,21,1,88,170
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 502","Mobile poll/Bureau itinérant",2,9,9,25,8,3,56,167
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 503","Mobile poll/Bureau itinérant",2,21,14,22,21,2,82,163
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 504","Mobile poll/Bureau itinérant",1,7,9,19,11,1,48,320
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 505","Mobile poll/Bureau itinérant",1,5,11,12,13,1,43,48
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 506","Mobile poll/Bureau itinérant",1,5,14,20,2,1,43,138
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 600","Forestville",4,49,27,168,104,6,358,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 601","Les Escoumins",3,21,10,69,58,0,161,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 602","Saint-Siméon--La Malbaie",3,27,12,101,45,3,191,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 603","Clermont",2,54,31,166,126,5,384,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 604","La Malbaie",11,117,60,290,212,8,698,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 605","L'Île-aux-Coudres",1,29,13,61,22,0,126,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 606","Baie-Saint-Paul",9,102,37,289,188,7,632,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 607","Château-Richer--Sainte-Anne-de-Beaupré",3,125,35,173,202,2,540,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 608","Beaupré",23,151,44,263,252,5,738,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 609","Île-d'Orléans",12,113,54,200,183,5,567,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 610","L'Ange-Gardien",7,229,56,252,276,9,829,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 611","Beauport",16,159,48,230,262,4,719,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 612","Beauport",8,210,64,213,282,3,780,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 613","Beauport",2,105,13,151,123,8,402,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 614","Beauport",6,105,19,146,182,4,462,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord"," 615","Baie-Saint-Paul",7,76,29,257,170,3,542,
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord",,Group 1/Groupe 1,5,57,5,22,19,12,120,246
24014,"Montmorency--Charlevoix--Haute-Côte-Nord/Montmorency--Charlevoix--Haute-Côte-Nord",,Group 2/Groupe 2,5,76,55,185,92,19,432,
