Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Suzie Grenon,Steven Hébert,Marc Lemay,Christine Moore,Patrick Rochon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 217","Ville-Marie",9,10,64,89,4,1,177,327
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 218","Ville-Marie",9,14,49,90,0,1,163,313
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 219","Saint-Placide-de-Béarn",10,25,42,63,6,6,152,272
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 220","Saint-Placide-de-Béarn",14,24,62,104,1,4,209,368
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 221","Saint-Édouard-de-Fabre",9,5,37,85,0,2,138,263
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 221-1","Saint-Édouard-de-Fabre",6,17,42,80,2,4,151,248
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 222","Témiscaming",14,34,49,115,3,4,219,433
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 223","Témiscaming",21,36,28,87,1,3,176,330
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 224","Témiscaming",13,26,16,64,3,0,122,300
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 225","Témiscaming",19,23,9,55,3,0,109,303
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 226","Témiscaming",15,22,15,77,2,1,132,342
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 227","Témiscaming",11,13,21,59,3,0,107,272
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 228","Tee Lake",12,34,9,96,5,0,156,351
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 229","Kipawa",35,16,4,91,1,0,147,256
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 230","Laniel",4,6,10,21,0,0,41,55
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 500","Mobile poll/Bureau itinérant",20,7,26,19,2,2,76,168
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 501","Mobile poll/Bureau itinérant",21,23,41,35,0,3,123,159
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 502","Mobile poll/Bureau itinérant",10,7,28,12,2,3,62,139
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 503","Mobile poll/Bureau itinérant",1,3,8,9,1,1,23,80
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 504","Mobile poll/Bureau itinérant",6,5,11,11,1,2,36,56
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 505","Mobile poll/Bureau itinérant",5,4,13,6,1,0,29,47
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 506","Mobile poll/Bureau itinérant",6,11,13,27,0,1,58,100
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 507","Mobile poll/Bureau itinérant",3,9,14,24,0,0,50,88
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 508","Mobile poll/Bureau itinérant",1,5,14,16,0,0,36,118
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 509","Mobile poll/Bureau itinérant",12,22,34,50,1,7,126,168
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 510","Mobile poll/Bureau itinérant",9,12,28,11,1,0,61,148
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 511","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 512","Mobile poll/Bureau itinérant",3,6,10,22,0,0,41,71
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 600","Normétal",7,5,28,24,0,1,65,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 601","La Sarre",35,67,145,215,3,7,472,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 602","Macamic",14,31,66,84,3,1,199,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 603","Duparquet",8,13,31,58,3,2,115,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 604","D'Alembert",0,9,18,25,0,1,53,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 605","Amos",25,71,144,176,7,6,429,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 606","Amos",44,60,157,187,3,3,454,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 607","Barraute",5,21,54,40,2,3,125,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 608","Évain",21,10,158,149,5,2,345,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 609","Rouyn-Noranda",30,36,66,124,3,4,263,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 610","Rouyn-Noranda",56,51,167,187,7,8,476,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 611","Rouyn-Noranda",19,48,147,172,6,6,398,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 612","Notre-Dame-du-Nord",8,6,26,45,0,0,85,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 613","Latulipe",5,3,23,20,2,0,53,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 614","Ville-Marie",35,47,113,119,5,5,324,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 615","Témiscaming",44,32,30,104,3,3,216,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 616","Villemontel",1,6,12,11,0,0,30,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 617","Amos",19,26,106,107,3,1,262,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 618","La Sarre",12,21,68,81,2,0,184,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 619","Rouyn-Noranda",54,53,216,226,4,6,559,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 620","Rouyn-Noranda",8,17,57,50,5,1,138,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue"," 621","Rouyn-Noranda",63,50,145,140,11,10,419,
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue",,Group 1/Groupe 1,21,33,32,26,3,3,118,238
24001,"Abitibi--Témiscamingue/Abitibi--Témiscamingue",,Group 2/Groupe 2,136,157,478,337,18,23,1149,
