Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pierre Cadieux,Guy Caron,Bertin Denis,Claude Guimond,Clément Pelletier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 156","Saint-Jean-de-la-Lande",14,39,21,18,4,1,97,230
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 157","Packington",17,82,18,25,2,3,147,276
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 158","Cabano",14,109,30,53,1,4,211,390
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 159","Cabano",17,127,33,42,3,0,222,408
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 160","Cabano",11,43,15,20,0,1,90,224
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 161","Cabano",4,42,17,24,3,5,95,240
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 162","Cabano",19,63,26,24,3,1,136,315
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 163","Cabano",11,66,33,30,2,5,147,311
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 164","Cabano",4,85,26,41,2,1,159,326
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 165","Cabano",8,51,36,25,3,5,128,230
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 166","Notre-Dame-du-Lac",11,77,30,27,3,2,150,279
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 167","Notre-Dame-du-Lac",17,60,19,33,6,8,143,265
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 168","Notre-Dame-du-Lac",24,77,40,37,4,5,187,320
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 169","Notre-Dame-du-Lac",18,98,25,58,1,7,207,347
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 170","Notre-Dame-du-Lac",11,62,27,37,4,2,143,292
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 171","Saint-Eusèbe",19,130,49,62,2,7,269,485
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 172","Saint-Pierre-de-Lamy",4,12,17,9,0,2,44,86
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 173","Saint-Honoré-de-Témiscouata",8,65,42,31,0,3,149,277
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 174","Saint-Louis-du-Ha! Ha!",7,50,17,28,1,2,105,211
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 175","Saint-Louis-du-Ha! Ha!",10,56,25,27,2,1,121,248
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 176","Saint-Louis-du-Ha! Ha!",14,69,35,41,3,4,166,318
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 177","Saint-Louis-du-Ha! Ha!",6,48,12,33,2,0,101,225
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 178","Saint-Honoré-de-Témiscouata",5,88,47,23,5,6,174,325
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 179","Saint-Elzéar",2,74,26,28,2,1,133,254
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 180","Saint-Athanase",16,50,32,20,4,1,123,234
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 181A","Pohénégamook",10,35,24,15,1,0,85,172
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 181B","Pohénégamook",10,47,36,16,0,1,110,199
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 182","Pohénégamook",9,64,31,28,4,2,138,259
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 183","Pohénégamook",12,106,48,55,3,1,225,487
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 184","Pohénégamook",9,79,44,41,3,1,177,388
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 185","Pohénégamook",20,81,37,52,4,5,199,450
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 186","Pohénégamook",9,50,39,30,1,1,130,277
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 187","Rivière-Bleue",18,64,46,31,3,2,164,340
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 188","Rivière-Bleue",12,131,30,45,6,6,230,417
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 189","Saint-Marc-du-Lac-Long",16,65,47,43,4,2,177,314
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 190","Rivière-Bleue",10,75,24,25,3,1,138,272
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 500","Mobile poll/Bureau itinérant",30,25,16,12,3,1,87,250
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 501","Mobile poll/Bureau itinérant",42,21,28,27,0,3,121,192
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 502","Mobile poll/Bureau itinérant",33,47,31,39,3,6,159,172
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 503","Mobile poll/Bureau itinérant",44,50,21,36,4,3,158,174
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 504","Mobile poll/Bureau itinérant",40,20,64,15,1,0,140,236
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 505","Mobile poll/Bureau itinérant",7,5,13,5,0,1,31,97
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 506","Mobile poll/Bureau itinérant",16,23,29,14,1,2,85,140
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 507","Mobile poll/Bureau itinérant",30,32,54,17,1,4,138,204
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 508","Mobile poll/Bureau itinérant",21,17,13,26,0,0,77,99
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 600","Rimouski-Est--Pointe-au-Père",53,162,51,217,2,4,489,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 601","Rimouski",112,195,72,197,8,2,586,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 602","Rimouski",85,151,63,261,15,2,577,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 603","Rimouski",98,264,70,258,17,1,708,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 604","Sainte-Blandine",11,40,21,79,1,1,153,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 605","Le Bic--Saint-Fabien",30,106,32,150,5,2,325,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 606","Trois-Pistoles",56,198,198,154,7,7,620,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 607","Saint-Jean-de-Dieu",12,43,36,31,1,2,125,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 608","Saint-Michel-du-Squatec",12,44,26,57,1,5,145,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 609","Dégelis",42,136,60,77,5,0,320,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 610","Cabano--Notre-Dame-du-Lac",31,133,50,103,4,6,327,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 611","Saint-Louis-du-Ha! Ha!",21,40,35,39,2,0,137,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 612","Pohénégamook--Rivière-Bleue",23,85,50,64,2,1,225,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques"," 613","Rimouski",102,196,56,224,10,3,591,
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques",,Group 1/Groupe 1,13,23,52,26,3,7,124,273
24056,"Rimouski-Neigette--Témiscouata--Les Basques/Rimouski-Neigette--Témiscouata--Les Basques",,Group 2/Groupe 2,119,67,57,157,12,5,417,
