Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Guy André,Ruth Ellen Brosseau,Francine Gaudet,Marie-Claude Godue,Martin Jubinville,Léonie Matteau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 201","Lavaltrie",79,136,17,18,4,4,3,261,554
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 202","Lavaltrie",112,127,8,19,0,8,3,277,594
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 203","Lavaltrie",79,100,9,21,3,8,21,241,554
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 204","Saint-Antoine-de-Lavaltrie",75,112,11,15,1,1,5,220,481
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 205","Saint-Antoine-de-Lavaltrie",48,96,11,17,0,2,2,176,508
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 206","Saint-Antoine-de-Lavaltrie",67,104,9,8,2,3,8,201,425
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 207","Lavaltrie",71,94,8,17,3,3,6,202,402
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 400","Trois-Rivières",Void/Supprimé,,,,,,,,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 401","Trois-Rivières",12,68,43,42,2,0,7,174,199
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 500","Mobile poll/Bureau itinérant",13,11,22,6,1,1,2,56,58
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 501","Mobile poll/Bureau itinérant",21,14,26,15,1,1,8,86,118
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 502A","Mobile poll/Bureau itinérant",11,7,24,19,1,0,0,62,37
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 502B","Mobile poll/Bureau itinérant",Merged with No. 512/Fusionné avec le nº 512,,,,,,,,45
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 503","Mobile poll/Bureau itinérant",14,20,25,14,2,4,6,85,124
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 504","Mobile poll/Bureau itinérant",7,9,37,20,0,2,1,76,114
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 505A","Mobile poll/Bureau itinérant",7,10,18,13,1,0,1,50,77
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 505B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,55
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 505C","Mobile poll/Bureau itinérant",Merged with No. 502A/Fusionné avec le nº 502A,,,,,,,,21
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 506","Mobile poll/Bureau itinérant",9,7,28,17,0,1,6,68,52
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 507","Mobile poll/Bureau itinérant",19,14,24,17,0,2,3,79,121
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 508A","Mobile poll/Bureau itinérant",4,6,12,6,0,1,4,33,117
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 508B","Mobile poll/Bureau itinérant",Merged with No. 507/Fusionné avec le nº 507,,,,,,,,11
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 509","Mobile poll/Bureau itinérant",21,21,42,19,1,5,6,115,141
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 510A","Mobile poll/Bureau itinérant",11,11,7,9,1,0,1,40,101
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 510B","Mobile poll/Bureau itinérant",Merged with No. 509/Fusionné avec le nº 509,,,,,,,,24
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 511","Mobile poll/Bureau itinérant",18,23,16,12,0,1,2,72,109
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 512","Mobile poll/Bureau itinérant",29,58,74,29,0,0,9,199,263
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 600","Saint-Alexis-des-Monts",106,107,44,50,2,3,3,315,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 601","Saint-Paulin",45,68,27,57,2,4,2,205,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 602","Saint-Boniface",153,242,62,78,2,9,11,557,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 603","Saint-Mathieu-du-Parc",45,81,28,20,0,4,4,182,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 604","Saint-Étienne-des-Grès",127,143,66,57,1,5,8,407,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 605","Trois-Rivières",175,275,138,100,4,6,1,699,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 606","Trois-Rivières",212,310,135,134,4,15,5,815,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 607","Trois-Rivières",83,199,71,74,1,6,11,445,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 608","Trois-Rivières",143,278,90,104,2,8,9,634,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 609","Trois-Rivières",175,253,103,115,2,6,10,664,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 610","Yamachiche",51,85,52,43,0,4,6,241,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 611","Louiseville",132,137,119,90,4,5,15,502,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 612","Louiseville",126,144,109,65,5,3,5,457,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 613","Maskinongé",54,52,51,33,0,0,3,193,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 614","Saint-Gabriel",170,148,42,56,2,8,5,431,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 615","Saint-Gabriel",101,119,35,31,2,4,8,300,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 616","Saint-Cuthbert",40,48,20,19,2,3,0,132,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 617","Berthierville",93,135,42,49,1,7,3,330,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 618","Berthierville",144,231,76,46,5,3,7,512,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 619","Lanoraie",108,98,25,33,1,3,4,272,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 620","Lavaltrie",144,194,33,48,2,5,12,438,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 621","Lavaltrie",167,218,33,63,0,12,4,497,
24008,"Berthier--Maskinongé/Berthier--Maskinongé",,Group 1/Groupe 1,31,28,17,53,1,6,11,147,267
24008,"Berthier--Maskinongé/Berthier--Maskinongé",,Group 2/Groupe 2,180,150,98,86,3,7,11,535,
