Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Philippe Bachand,André Bellavance,Tomy Bombardier,Isabelle Maguire,Marie-Josée Talbot,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 606","Ham-Nord",22,35,0,47,11,3,118,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 607","Wotton",33,56,0,39,6,1,135,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 608","Asbestos",199,163,5,124,28,5,524,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 609","Richmond",113,128,12,161,104,6,524,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 610","Windsor",132,252,9,241,43,7,684,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 611","Saint-François-Xavier-de-Brompton--Saint-Denis-de-Brompton",40,137,3,103,16,1,300,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 612","Victoriaville",96,192,4,127,40,3,462,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 613","Asbestos",266,229,7,135,17,2,656,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 614","Victoriaville",117,163,4,134,63,6,487,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 615","Victoriaville",83,146,3,131,22,5,390,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 616","Victoriaville",54,88,4,88,25,1,260,
24055,"Richmond--Arthabaska/Richmond--Arthabaska"," 617","Victoriaville",102,158,8,163,34,3,468,
24055,"Richmond--Arthabaska/Richmond--Arthabaska",,Group 1/Groupe 1,50,20,2,29,21,7,129,254
24055,"Richmond--Arthabaska/Richmond--Arthabaska",,Group 2/Groupe 2,214,397,17,155,101,9,893,
