Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barry Devolin,Lyn Edwards,Susanne Lauten,Laura Redman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 168","Lindsay",99,43,17,29,2,190,363
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 169","Lindsay",166,47,16,58,2,289,502
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 170","Lindsay",139,44,11,29,0,223,379
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 171","Lindsay",138,60,12,36,2,248,393
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 172","Lindsay",151,44,3,54,0,252,473
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 173","Lindsay",107,47,13,37,3,207,497
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 174","Lindsay",100,26,10,22,0,158,324
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 174-1","Kawartha Lakes",83,76,18,16,0,193,438
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 175","Lindsay",90,51,13,11,0,165,335
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 176","Lindsay",84,47,6,9,0,146,346
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 177","Lindsay",77,53,10,18,0,158,298
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 178","Lindsay",68,35,4,18,0,125,238
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 179","Lindsay",133,56,9,21,0,219,498
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 180","Lindsay",175,83,19,32,1,310,603
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 181","Lindsay",107,62,12,29,0,210,423
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 182","Lindsay",102,44,9,15,0,170,368
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 183","Lindsay",69,37,16,24,0,146,332
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 184","Lindsay",29,16,5,11,0,61,228
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 185","Lindsay",27,22,7,3,0,59,237
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 186","Lindsay",93,48,4,12,0,157,384
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 187","Lindsay",92,30,10,27,1,160,399
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 188","Lindsay",100,52,13,13,0,178,402
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 189A","Lindsay",94,31,7,28,0,160,328
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 189B","Lindsay",93,31,8,30,1,163,295
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 190A","Lindsay",99,45,9,32,0,185,332
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 190B","Lindsay",95,21,6,24,0,146,295
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 190-1","Kawartha Lakes",172,84,12,26,0,294,569
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 191","Lindsay",Void/Supprimé,,,,,,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 192","Lindsay",94,42,5,12,2,155,281
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 193","Lindsay",96,24,8,9,0,137,348
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 194","Lindsay",55,47,12,10,2,126,366
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 195","Cavan-Millbrook-North Monaghan",148,63,10,26,0,247,461
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 196","Cavan-Millbrook-North Monaghan",145,63,9,33,0,250,466
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 197","Cavan-Millbrook-North Monaghan",87,44,10,11,0,152,274
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 198","Cavan-Millbrook-North Monaghan",133,63,3,53,0,252,398
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 199","Cavan-Millbrook-North Monaghan",113,39,6,14,0,172,270
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 200","Cavan-Millbrook-North Monaghan",71,21,5,17,0,114,225
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 201","Cavan-Millbrook-North Monaghan",97,42,4,14,0,157,328
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 201-1","Cavan-Millbrook-North Monaghan",84,38,12,24,0,158,248
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 202","Cavan",135,72,19,30,0,256,457
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 203","Cavan-Millbrook-North Monaghan",148,67,13,38,0,266,486
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 204","Cavan-Millbrook-North Monaghan",102,45,7,24,2,180,348
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 205","Cavan-Millbrook-North Monaghan",138,33,20,19,0,210,471
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 206","Millbrook",151,74,14,24,0,263,453
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 206-1","Cavan-Millbrook-North Monaghan",70,33,5,10,1,119,256
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 207","Millbrook",116,59,11,32,0,218,434
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 208","Cavan-Millbrook-North Monaghan",143,64,13,40,0,260,489
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 209","Cavan-Millbrook-North Monaghan",87,39,9,12,1,148,255
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 209-1","Cavan-Millbrook-North Monaghan",82,24,7,20,0,133,262
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 500","Mobile poll/Bureau itinérant",47,10,1,14,0,72,151
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 501","Mobile poll/Bureau itinérant",39,10,1,13,0,63,209
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 502","Mobile poll/Bureau itinérant",63,14,2,19,2,100,142
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 503","Mobile poll/Bureau itinérant",72,22,6,21,6,127,258
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 504","Mobile poll/Bureau itinérant",36,11,6,9,1,63,158
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 505","Mobile poll/Bureau itinérant",45,10,2,19,0,76,167
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 506","Mobile poll/Bureau itinérant",44,9,1,11,0,65,257
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 507","Mobile poll/Bureau itinérant",41,5,3,19,3,71,188
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 600","Dorset",49,12,6,16,0,83,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 601","Minden",237,63,9,92,0,401,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 602","Minden",315,106,18,91,0,530,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 603","Haliburton",266,59,19,97,4,445,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 604","Haliburton",213,42,21,92,1,369,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 605","Apsley",210,48,9,57,0,324,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 606","Coboconk",320,46,18,62,0,446,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 607","Coboconk",127,32,2,22,2,185,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 608","Beaverton",426,89,36,111,2,664,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 609","Beaverton",141,37,6,27,1,212,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 610","Oakwood",159,36,13,33,0,241,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 611","Oakwood",239,59,6,40,0,344,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 612","Fenelon Falls",429,74,24,85,0,612,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 613","Fenelon Falls",173,39,9,33,1,255,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 614","Bobcaygeon",536,121,24,107,1,789,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 615","Bobcaygeon",268,67,21,71,1,428,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 616","Ops",153,43,7,20,0,223,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 617","Ops",372,68,15,67,3,525,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 618","Lindsay",320,36,24,115,0,495,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 619","Lindsay",306,55,19,91,1,472,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 620","Lindsay",181,61,7,38,1,288,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 621","Lindsay",327,82,19,89,0,517,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 622","Millbrook",216,58,16,55,1,346,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 623","Millbrook",372,89,29,86,1,577,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock"," 624","Wilberforce",147,51,6,42,0,246,
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock",,Group 1/Groupe 1,80,14,7,26,9,136,238
35029,"Haliburton--Kawartha Lakes--Brock/Haliburton--Kawartha Lakes--Brock",,Group 2/Groupe 2,568,102,41,182,11,904,
