Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dean Allison,Stephen Bieda,Sid Frere,David Heatley,Bryan Jongbloed,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 176","Pelham",116,48,9,43,1,0,217,368
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 176-1","Pelham",114,22,4,66,0,0,206,376
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 177","Pelham",114,29,13,81,0,1,238,371
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 178","Pelham",111,34,5,42,0,1,193,325
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 179","Pelham",150,71,11,66,2,0,300,477
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 180","Pelham",143,47,7,67,2,1,267,427
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 181","Pelham",126,40,9,41,1,0,217,401
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 182","Pelham",130,31,17,53,2,0,233,427
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 183","Pelham",103,36,8,30,1,0,178,332
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 184","Pelham",78,36,4,29,0,2,149,247
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 185","Pelham",106,21,8,33,1,1,170,325
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 400","Stoney Creek",7,10,2,5,0,0,24,37
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 401","Stoney Creek",15,19,1,18,2,1,56,84
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 402","Grimsby",69,1,3,3,14,1,91,116
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 403","Lincoln",36,19,0,12,0,4,71,138
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 404","Pelham",9,4,0,16,0,1,30,50
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 405","Pelham",45,30,2,23,0,1,101,125
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 500","Mobile poll/Bureau itinérant",27,7,4,10,1,1,50,83
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 501","Mobile poll/Bureau itinérant",25,13,1,8,0,0,47,83
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 600","Mount Hope",221,64,22,91,2,4,404,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 601","Hamilton ",229,42,13,73,3,0,360,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 602","Hamilton ",361,87,28,110,5,2,593,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 603","Stoney Creek",295,107,23,161,0,1,587,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 604","Stoney Creek",173,108,22,90,2,0,395,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 605","Stoney Creek",91,38,9,30,2,0,170,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 606","Smithville",360,81,15,69,19,2,546,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 607","Grimsby",309,130,33,104,12,5,593,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 608","Grimsby",321,133,30,85,13,0,582,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 609","Grimsby",230,97,19,63,2,0,411,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 610","Grimsby",288,80,20,38,11,1,438,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 611","Beamsville",334,88,27,83,14,0,546,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 612","Beamsville",262,76,20,51,5,1,415,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 613","Vineland",488,94,30,66,20,5,703,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 614","St. Anns",182,21,8,22,10,0,243,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 615","Pelham",319,93,28,80,2,0,522,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 616","Fonthill",355,150,27,74,1,4,611,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook"," 617","Fonthill",298,139,21,74,3,3,538,
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook",,Group 1/Groupe 1,54,17,9,5,1,3,89,176
35055,"Niagara West--Glanbrook/Niagara-Ouest--Glanbrook",,Group 2/Groupe 2,357,142,33,50,18,22,622,
