Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Baird,Mark MacKenzie,Marlene Rivier,Anita Vandenbeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 435","Nepean",39,4,34,21,1,99,185
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 436","Ottawa",71,8,44,34,4,161,237
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 437","Ottawa",127,8,22,45,1,203,270
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 438","Ottawa",68,14,64,42,1,189,278
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 500","Mobile poll/Bureau itinérant",114,0,17,48,1,180,164
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 501","Mobile poll/Bureau itinérant",44,4,4,19,1,72,133
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 502","Mobile poll/Bureau itinérant",62,5,17,36,4,124,199
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 503","Mobile poll/Bureau itinérant",33,10,13,36,2,94,145
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 504","Mobile poll/Bureau itinérant",44,5,17,25,2,93,181
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 505","Mobile poll/Bureau itinérant",74,2,6,23,2,107,165
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 600","Nepean",399,24,79,282,1,785,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 601","Ottawa",184,31,75,175,3,468,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 602","Ottawa",284,23,94,278,0,679,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 603","Ottawa",353,9,83,266,1,712,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 604","Ottawa",270,22,89,229,4,614,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 605","Nepean",449,29,96,344,3,921,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 606","Ottawa",389,30,83,212,0,714,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 607","Ottawa",228,12,83,286,6,615,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 608","Ottawa",353,25,73,290,1,742,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 609","Nepean",302,34,84,341,1,762,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 610","Nepean",264,20,65,218,0,567,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 611","Nepean",473,21,79,266,8,847,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 612","Nepean",366,23,75,213,2,679,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 613","Ottawa",180,14,79,161,4,438,
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 1/Groupe 1,122,9,22,121,8,282,530
35066,"Ottawa West--Nepean/Ottawa-Ouest--Nepean",,Group 2/Groupe 2,379,38,98,307,13,835,
