Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon Cormier,Anne-Marie Day,Martine Gaudreault,Félix Grenier,Daniel Petit,Simon Verret,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 169","Charlesbourg",0,82,11,21,41,7,2,164,341
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 170","Charlesbourg",2,74,12,26,51,6,4,175,339
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 171","Charlesbourg",1,51,9,31,42,5,6,145,332
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 172","Charlesbourg",0,66,6,20,39,1,1,133,324
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 173","Charlesbourg",0,83,9,23,42,2,2,161,375
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 174","Charlesbourg",1,68,13,25,45,4,2,158,349
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 175","Charlesbourg",0,63,8,22,44,5,4,146,353
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 176","Charlesbourg",1,71,11,22,45,3,2,155,389
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 177","Charlesbourg",0,72,6,29,35,5,7,154,386
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 178","Charlesbourg",2,71,9,29,42,2,5,160,368
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 179","Charlesbourg",0,87,19,39,88,4,0,237,384
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 180A","Charlesbourg",2,100,43,37,62,2,5,251,443
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 180B","Charlesbourg",3,97,36,24,74,1,3,238,448
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 181","Charlesbourg",3,146,26,36,92,5,0,308,587
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 182","Charlesbourg",3,103,18,35,63,4,4,230,499
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 183","Charlesbourg",2,89,15,23,59,0,4,192,352
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 184","Charlesbourg",0,122,9,24,51,5,6,217,457
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 185","Charlesbourg",1,65,4,25,62,1,4,162,391
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 186","Charlesbourg",2,78,4,31,47,5,2,169,429
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 400","Charlesbourg",3,23,21,14,52,0,1,114,168
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 500","Mobile poll/Bureau itinérant",1,17,11,5,12,2,2,50,131
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 501","Mobile poll/Bureau itinérant",1,31,24,24,40,5,7,132,218
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 502","Mobile poll/Bureau itinérant",2,15,21,9,33,1,0,81,144
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 503A","Mobile poll/Bureau itinérant",2,25,11,6,20,1,3,68,157
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 503B","Mobile poll/Bureau itinérant",2,19,18,12,13,2,3,69,104
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 504","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,35
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 600","Lac-Saint-Charles",3,213,37,112,159,5,7,536,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 601","Lac-Saint-Charles",1,151,10,64,165,5,4,400,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 602","Charlesbourg",1,150,29,54,94,2,2,332,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 603","Saint-Émile",1,272,37,98,242,5,6,661,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 604","Saint-Émile",5,225,28,59,165,6,8,496,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 605","Charlesbourg",1,292,33,139,200,9,7,681,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 606","Charlesbourg",1,194,31,78,157,4,4,469,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 607","Charlesbourg",0,188,29,114,135,8,4,478,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 608","Charlesbourg",4,171,44,81,142,6,4,452,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 609","Charlesbourg",3,324,66,178,252,6,6,835,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 610","Charlesbourg",0,303,64,158,173,9,9,716,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 611","Charlesbourg",1,273,75,154,210,8,4,725,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 612","Charlesbourg",2,204,67,122,178,3,5,581,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 613","Charlesbourg",4,246,64,101,195,4,5,619,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 614","Charlesbourg",1,241,51,158,183,5,2,641,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 615","Charlesbourg",6,226,53,106,157,1,9,558,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles"," 616","Charlesbourg",1,173,41,99,121,1,7,443,
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles",,Group 1/Groupe 1,0,42,23,26,170,7,7,275,629
24013,"Charlesbourg--Haute-Saint-Charles/Charlesbourg--Haute-Saint-Charles",,Group 2/Groupe 2,3,212,75,222,232,10,10,764,
