Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Omar Alghabra,Michelle Bilek,Robert Dechert,John Fraser,Dagmar Sullivan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35049,"Mississauga--Erindale/Mississauga--Erindale"," 241","Mississauga",23,11,30,1,2,0,67,145
35049,"Mississauga--Erindale/Mississauga--Erindale"," 242","Mississauga",93,33,95,10,2,0,233,464
35049,"Mississauga--Erindale/Mississauga--Erindale"," 400","Mississauga",41,33,101,4,0,2,181,304
35049,"Mississauga--Erindale/Mississauga--Erindale"," 500","Mobile poll/Bureau itinérant",17,3,40,0,3,0,63,71
35049,"Mississauga--Erindale/Mississauga--Erindale"," 501","Mobile poll/Bureau itinérant",18,9,34,2,1,0,64,74
35049,"Mississauga--Erindale/Mississauga--Erindale"," 502","Mobile poll/Bureau itinérant",47,23,65,2,0,0,137,215
35049,"Mississauga--Erindale/Mississauga--Erindale"," 503","Mobile poll/Bureau itinérant",64,48,107,11,1,0,231,333
35049,"Mississauga--Erindale/Mississauga--Erindale"," 600","Mississauga",392,78,360,12,1,4,847,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 601","Mississauga",449,69,510,17,1,4,1050,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 602","Mississauga",361,61,264,9,2,0,697,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 603","Mississauga",319,92,389,25,1,0,826,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 604","Mississauga",361,77,516,30,1,2,987,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 605","Mississauga",272,117,360,23,1,2,775,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 606","Mississauga",310,70,498,41,0,0,919,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 607","Mississauga",243,48,288,15,0,1,595,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 608","Mississauga",384,61,344,25,1,4,819,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 609","Mississauga",389,73,349,20,6,0,837,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 610","Mississauga",506,76,355,9,0,7,953,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 611","Mississauga",500,81,377,16,0,4,978,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 612","Mississauga",596,100,412,11,1,3,1123,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 613","Mississauga",220,62,218,16,1,3,520,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 614","Mississauga",440,79,324,26,2,2,873,
35049,"Mississauga--Erindale/Mississauga--Erindale"," 615","Mississauga",4,1,0,0,0,0,5,
35049,"Mississauga--Erindale/Mississauga--Erindale",,Group 1/Groupe 1,46,5,42,2,0,2,97,178
35049,"Mississauga--Erindale/Mississauga--Erindale",,Group 2/Groupe 2,266,26,267,8,0,6,573,
