Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dave Corail,Michael Erickson,Michael Ignatieff,Janice Murray,Bernard Trottier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 433","Etobicoke",0,36,28,0,22,0,86,244
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 434","Toronto",2,13,18,0,34,1,68,168
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 435","Etobicoke",4,15,57,0,79,0,155,245
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 436","Etobicoke",5,31,75,0,90,0,201,343
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 437","Etobicoke",11,35,84,1,91,2,224,298
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 438","Etobicoke",1,11,7,0,30,0,49,121
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 439","Etobicoke",1,19,10,0,36,1,67,172
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 440","Etobicoke",2,14,22,0,32,0,70,173
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 441","Etobicoke",1,44,54,0,6,3,108,239
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 442","Etobicoke",1,47,43,0,33,0,124,252
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 443","Etobicoke",5,40,35,1,51,0,132,227
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 444","Etobicoke",8,25,39,0,47,0,119,204
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 445","Etobicoke",3,26,27,0,44,0,100,166
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 446","Etobicoke",6,23,24,0,46,0,99,160
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 447","Etobicoke",8,32,45,0,42,0,127,275
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 448","Etobicoke",2,13,36,2,47,0,100,140
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 449","Etobicoke",2,52,62,1,54,1,172,397
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 450","Etobicoke",6,33,27,2,32,0,100,194
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 451","Etobicoke",3,24,28,0,9,0,64,146
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 452","Etobicoke",9,47,82,0,96,0,234,416
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 453","Etobicoke",16,42,65,0,94,2,219,346
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 454","Etobicoke",9,41,71,0,86,0,207,327
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 455","Etobicoke",5,10,35,0,36,1,87,158
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 456","Etobicoke",Void/Supprimé,,,,,,,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 457","Etobicoke",3,8,11,0,22,0,44,106
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 458","Etobicoke",3,11,16,0,16,0,46,119
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 459","Etobicoke",0,3,8,0,14,1,26,73
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 500","Mobile poll/Bureau itinérant",2,6,8,2,42,1,61,119
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 501","Mobile poll/Bureau itinérant",2,8,16,1,13,0,40,64
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 502","Mobile poll/Bureau itinérant",0,10,13,1,21,0,45,95
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 600","Etobicoke",3,23,40,0,45,0,111,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 601","Etobicoke",6,16,101,0,79,0,202,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 602","Etobicoke",6,30,101,0,74,0,211,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 603","Etobicoke",10,30,233,2,196,2,473,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 604","Etobicoke",10,15,81,1,47,0,154,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 605","Etobicoke",2,29,80,2,72,1,186,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 606","Etobicoke",13,16,154,1,165,2,351,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 607","Etobicoke",10,47,284,1,232,1,575,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 608","Etobicoke",5,38,194,1,179,1,418,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 609","Etobicoke",5,24,94,1,89,0,213,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 610","Etobicoke",8,39,94,1,97,2,241,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 611","Etobicoke",11,32,167,0,134,1,345,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 612","Etobicoke",4,32,101,0,86,0,223,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 613","Etobicoke",5,45,84,0,128,2,264,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 614","Etobicoke",9,25,94,0,99,0,227,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 615","Etobicoke",4,24,51,0,71,1,151,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 616","Etobicoke",17,40,93,0,102,0,252,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 617","Etobicoke",8,59,106,2,96,2,273,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 618","Etobicoke",11,45,153,0,143,1,353,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 619","Etobicoke",12,52,101,0,90,0,255,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 620","Etobicoke",14,46,130,2,94,1,287,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 621","Etobicoke",6,14,105,0,84,0,209,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 622","Etobicoke",14,43,77,0,66,0,200,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore"," 623","Etobicoke",8,12,87,0,70,0,177,
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore",,Group 1/Groupe 1,4,11,46,1,20,7,89,159
35023,"Etobicoke--Lakeshore/Etobicoke--Lakeshore",,Group 2/Groupe 2,21,69,293,1,240,2,626,
