Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Larry Colero,Kevin Peter Donohoe,David Hawkins,Russ Hiebert,Susan Keeping,Aart Looye,Brian Marlatt,Mike Schouten,Hardy Staub,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 113-1","Surrey",9,0,0,79,32,2,0,0,26,0,148,317
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 114A","Surrey",3,0,0,70,38,2,0,1,17,1,132,279
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 114B","Surrey",6,0,0,54,36,1,0,4,18,2,121,253
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 115","Surrey",8,0,0,64,32,1,0,2,18,0,125,267
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 116","Surrey",19,0,0,55,43,0,1,2,24,0,144,256
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 117","Surrey",20,0,0,88,59,6,0,0,43,0,216,377
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 118","Surrey",13,0,0,119,64,8,0,1,51,0,256,378
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 119","Surrey",3,2,1,150,50,2,3,0,27,1,239,470
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 120","Surrey",3,0,0,58,31,0,0,1,24,0,117,224
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 121","Surrey",5,1,1,80,37,1,0,0,17,0,142,258
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 121-1","Surrey",12,0,3,97,51,3,0,3,32,0,201,406
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 122","Surrey",18,0,0,103,60,5,0,0,33,1,220,460
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 123","Surrey",18,3,1,94,80,1,0,0,17,1,215,351
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 124","Surrey",21,2,1,84,69,0,0,1,44,0,222,401
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 125","Surrey",10,0,0,64,30,6,1,0,16,0,127,235
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 126","Surrey",15,1,1,51,47,0,0,2,30,0,147,277
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 127","Surrey",6,0,0,112,60,5,1,2,27,2,215,319
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 128","Surrey",7,0,0,92,35,0,2,1,29,2,168,312
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 129","Surrey",9,1,0,98,59,5,0,0,13,0,185,346
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 130","Surrey",7,0,0,157,18,2,0,0,28,0,212,364
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 130-1","Surrey",4,0,1,148,11,1,1,0,38,0,204,378
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 131A","Surrey",1,0,0,111,16,3,0,0,19,0,150,257
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 131B","Surrey",6,0,0,120,11,1,0,0,16,0,154,242
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 131-1","Surrey",6,3,0,109,12,4,0,0,11,1,146,275
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 132","Surrey",3,0,0,176,20,2,0,0,45,0,246,406
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 133","Surrey",5,0,1,93,29,6,0,2,37,0,173,375
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 134","Surrey",10,1,0,145,47,2,1,1,29,0,236,384
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 135","Surrey",29,2,0,137,32,5,0,5,40,0,250,408
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 136","Surrey",6,1,0,50,14,0,2,0,19,0,92,196
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 137","Surrey",6,1,0,116,32,3,0,1,36,2,197,360
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 138","Surrey",16,0,2,91,58,4,0,0,20,0,191,355
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 138-1A","Surrey",2,0,0,43,26,1,1,3,13,1,90,235
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 138-1B","Surrey",6,0,1,58,24,1,0,0,13,0,103,242
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 139","Surrey",12,0,1,113,50,4,0,7,35,0,222,454
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 140","Surrey",8,0,0,81,15,3,0,1,16,0,124,236
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 141","Surrey",11,1,0,77,32,7,0,3,27,0,158,314
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 142","Surrey",11,0,1,81,34,6,2,3,32,0,170,291
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 143","Surrey",15,0,0,135,42,2,1,0,28,0,223,396
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 144","Surrey",20,0,1,162,42,6,0,2,32,0,265,443
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 145A","Surrey",18,0,0,106,31,1,0,1,30,0,187,315
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 145B","Surrey",7,0,0,111,30,4,1,1,20,1,175,314
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 146","Surrey",25,0,0,50,45,3,1,0,17,1,142,252
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 147","Surrey",4,0,0,53,13,0,1,0,16,0,87,178
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 148","Surrey",Void/Supprimé,,,,,,,,,,,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 149","Surrey",6,1,1,69,55,4,1,2,30,0,169,298
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 149-1A","Surrey",7,0,0,82,32,3,1,1,28,0,154,270
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 149-1B","Surrey",0,0,1,75,38,3,1,0,22,0,140,263
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 150","Surrey",15,0,0,68,40,1,2,0,38,0,164,290
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 151","Surrey",17,0,0,165,66,5,0,4,58,0,315,467
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 152","Surrey",8,4,0,109,40,6,1,0,37,0,205,327
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 153","Surrey",15,0,2,109,26,4,1,0,44,0,201,293
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 154","Surrey",12,1,0,171,55,3,1,0,54,1,298,454
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 155","Surrey",14,0,2,104,47,5,0,1,27,0,200,338
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 156","Surrey",7,0,0,18,19,1,1,0,10,0,56,107
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 157","White Rock",18,0,0,104,37,1,1,1,64,0,226,335
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 158","White Rock",13,0,2,87,34,2,0,3,54,0,195,343
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 159","White Rock",19,0,2,92,29,0,0,2,43,0,187,319
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 160","White Rock",13,0,0,84,32,4,0,0,53,2,188,341
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 161","White Rock",15,0,0,109,44,1,1,0,42,0,212,354
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 162","White Rock",9,1,0,72,31,1,1,0,37,1,153,307
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 163","White Rock",5,0,1,46,20,1,0,1,35,0,109,240
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 163-1","White Rock",13,1,2,78,39,11,0,0,29,0,173,355
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 164","White Rock",13,1,0,73,43,1,1,0,46,0,178,360
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 165","White Rock",5,1,2,19,19,1,0,0,18,0,65,118
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 166","White Rock",9,0,1,85,51,1,1,3,28,0,179,410
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 167","White Rock",14,1,2,48,51,3,1,0,13,0,133,287
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 168A","White Rock",8,0,0,61,26,3,1,0,27,0,126,263
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 168B","White Rock",10,1,1,50,27,1,1,0,13,0,104,242
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 169A","White Rock",9,0,1,84,28,3,0,0,31,0,156,315
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 169B","White Rock",5,0,0,101,24,1,0,0,21,0,152,323
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 170","White Rock",17,0,1,98,51,2,1,0,29,0,199,425
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 171","White Rock",12,0,1,56,34,0,1,2,34,0,140,297
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 172","White Rock",2,0,0,61,54,6,1,1,19,0,144,349
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 173","White Rock",21,2,0,80,43,1,1,1,24,0,173,432
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 174","White Rock",11,1,1,79,53,2,2,1,42,0,192,393
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 175","White Rock",18,2,1,111,56,4,1,2,56,0,251,473
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 176","White Rock",17,0,1,88,65,1,2,0,37,0,211,416
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 177","White Rock",20,1,1,95,52,1,0,0,31,0,201,336
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 178","White Rock",7,0,0,71,36,1,0,1,29,1,146,414
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 179","White Rock",8,1,0,79,63,0,0,0,26,0,177,391
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 180","White Rock",7,1,0,66,28,0,1,0,24,1,128,322
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 181","White Rock",23,0,0,84,47,1,1,3,23,0,182,357
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 182","White Rock",42,3,1,105,63,9,0,1,51,0,275,467
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 183","White Rock",15,2,0,92,78,6,1,2,56,1,253,417
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 184","White Rock",20,2,1,92,57,2,0,1,39,0,214,373
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 185","White Rock",24,1,2,111,45,2,0,3,48,1,237,402
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 186","White Rock",11,2,2,61,43,4,0,3,27,0,153,306
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 187A","White Rock",18,0,2,63,33,4,0,1,31,0,152,271
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 187B","White Rock",12,2,1,60,33,3,0,0,45,0,156,294
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 188","White Rock",12,0,1,63,36,1,0,1,46,2,162,334
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 189","White Rock",24,7,5,98,52,1,2,2,44,0,235,474
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 190","White Rock",17,0,1,89,31,1,1,1,33,0,174,344
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 191","White Rock",17,0,1,72,37,3,0,0,42,1,173,320
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 192","White Rock",32,0,0,82,58,0,0,0,44,1,217,419
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 193","White Rock",15,1,0,98,44,2,0,4,26,1,191,401
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 194","White Rock",22,1,2,106,59,3,0,0,56,0,249,448
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 500","Mobile poll/Bureau itinérant",2,2,0,65,22,2,0,0,24,2,119,161
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 501","Mobile poll/Bureau itinérant",3,2,2,114,23,2,6,5,27,5,189,114
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 502A","Mobile poll/Bureau itinérant",4,1,1,67,24,1,2,1,19,0,120,138
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 502B","Mobile poll/Bureau itinérant",3,1,1,29,16,0,5,0,7,1,63,30
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 503","Mobile poll/Bureau itinérant",6,0,1,59,23,3,1,1,28,0,122,153
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 504A","Mobile poll/Bureau itinérant",3,2,2,26,20,0,1,1,6,0,61,80
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 504B","Mobile poll/Bureau itinérant",2,2,4,40,29,0,0,0,20,2,99,88
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 505A","Mobile poll/Bureau itinérant",2,4,1,113,30,0,1,2,11,0,164,207
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 505B","Mobile poll/Bureau itinérant",1,2,0,39,16,0,7,0,17,0,82,65
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 506","Mobile poll/Bureau itinérant",0,0,2,50,16,1,0,0,19,0,88,156
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 507","Mobile poll/Bureau itinérant",3,3,2,40,19,1,2,1,20,0,91,136
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 600","Cloverdale",16,0,1,392,108,1,5,8,94,0,625,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 601","Cloverdale",17,0,2,374,103,0,2,7,65,1,571,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 602","Cloverdale",19,0,4,284,107,2,0,15,66,2,499,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 603","Surrey",34,1,1,483,54,12,0,2,155,0,742,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 604","Surrey",21,0,2,334,126,13,3,0,120,3,622,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 605","Surrey",32,1,2,434,93,16,0,2,185,6,771,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 606","White Rock",33,1,1,491,122,12,0,2,143,2,807,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 607","White Rock",20,1,0,392,58,6,1,0,99,1,578,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 608","White Rock",23,0,2,299,113,10,1,0,125,1,574,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 609","White Rock",47,4,2,513,173,13,0,1,238,2,993,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale"," 610","White Rock",36,2,3,384,147,11,1,3,218,5,810,
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale",,Group 1/Groupe 1,9,0,0,36,11,1,0,0,24,3,84,127
59027,"South Surrey--White Rock--Cloverdale/Surrey-Sud--White Rock--Cloverdale",,Group 2/Groupe 2,42,0,3,682,125,6,5,0,217,8,1088,
