Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dan Albas,Dan Bouchard,David Finnis,John Kidder,Sean Upshaw,Dietrich Wittel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 149","Penticton",108,14,37,25,0,1,1,186,355
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 150A","Penticton",62,26,27,12,1,1,0,129,254
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 150B","Penticton",69,21,29,18,5,0,0,142,252
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 151","Penticton",87,36,61,22,2,1,0,209,366
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 152","Penticton",130,21,70,31,0,2,0,254,475
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 153","Penticton",94,26,28,23,1,0,0,172,326
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 154","Penticton",116,27,63,9,1,0,0,216,431
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 155","Penticton",94,35,40,29,2,1,0,201,409
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 155-1","Penticton",107,6,46,18,3,3,1,184,385
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 156A","Penticton",69,18,27,14,2,0,0,130,259
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 156B","Penticton",66,17,26,12,2,0,0,123,258
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 157","Penticton",123,10,43,7,0,0,0,183,410
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 158","Penticton",58,8,35,13,3,0,1,118,291
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 159A","Penticton",110,24,31,27,1,0,0,193,327
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 159B","Penticton",79,24,31,40,6,1,0,181,317
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 160A","Penticton",89,14,19,21,4,0,0,147,261
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 160B","Penticton",73,17,24,18,2,1,0,135,251
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 161A","Penticton",59,6,36,10,0,1,0,112,235
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 161B","Penticton",66,9,38,15,0,0,0,128,252
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 162A","Penticton",123,12,36,24,2,0,1,198,323
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 162B","Penticton",99,23,35,19,0,1,0,177,350
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 163","Penticton",108,11,68,22,2,0,1,212,439
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 164","Penticton",75,15,36,8,2,0,1,137,401
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 165","Penticton",55,15,34,16,2,0,0,122,283
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 166","Penticton",83,17,64,22,5,0,1,192,425
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 167","Penticton",117,6,38,23,1,0,0,185,406
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 168A","Penticton",74,12,40,17,1,0,0,144,305
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 168B","Penticton",82,11,38,11,5,3,0,150,288
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 169","Penticton",77,20,43,11,1,0,1,153,353
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 170","Penticton",46,12,32,5,1,0,0,96,301
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 171","Penticton",132,14,61,21,3,3,0,234,456
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 172","Penticton",112,25,57,29,1,2,1,227,524
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 173","Penticton",87,15,41,13,0,0,0,156,324
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 174","Penticton",123,34,65,14,0,0,0,236,469
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 175A","Kaleden",94,24,44,10,1,0,0,173,264
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 175B","Kaleden",90,20,43,23,4,0,0,180,287
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 175-1","Kaleden",135,27,62,19,0,3,0,246,434
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 176","Kaleden",Void/Supprimé,,,,,,,,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 177A","Kaleden",75,23,32,33,1,1,0,165,276
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 177B","Kaleden",63,24,36,29,1,0,0,153,249
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 178A","Okanagan Falls",90,14,30,23,1,0,0,158,303
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 178B","Okanagan Falls",117,24,31,23,6,0,0,201,331
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 179A","Okanagan Falls",68,16,36,12,1,1,1,135,235
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 179B","Okanagan Falls",57,11,38,11,0,0,0,117,249
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 179-1","Okanagan Falls",76,10,43,11,5,0,1,146,272
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 180A","Okanagan Falls",69,14,40,6,1,0,0,130,252
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 180B","Okanagan Falls",92,14,51,6,1,0,0,164,281
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 181","Okanagan Falls",116,4,32,11,2,0,1,166,304
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 182","Okanagan Falls",123,24,33,13,3,1,0,197,310
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 182-1","Okanagan Falls",96,16,39,12,1,0,1,165,325
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 500","Mobile poll/Bureau itinérant",41,9,16,17,2,2,0,87,148
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 501","Mobile poll/Bureau itinérant",76,5,21,22,0,1,0,125,155
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 502","Mobile poll/Bureau itinérant",83,16,40,24,1,2,2,168,235
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 503","Mobile poll/Bureau itinérant",50,9,40,15,2,0,1,117,63
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 504","Mobile poll/Bureau itinérant",40,8,22,15,1,4,0,90,105
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 505","Mobile poll/Bureau itinérant",68,7,38,16,1,1,1,132,166
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 506","Mobile poll/Bureau itinérant",42,9,15,14,0,1,1,82,137
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 507","Mobile poll/Bureau itinérant",49,7,28,16,0,2,0,102,127
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 508","Mobile poll/Bureau itinérant",42,6,26,14,5,2,1,96,151
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 600","Logan Lake",111,3,50,9,3,0,0,176,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 601","Merritt",367,32,130,59,5,0,0,593,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 602","West Kelowna",228,17,74,57,7,2,0,385,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 603","Westbank",303,41,127,58,10,1,1,541,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 604","Peachland",278,41,87,53,13,0,0,472,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 605","Summerland",587,64,215,120,9,6,2,1003,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 606","Penticton--Naramata",341,53,99,97,2,0,1,593,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 607","Penticton",171,53,106,57,3,2,1,393,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 608","Penticton",252,36,116,60,2,0,2,468,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 609","Penticton",309,23,97,68,2,3,3,505,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 610","Kaleden--Okanagan Falls",302,41,70,53,1,2,1,470,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 611","West Kelowna",436,43,133,113,19,4,1,749,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 612","Westbank",661,47,200,129,26,1,0,1064,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla"," 613","Penticton",456,37,128,94,4,1,2,722,
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla",,Group 1/Groupe 1,52,11,18,18,0,0,11,110,170
59020,"Okanagan--Coquihalla/Okanagan--Coquihalla",,Group 2/Groupe 2,532,55,145,131,6,1,6,876,
