Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Donovan Michael Cavers,Michael David Crawford,Christopher Kempling,Cathy McLeod,Murray Todd,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 131","Savona",7,98,0,123,3,0,231,449
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 131-1","Thompson-Nicola J (Copper Desert Country)",4,46,0,91,1,0,142,242
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 132","Cherry Creek",15,61,0,135,8,0,219,401
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 133A","Kamloops ",3,62,0,75,10,0,150,281
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 133B","Kamloops ",10,46,0,77,5,0,138,263
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 133-1A","Kamloops ",10,44,0,89,10,1,154,282
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 133-1B","Kamloops ",4,65,0,63,8,0,140,275
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 134","Kamloops ",7,55,0,73,5,0,140,297
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 134-1A","Kamloops ",6,37,0,87,3,2,135,249
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 134-1B","Kamloops ",10,40,0,82,15,0,147,250
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 134-2","Kamloops ",12,77,1,124,14,0,228,455
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 135A","Kamloops ",1,50,0,96,9,0,156,278
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 135B","Kamloops ",10,55,1,77,10,1,154,277
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 136A","Kamloops ",7,59,1,65,13,1,146,285
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 136B","Kamloops ",3,55,0,80,8,0,146,287
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 137A","Kamloops ",5,48,0,83,11,0,147,250
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 137B","Kamloops ",8,45,0,65,11,0,129,256
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 138","Kamloops ",4,81,3,134,19,0,241,401
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 139","Kamloops ",10,72,1,186,21,1,291,481
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 140","Kamloops ",11,60,1,123,15,2,212,346
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 140-1","Kamloops ",6,60,0,91,10,0,167,274
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 141","Kamloops ",12,97,0,164,17,0,290,498
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 142","Kamloops ",10,89,0,105,15,0,219,368
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 143A","Kamloops ",9,68,0,71,16,0,164,291
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 143B","Kamloops ",7,72,0,75,12,0,166,271
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 144A","Kamloops ",2,35,0,86,9,0,132,261
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 144B","Kamloops ",3,35,0,65,10,0,113,228
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 145","Kamloops ",6,63,3,127,10,2,211,349
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 145-1","Kamloops ",7,81,0,180,23,0,291,466
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 146","Lac Le Jeune",20,71,0,205,11,1,308,503
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 146-1","Lac Le Jeune",3,20,0,39,2,0,64,97
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 147","Kamloops ",6,82,2,133,18,0,241,414
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 148","Kamloops ",16,103,0,84,10,1,214,437
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 149","Kamloops ",18,84,0,142,12,2,258,478
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 150A","Kamloops ",9,41,1,81,10,0,142,270
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 150B","Kamloops ",3,63,0,79,5,1,151,281
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 151","Kamloops ",12,82,0,164,19,0,277,480
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 152A","Kamloops ",9,63,0,114,6,0,192,311
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 152B","Kamloops ",10,54,0,87,9,0,160,284
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 153A","Kamloops ",5,54,0,73,13,1,146,274
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 153B","Kamloops ",8,42,0,98,9,0,157,296
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 153-1","Kamloops ",11,67,0,107,16,0,201,345
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 154A","Kamloops ",6,49,0,72,12,0,139,263
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 154B","Kamloops ",3,38,0,83,3,0,127,255
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 155","Kamloops ",9,63,0,108,10,0,190,304
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 155-1","Kamloops ",7,81,0,116,18,0,222,387
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 156","Kamloops ",5,46,0,105,10,0,166,258
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 156-1","Kamloops ",5,69,0,84,12,0,170,356
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 157","Kamloops ",12,73,0,156,12,1,254,487
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 158A","Kamloops ",2,59,0,83,5,0,149,258
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 158B","Kamloops ",8,58,0,72,7,1,146,281
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 159","Kamloops ",14,92,0,170,10,1,287,482
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 160","Kamloops ",10,71,0,98,10,0,189,336
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 161","Kamloops ",18,67,3,113,9,1,211,364
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 162","Kamloops ",11,70,0,149,10,1,241,471
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 163","Kamloops ",17,68,1,110,5,1,202,391
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 164","Kamloops ",4,42,0,110,3,1,160,294
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 164-1","Thompson-Nicola L",8,41,0,127,5,0,181,312
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 164-2A","Kamloops ",2,49,1,72,6,0,130,263
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 164-2B","Kamloops ",3,44,0,71,4,0,122,251
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 165A","Kamloops",4,44,0,110,8,0,166,263
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 165B","Kamloops",4,31,0,118,9,1,163,285
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 166","Pritchard ",4,42,0,91,5,2,144,299
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 166-1A","Pritchard ",6,56,2,125,4,0,193,312
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 166-1B","Pritchard ",12,47,1,129,6,0,195,330
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 167","Kamloops ",7,59,0,209,12,0,287,474
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 168","Monte Lake",18,50,0,180,7,1,256,438
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 500","Mobile poll/Bureau itinérant",0,6,1,13,1,0,21,15
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 501","Mobile poll/Bureau itinérant",2,24,1,23,9,1,60,104
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 502","Mobile poll/Bureau itinérant",1,30,1,32,12,1,77,174
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 503","Mobile poll/Bureau itinérant",3,43,1,60,15,3,125,174
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 504A","Mobile poll/Bureau itinérant",5,32,1,52,14,0,104,89
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 504B","Mobile poll/Bureau itinérant",3,30,1,73,15,0,122,36
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 505","Mobile poll/Bureau itinérant",5,46,3,77,12,3,146,237
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 600","Valemount ",14,47,0,90,7,0,158,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 601","Blue River--Clearwater",10,65,3,192,13,2,285,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 602","Lac la Hache--108 Mile Ranch",7,51,0,68,9,1,136,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 603","One Hundred Mile House",15,187,1,355,15,3,576,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 604","70 Mile House--Clinton",3,27,0,55,8,0,93,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 605","Barrière--McLure",8,98,2,186,3,0,297,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 606","Kamloops ",18,88,1,211,24,0,342,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 607","Kamloops ",25,150,0,245,22,0,442,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 608","Kamloops ",16,249,2,296,32,3,598,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 609","Kamloops ",25,202,1,268,15,3,514,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 610","Kamloops ",24,227,4,227,22,0,504,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 611","Kamloops ",41,260,2,326,60,2,691,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 612","Kamloops ",20,215,0,330,39,1,605,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 613","Kamloops ",19,177,2,255,41,0,494,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 614","Kamloops ",14,125,2,276,28,3,448,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 615","Kamloops ",22,128,1,316,26,0,493,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo"," 616","Kamloops ",21,177,2,305,51,2,558,
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo",,Group 1/Groupe 1,9,28,1,61,29,2,130,201
59010,"Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo",,Group 2/Groupe 2,71,380,3,639,72,18,1183,
