Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Braid,Bill Brown,Julian Ichim,Cathy MacLellan,Steven Bradley Scott,Andrew Telegdi,Richard Walsh-Bowers,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 197","Kitchener",152,75,0,14,0,41,2,0,284,496
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 198","Kitchener",113,60,1,4,2,48,0,2,230,393
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 199","Kitchener",50,47,0,8,1,27,2,0,135,332
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 200","Kitchener",68,28,0,7,0,45,0,0,148,281
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 201","Kitchener",98,64,0,19,0,64,2,2,249,375
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 202","Kitchener",86,67,0,8,1,55,1,0,218,379
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 203","Kitchener",60,53,0,7,0,29,0,1,150,366
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 204","Kitchener",44,48,0,17,2,46,0,2,159,304
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 205","Kitchener",118,54,0,10,4,62,1,1,250,386
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 206","Kitchener",65,46,0,9,0,46,3,0,169,295
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 207","Kitchener",75,66,0,12,1,53,2,0,209,372
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 208","Kitchener",64,64,0,14,2,92,3,0,239,436
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 209","Kitchener",46,55,0,13,1,52,0,3,170,326
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 210","Kitchener",49,63,1,9,1,57,1,0,181,331
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 211","Kitchener",49,51,0,23,1,58,1,0,183,312
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 212","Kitchener",77,50,1,8,0,45,1,1,183,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 213","Kitchener",75,56,0,14,5,50,1,2,203,364
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 214","Kitchener",69,66,0,9,4,35,1,0,184,341
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 400","Waterloo",33,39,1,4,2,47,0,0,126,292
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 401","Kitchener",41,47,2,10,0,39,0,2,141,271
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 402","Kitchener",116,46,0,5,2,79,0,3,251,305
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 403","Kitchener",103,32,0,6,0,83,0,1,225,284
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 500","Mobile poll/Bureau itinérant",20,3,0,1,0,16,0,1,41,152
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 501","Mobile poll/Bureau itinérant",42,10,0,3,0,42,1,0,98,150
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 502","Mobile poll/Bureau itinérant",21,6,0,1,1,10,0,1,40,88
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 503","Mobile poll/Bureau itinérant",43,16,1,2,0,38,1,2,103,165
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 504","Mobile poll/Bureau itinérant",45,21,0,3,1,69,2,1,142,272
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 600","Waterloo",422,68,1,29,0,393,2,9,924,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 601","Waterloo",351,79,1,34,3,417,1,2,888,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 602","Waterloo",471,58,0,25,1,521,0,0,1076,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 603","Kitchener",272,67,0,25,0,272,1,0,637,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 604","Kitchener",136,75,1,39,1,257,1,2,512,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 605","Kitchener--Waterloo",398,93,0,56,0,550,1,5,1103,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 606","Waterloo",131,52,1,24,1,204,2,0,415,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 607","Waterloo",283,50,0,24,2,237,1,1,598,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 608","Waterloo",475,64,1,24,3,319,3,0,889,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 609","Waterloo",348,61,0,24,0,264,7,0,704,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 610","Waterloo",257,74,2,30,3,313,0,3,682,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 611","Kitchener--Waterloo",282,82,0,27,3,232,0,0,626,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 612","Waterloo",11,6,0,5,0,29,1,0,52,
35039,"Kitchener--Waterloo/Kitchener--Waterloo",,Group 1/Groupe 1,60,7,0,6,1,86,0,3,163,255
35039,"Kitchener--Waterloo/Kitchener--Waterloo",,Group 2/Groupe 2,708,138,0,131,4,1370,4,5,2360,
