Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,James Ford,Mike Scott,Paul St. Laurent,Rick Szostak,Tim Uppal,Chris Vallee,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 189B","Whitecroft",109,16,1,15,138,6,0,285,498
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 190","Whitecroft",155,34,0,20,133,15,1,358,612
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 191","Whitecroft",125,16,3,27,118,20,1,310,501
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 192","Whitecroft",111,30,1,23,112,16,0,293,453
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 193","Sherwood Park",117,20,1,10,141,5,0,294,504
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 400","Edmonton",7,26,7,8,28,8,1,85,49
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 500","Mobile poll/Bureau itinérant",42,11,3,7,63,2,3,131,147
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 501","Mobile poll/Bureau itinérant",44,15,2,12,37,2,1,113,150
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 502","Mobile poll/Bureau itinérant",20,11,2,16,25,4,2,80,145
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 503","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,57
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 600","Fort Saskatchewan",135,31,5,31,162,7,2,373,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 601","Fort Saskatchewan--Strathcona County",193,58,1,42,308,14,1,617,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 602","Edmonton",51,56,1,50,282,13,2,455,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 603","Edmonton",51,83,1,34,220,11,0,400,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 604","Edmonton",35,45,2,29,206,5,0,322,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 605","Edmonton",47,79,0,35,230,12,3,406,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 606","Edmonton--Strathcona County",100,23,2,29,220,13,2,389,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 607","Strathcona County",221,33,0,34,327,21,0,636,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 608","Strathcona County",83,29,1,16,79,16,1,225,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 609","Strathcona County",213,47,0,56,227,16,2,561,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 610","Strathcona County",291,36,2,53,278,13,1,674,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 611","Strathcona County",89,32,0,17,79,4,0,221,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 612","Strathcona County",232,37,2,47,219,26,0,563,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 613","Strathcona County",203,31,1,31,205,12,0,483,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park",,Group 1/Groupe 1,6,12,0,47,99,6,8,178,335
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park",,Group 2/Groupe 2,182,58,5,68,300,16,11,640,
