Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Armstrong,Jason Blanch,Jim Burrows,Jim Hnatiuk,Wendy Robinson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 169","Bible Hill",159,8,63,1,44,1,276,492
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 170A","Bible Hill",71,4,37,1,24,2,139,279
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 170B","Bible Hill",82,3,35,0,22,0,142,266
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 171","Bible Hill",114,12,57,2,46,0,231,476
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 172","Salmon River",131,9,33,3,62,2,240,496
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 173","Salmon River",102,12,42,3,59,1,219,419
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 174","Salmon River",67,10,19,1,34,0,131,327
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 175","Salmon River",108,10,25,1,66,0,210,452
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 176","Eastville",73,5,15,0,27,0,120,213
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 177","Upper Stewiacke",114,16,30,0,44,2,206,333
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 178","Meadowvale",57,4,8,0,21,1,91,185
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 179","Middle Stewiacke",96,8,48,3,60,1,216,380
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 180","Brookfield",104,9,33,3,59,1,209,435
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 181A","Brookfield",129,11,44,1,52,2,239,384
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 181B","Mobile poll/Bureau itinérant",14,2,6,0,6,1,29,35
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 182","Brookfield",76,7,17,4,28,0,132,233
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 183","Brookfield",157,10,36,0,60,1,264,513
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 184","Fort Ellis",91,5,18,2,34,2,152,274
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 185","Stewiacke East",54,2,18,3,23,0,100,220
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 186","Wittenburg",63,3,10,2,35,1,114,240
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 187","Shubenacadie East",57,9,22,7,63,0,158,338
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 188","Shubenacadie East",71,8,24,8,43,2,156,297
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 189","Stewiacke",80,1,29,3,61,1,175,344
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 190","Stewiacke",82,5,20,2,65,1,175,332
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 191","Stewiacke",28,0,4,0,23,1,56,105
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 192","Stewiacke",106,3,33,4,70,0,216,448
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 193","Dean",54,1,7,1,41,0,104,176
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 194","Upper Musquodoboit",48,1,4,3,45,1,102,202
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 195","Upper Musquodoboit",70,8,29,1,55,1,164,314
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 196","Middle Musquodoboit",64,11,24,2,44,3,148,264
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 197","Middle Musquodoboit",37,1,18,1,21,0,78,189
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 198","Middle Musquodoboit",56,3,22,1,21,0,103,178
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 199","Chaswood",72,6,15,2,36,0,131,262
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 200","Cooks Brook",57,3,29,8,94,0,191,348
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 201","Elderbank",64,3,7,1,31,0,106,186
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 202","Meaghers Grant",85,12,20,6,66,1,190,308
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 203","Porters Lake",Void/Supprimé,,,,,,,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 204","Dutch Settlement",49,7,22,1,55,0,134,284
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 205","Carrolls Corner",67,5,25,2,68,3,170,347
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 206","Dutch Settlement",68,4,10,3,49,0,134,308
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 207","Dutch Settlement",70,6,19,7,58,4,164,350
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 208","Goffs",87,13,31,16,88,2,237,419
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 209","Goffs",72,1,20,3,41,0,137,203
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 500","Mobile poll/Bureau itinérant",46,6,24,0,11,3,90,138
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 501A","Mobile poll/Bureau itinérant",31,6,9,0,10,0,56,81
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 501B","Mobile poll/Bureau itinérant",31,3,14,2,11,0,61,99
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 502","Mobile poll/Bureau itinérant",15,0,7,1,4,0,27,56
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 503","Mobile poll/Bureau itinérant",20,0,12,1,5,0,38,58
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 504","Mobile poll/Bureau itinérant",21,0,16,0,13,1,51,103
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 505","Mobile poll/Bureau itinérant",36,1,18,3,21,0,79,115
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 506","Mobile poll/Bureau itinérant",34,2,15,0,12,0,63,101
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 507","Mobile poll/Bureau itinérant",21,1,7,0,3,0,32,11
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 508","Mobile poll/Bureau itinérant",6,0,5,0,2,0,13,13
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 600","Maccan",193,28,77,2,54,6,360,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 601","Amherst",277,36,125,2,73,4,517,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 602","Oxford",101,9,37,1,15,0,163,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 603","Springhill",281,17,71,4,42,3,418,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 604","Pugwash",103,15,45,2,37,4,206,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 605","Tatamagouche",160,14,80,1,44,0,299,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 606","Parrsboro",154,11,35,1,24,1,226,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 607","Bass River",99,3,55,0,30,0,187,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 608","Onslow",287,12,122,4,87,4,516,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 609","Truro",97,7,46,1,36,1,188,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 610","Truro",284,16,163,4,79,4,550,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 611","Bible Hill",329,12,141,1,74,0,557,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 612","Stewiacke",180,8,61,5,74,3,331,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 613","Middle Musquodoboit",73,3,21,0,24,0,121,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 614","Dutch Settlement",39,3,23,2,39,1,107,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 615","Truro",216,14,135,6,101,4,476,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley"," 616","Truro--Bible Hill",120,8,44,1,25,1,199,
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley",,Group 1/Groupe 1,110,9,49,1,17,4,190,483
12007,"Cumberland--Colchester--Musquodoboit Valley/Cumberland--Colchester--Musquodoboit Valley",,Group 2/Groupe 2,432,31,197,7,88,11,766,
