Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Wayne R. Bennett,Gerry Byrne,Robin Blair Gosse,Shelley Senior,Trevor Taylor,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,600,St. Anthony,0,58,0,12,36,0,106,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,601,Plum Point,0,19,0,3,7,0,29,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,602,Roddickton,1,13,0,1,4,0,19,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,603,Port au Choix,1,26,0,0,17,0,44,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,604,Deer Lake,1,137,3,33,69,0,243,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,605,Baie Verte,0,22,2,3,17,0,44,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,606,La Scie,0,32,0,1,6,0,39,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,607,Springdale,0,34,2,13,48,0,97,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,608,Robert's Arm,0,5,1,5,13,0,24,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,609,Corner Brook,4,185,3,45,90,0,327,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,610,Corner Brook,1,128,0,35,32,0,196,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,611,Corner Brook,1,129,0,28,32,1,191,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,612,Pasadena,0,45,3,20,27,0,95,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,613,Flower's Cove,0,27,0,2,2,0,31,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,614,Parson's Pond,0,26,0,4,7,0,37,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,615,Rocky Harbour,0,28,0,9,11,0,48,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,616,Woody Point,0,27,0,4,7,0,38,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,617,Sop's Arm,0,5,0,1,5,0,11,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,618,Meadows,0,24,1,4,15,1,45,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,619,Humber Arm South,0,25,0,4,8,0,37,
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,,Group 1/Groupe 1,3,53,1,12,127,5,201,601
10003,Humber--St. Barbe--Baie Verte/Humber--St. Barbe--Baie Verte,,Group 2/Groupe 2,1,333,7,68,143,1,553,
